PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCHGINDX] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,"BLOCK, INC.",-,SQ2 AU,-,,"4,997","$704,417",0.09%,
LISTED EQUITY,-,-,-,-,BRISTOL-MYERS SQUIBB CO.,-,BMY US,-,,"7,710","$704,338",0.09%,
LISTED EQUITY,-,-,-,-,HITACHI LTD.,-,6501 JP,-,,"17,385","$703,387",0.09%,
LISTED EQUITY,-,-,-,-,"PALO ALTO NETWORKS, INC.",-,PANW US,-,,"2,392","$702,977",0.09%,
LISTED EQUITY,-,-,-,-,"T-MOBILE U.S., INC.",-,TMUS US,-,,"1,957","$697,725",0.09%,
LISTED EQUITY,-,-,-,-,"UBER TECHNOLOGIES, INC.",-,UBER US,-,,"7,150","$696,632",0.09%,
LISTED EQUITY,-,-,-,-,WORLEY LTD.,-,WOR AU,-,,"50,496","$691,795",0.09%,
LISTED EQUITY,-,-,-,-,ENDEAVOUR GROUP LTD.,-,EDV AU,-,,"163,609","$687,157",0.09%,
LISTED EQUITY,-,-,-,-,DEERE & CO.,-,DE US,-,,999,"$683,827",0.09%,
LISTED EQUITY,-,-,-,-,RAMSAY HEALTH CARE LTD.,-,RHC AU,-,,"19,743","$681,914",0.09%,
LISTED EQUITY,-,-,-,-,PILBARA MINERALS LTD.,-,PLS AU,-,,"307,290","$672,965",0.09%,
LISTED EQUITY,-,-,-,-,FISHER & PAYKEL HEALTHCARE CORP. LTD.,-,FPH AU,-,,"19,032","$665,162",0.09%,
LISTED EQUITY,-,-,-,-,TELIX PHARMACEUTICALS LTD.,-,TLX AU,-,,"26,977","$663,902",0.09%,
LISTED EQUITY,-,-,-,-,SANOFI SA,-,SAN FP,-,,"4,234","$663,718",0.09%,
LISTED EQUITY,-,-,-,-,"ANALOG DEVICES, INC.",-,ADI US,-,,"1,917","$657,972",0.09%,
LISTED EQUITY,-,-,-,-,STEADFAST GROUP LTD.,-,SDF AU,-,,"113,393","$657,682",0.09%,
LISTED EQUITY,-,-,-,-,CHUBB LTD.,-,CB US,-,,"1,466","$654,253",0.09%,
LISTED EQUITY,-,-,-,-,MINERAL RESOURCES LTD.,-,MIN AU,-,,"19,011","$651,135",0.09%,
LISTED EQUITY,-,-,-,-,RECRUIT HOLDINGS CO. LTD.,-,6098 JP,-,,"5,642","$646,267",0.09%,
LISTED EQUITY,-,-,-,-,DEUTSCHE TELEKOM AG,-,DTE GR,-,,"13,238","$639,619",0.09%,
LISTED EQUITY,-,-,-,-,"MARSH & MCLENNAN COS., INC.",-,MMC US,-,,"1,864","$639,607",0.09%,
LISTED EQUITY,-,-,-,-,AURIZON HOLDINGS LTD.,-,AZJ AU,-,,"196,399","$638,297",0.09%,
LISTED EQUITY,-,-,-,-,LOCKHEED MARTIN CORP.,-,LMT US,-,,808,"$634,467",0.08%,
LISTED EQUITY,-,-,-,-,CLEANAWAY WASTE MANAGEMENT LTD.,-,CWY AU,-,,"238,833","$632,909",0.08%,
LISTED EQUITY,-,-,-,-,MEDTRONIC PLC,-,MDT US,-,,"4,871","$628,378",0.08%,
LISTED EQUITY,-,-,-,-,STARBUCKS CORP.,-,SBUX US,-,,"4,212","$620,655",0.08%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,951,"$618,723",0.08%,
LISTED EQUITY,-,-,-,-,LYNAS RARE EARTHS LTD.,-,LYC AU,-,,"94,995","$610,816",0.08%,
LISTED EQUITY,-,-,-,-,HUB24 LTD.,-,HUB AU,-,,"8,758","$609,528",0.08%,
LISTED EQUITY,-,-,-,-,UBS GROUP AG,-,UBSG SW,-,,"12,198","$602,871",0.08%,
LISTED EQUITY,-,-,-,-,"MARVELL TECHNOLOGY, INC.",-,MRVL US,-,,"3,306","$589,799",0.08%,
LISTED EQUITY,-,-,-,-,AIR LIQUIDE SA,-,AI FP,-,,"2,239","$587,481",0.08%,
LISTED EQUITY,-,-,-,-,AIRBUS SE,-,AIR FP,-,,"2,248","$581,787",0.08%,
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",-,8316 JP,-,,"14,676","$567,686",0.08%,
LISTED EQUITY,-,-,-,-,"ENBRIDGE, INC.",-,ENB CN,-,,"8,283","$567,528",0.08%,
LISTED EQUITY,-,-,-,-,"UNITED PARCEL SERVICE, INC.",-,UPS US,-,,"2,782","$566,647",0.08%,
LISTED EQUITY,-,-,-,-,"KKR & CO., INC.",-,KKR US,-,,"2,356","$562,873",0.08%,
LISTED EQUITY,-,-,-,-,EBOS GROUP LTD.,-,EBO AU,-,,"16,544","$562,342",0.08%,
LISTED EQUITY,-,-,-,-,LAM RESEARCH CORP.,-,LRCX US,-,,"4,803","$560,382",0.08%,
LISTED EQUITY,-,-,-,-,"MICRON TECHNOLOGY, INC.",-,MU US,-,,"4,064","$552,469",0.07%,
LISTED EQUITY,-,-,-,-,"GE VERNOVA, INC.",-,GEV US,-,,"1,036","$550,551",0.07%,
LISTED EQUITY,-,-,-,-,TORONTO-DOMINION BANK,-,TD CN,-,,"6,385","$548,763",0.07%,
LISTED EQUITY,-,-,-,-,"NIKE, INC.",-,NKE US,-,,"4,469","$546,092",0.07%,
LISTED EQUITY,-,-,-,-,REECE LTD.,-,REH AU,-,,"24,343","$544,804",0.07%,
LISTED EQUITY,-,-,-,-,ANSELL LTD.,-,ANN AU,-,,"15,637","$528,855",0.07%,
LISTED EQUITY,-,-,-,-,"INTERCONTINENTAL EXCHANGE, INC.",-,ICE US,-,,"2,185","$525,823",0.07%,
LISTED EQUITY,-,-,-,-,ZURICH INSURANCE GROUP AG,-,ZURN SW,-,,543,"$522,256",0.07%,
LISTED EQUITY,-,-,-,-,ABB LTD.,-,ABBN SW,-,,"5,969","$521,985",0.07%,
LISTED EQUITY,-,-,-,-,AIA GROUP LTD.,-,1299 HK,-,,"44,242","$517,892",0.07%,
LISTED EQUITY,-,-,-,-,"PAYPAL HOLDINGS, INC.",-,PYPL US,-,,"3,754","$517,490",0.07%,
LISTED EQUITY,-,-,-,-,"CME GROUP, INC.",-,CME US,-,,"1,374","$515,218",0.07%,
LISTED EQUITY,-,-,-,-,L'OREAL SA,-,OR FP,-,,901,"$514,953",0.07%,
LISTED EQUITY,-,-,-,-,INTEL CORP.,-,INTC US,-,,"15,836","$512,820",0.07%,
LISTED EQUITY,-,-,-,-,IBERDROLA SA,-,IBE SM,-,,"23,033","$512,335",0.07%,
LISTED EQUITY,-,-,-,-,"CADENCE DESIGN SYSTEMS, INC.",-,CDNS US,-,,"1,053","$510,723",0.07%,
LISTED EQUITY,-,-,-,-,"ELEVANCE HEALTH, INC.",-,ELV US,-,,855,"$509,481",0.07%,
LISTED EQUITY,-,-,-,-,AMPHENOL CORP.,-,APH US,-,,"4,497","$504,377",0.07%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"6,858","$503,430",0.07%,
LISTED EQUITY,-,-,-,-,KLA CORP.,-,KLAC US,-,,494,"$502,870",0.07%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,"1,216","$498,162",0.07%,
LISTED EQUITY,-,-,-,-,"MONDELEZ INTERNATIONAL, INC.",-,MDLZ US,-,,"5,112","$493,134",0.07%,
LISTED EQUITY,-,-,-,-,"CHIPOTLE MEXICAN GRILL, INC.",-,CMG US,-,,"5,060","$492,808",0.07%,
LISTED EQUITY,-,-,-,-,CIE FINANCIERE RICHEMONT SA,-,CFR SW,-,,"2,004","$492,545",0.07%,
LISTED EQUITY,-,-,-,-,TRANE TECHNOLOGIES PLC,-,TT US,-,,820,"$489,398",0.07%,
LISTED EQUITY,-,-,-,-,SHERWIN-WILLIAMS CO.,-,SHW US,-,,890,"$488,371",0.07%,
LISTED EQUITY,-,-,-,-,BP PLC,-,BP LN,-,,"61,418","$488,239",0.07%,
LISTED EQUITY,-,-,-,-,"WASTE MANAGEMENT, INC.",-,WM US,-,,"1,495","$487,071",0.07%,
LISTED EQUITY,-,-,-,-,HERMES INTERNATIONAL SCA,-,RMS FP,-,,126,"$486,990",0.07%,
LISTED EQUITY,-,-,-,-,"CROWDSTRIKE HOLDINGS, INC.",-,CRWD US,-,,881,"$486,936",0.07%,
LISTED EQUITY,-,-,-,-,KEYENCE CORP.,-,6861 JP,-,,729,"$484,292",0.06%,
LISTED EQUITY,-,-,-,-,CIGNA GROUP,-,CI US,-,,"1,084","$483,256",0.06%,
LISTED EQUITY,-,-,-,-,BANK OF QUEENSLAND LTD.,-,BOQ AU,-,,"71,971","$482,204",0.06%,
LISTED EQUITY,-,-,-,-,PARKER-HANNIFIN CORP.,-,PH US,-,,467,"$479,384",0.06%,
LISTED EQUITY,-,-,-,-,"MERCADOLIBRE, INC.",-,MELI US,-,,174,"$478,143",0.06%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"5,093","$472,586",0.06%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,406,"$466,920",0.06%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,625,"$466,354",0.06%,
LISTED EQUITY,-,-,-,-,MOODY'S CORP.,-,MCO US,-,,609,"$466,258",0.06%,
LISTED EQUITY,-,-,-,-,A2 MILK CO. LTD.,-,A2M AU,-,,"79,886","$461,740",0.06%,
LISTED EQUITY,-,-,-,-,"SYNOPSYS, INC.",-,SNPS US,-,,586,"$459,034",0.06%,
LISTED EQUITY,-,-,-,-,SAFRAN SA,-,SAF FP,-,,"1,293","$458,597",0.06%,
LISTED EQUITY,-,-,-,-,ESSILORLUXOTTICA SA,-,EL FP,-,,"1,158","$456,252",0.06%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,"1,458","$454,144",0.06%,
LISTED EQUITY,-,-,-,-,"ZOETIS, INC.",-,ZTS US,-,,"1,718","$452,197",0.06%,
LISTED EQUITY,-,-,-,-,BLUESCOPE STEEL LTD.,-,BSL AU,-,,"23,832","$445,415",0.06%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"5,758","$444,777",0.06%,
LISTED EQUITY,-,-,-,-,SANDFIRE RESOURCES LTD.,-,SFR AU,-,,"47,691","$442,573",0.06%,
LISTED EQUITY,-,-,-,-,MCKESSON CORP.,-,MCK US,-,,480,"$441,803",0.06%,
LISTED EQUITY,-,-,-,-,APPLOVIN CORP.,-,APP US,-,,841,"$439,636",0.06%,
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,"2,788","$436,898",0.06%,
LISTED EQUITY,-,-,-,-,RIO TINTO PLC,-,RIO LN,-,,"4,562","$435,839",0.06%,
LISTED EQUITY,-,-,-,-,GSK PLC,-,GSK LN,-,,"15,994","$435,619",0.06%,
LISTED EQUITY,-,-,-,-,DIAGEO PLC,-,DGE LN,-,,"8,480","$435,258",0.06%,
LISTED EQUITY,-,-,-,-,CONSTELLATION ENERGY CORP.,-,CEG US,-,,"1,204","$435,057",0.06%,
LISTED EQUITY,-,-,-,-,"TOKIO MARINE HOLDINGS, INC.",-,8766 JP,-,,"7,359","$433,229",0.06%,
LISTED EQUITY,-,-,-,-,TOKYO ELECTRON LTD.,-,8035 JP,-,,"1,736","$431,417",0.06%,
LISTED EQUITY,-,-,-,-,AMP LTD.,-,AMP AU,-,,"271,484","$430,303",0.06%,
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,525,"$427,618",0.06%,
LISTED EQUITY,-,-,-,-,SIGMA HEALTHCARE LTD.,-,SIG AU,-,,"162,828","$426,610",0.06%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,"2,037","$424,838",0.06%,
LISTED EQUITY,-,-,-,-,BANCO SANTANDER SA,-,SAN SM,-,,"56,897","$424,834",0.06%,
LISTED EQUITY,-,-,-,-,EMERSON ELECTRIC CO.,-,EMR US,-,,"2,122","$424,738",0.06%,
LISTED EQUITY,-,-,-,-,"TRANSDIGM GROUP, INC.",-,TDG US,-,,206,"$421,561",0.06%,
LISTED EQUITY,-,-,-,-,CAPITAL ONE FINANCIAL CORP.,-,COF US,-,,"1,451","$417,915",0.06%,
LISTED EQUITY,-,-,-,-,CANADIAN PACIFIC KANSAS CITY LTD.,-,CP CN,-,,"3,570","$417,284",0.06%,
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,217,"$416,561",0.06%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"8,289","$413,142",0.06%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,"2,810","$412,593",0.06%,
LISTED EQUITY,-,-,-,-,RELIANCE WORLDWIDE CORP. LTD.,-,RWC AU,-,,"81,987","$411,575",0.06%,
LISTED EQUITY,-,-,-,-,"EOG RESOURCES, INC.",-,EOG US,-,,"2,076","$411,032",0.06%,
LISTED EQUITY,-,-,-,-,FAST RETAILING CO. LTD.,-,9983 JP,-,,738,"$407,955",0.05%,
LISTED EQUITY,-,-,-,-,ZIP CO. LTD.,-,ZIP AU,-,,"137,228","$406,194",0.05%,
LISTED EQUITY,-,-,-,-,BNP PARIBAS SA,-,BNP FP,-,,"4,092","$405,284",0.05%,
LISTED EQUITY,-,-,-,-,AON PLC,-,AON US,-,,698,"$405,015",0.05%,
LISTED EQUITY,-,-,-,-,LONDON STOCK EXCHANGE GROUP PLC,-,LSEG LN,-,,"1,760","$401,729",0.05%,
LISTED EQUITY,-,-,-,-,"MARRIOTT INTERNATIONAL, INC.",-,MAR US,-,,891,"$401,114",0.05%,
LISTED EQUITY,-,-,-,-,CINTAS CORP.,-,CTAS US,-,,"1,356","$399,998",0.05%,
LISTED EQUITY,-,-,-,-,CANADIAN IMPERIAL BANK OF COMMERCE,-,CM CN,-,,"3,909","$399,186",0.05%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"4,595","$398,318",0.05%,
LISTED EQUITY,-,-,-,-,PERSEUS MINING LTD.,-,PRU AU,-,,"154,068","$395,954",0.05%,
LISTED EQUITY,-,-,-,-,SPOTIFY TECHNOLOGY SA,-,SPOT US,-,,547,"$395,060",0.05%,
LISTED EQUITY,-,-,-,-,"LIFE360, INC.",-,360 AU,-,,"17,520","$394,898",0.05%,
LISTED EQUITY,-,-,-,-,AXA SA,-,CS FP,-,,"6,862","$393,873",0.05%,
LISTED EQUITY,-,-,-,-,"AUTODESK, INC.",-,ADSK US,-,,823,"$392,734",0.05%,
LISTED EQUITY,-,-,-,-,BECTON DICKINSON & CO.,-,BDX US,-,,"1,064","$389,704",0.05%,
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,848,"$388,825",0.05%,
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,854,"$388,334",0.05%,
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,825,"$386,652",0.05%,
LISTED EQUITY,-,-,-,-,DOWNER EDI LTD.,-,DOW AU,-,,"73,605","$386,425",0.05%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"4,419","$386,312",0.05%,
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,"1,441","$384,468",0.05%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION SOFTWARE, INC.",-,CSU CN,-,,76,"$382,538",0.05%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,"2,546","$380,459",0.05%,
LISTED EQUITY,-,-,-,-,ROLLS-ROYCE HOLDINGS PLC,-,RR LN,-,,"32,923","$378,663",0.05%,
LISTED EQUITY,-,-,-,-,TARGET CORP.,-,TGT US,-,,"1,730","$377,600",0.05%,
LISTED EQUITY,-,-,-,-,"HILTON WORLDWIDE HOLDINGS, INC.",-,HLT US,-,,941,"$375,816",0.05%,
LISTED EQUITY,-,-,-,-,NETWEALTH GROUP LTD.,-,NWL AU,-,,"13,053","$375,267",0.05%,
LISTED EQUITY,-,-,-,-,"FORTINET, INC.",-,FTNT US,-,,"2,457","$375,060",0.05%,
LISTED EQUITY,-,-,-,-,PINNACLE INVESTMENT MANAGEMENT GROUP LTD.,-,PNI AU,-,,"16,393","$374,569",0.05%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"7,174","$373,921",0.05%,
LISTED EQUITY,-,-,-,-,GENERAL MOTORS CO.,-,GM US,-,,"4,334","$372,832",0.05%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,"3,905","$371,835",0.05%,
LISTED EQUITY,-,-,-,-,BREVILLE GROUP LTD.,-,BRG AU,-,,"10,467","$370,315",0.05%,
LISTED EQUITY,-,-,-,-,DBS GROUP HOLDINGS LTD.,-,DBS SP,-,,"7,114","$368,226",0.05%,
LISTED EQUITY,-,-,-,-,"ONEOK, INC.",-,OKE US,-,,"2,265","$367,343",0.05%,
LISTED EQUITY,-,-,-,-,AUB GROUP LTD.,-,AUB AU,-,,"11,760","$366,908",0.05%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"9,105","$362,388",0.05%,
LISTED EQUITY,-,-,-,-,UNICREDIT SPA,-,UCG IM,-,,"5,609","$361,417",0.05%,
LISTED EQUITY,-,-,-,-,ORORA LTD.,-,ORA AU,-,,"146,379","$360,093",0.05%,
LISTED EQUITY,-,-,-,-,ITOCHU CORP.,-,8001 JP,-,,"4,470","$359,778",0.05%,
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,69,"$357,238",0.05%,
LISTED EQUITY,-,-,-,-,SHIN-ETSU CHEMICAL CO. LTD.,-,4063 JP,-,,"6,562","$357,124",0.05%,
LISTED EQUITY,-,-,-,-,"LIGHT & WONDER, INC.",-,LNW AU,-,,"2,597","$356,262",0.05%,
LISTED EQUITY,-,-,-,-,"ECOLAB, INC.",-,ECL US,-,,937,"$354,317",0.05%,
LISTED EQUITY,-,-,-,-,"AFLAC, INC.",-,AFL US,-,,"2,111","$352,592",0.05%,
LISTED EQUITY,-,-,-,-,"AIRBNB, INC.",-,ABNB US,-,,"1,661","$352,517",0.05%,
LISTED EQUITY,-,-,-,-,IDP EDUCATION LTD.,-,IEL AU,-,,"27,762","$350,631",0.05%,
LISTED EQUITY,-,-,-,-,CARRIER GLOBAL CORP.,-,CARR US,-,,"3,178","$350,446",0.05%,
LISTED EQUITY,-,-,-,-,COMPASS GROUP PLC,-,CPG LN,-,,"6,494","$349,688",0.05%,
LISTED EQUITY,-,-,-,-,INTESA SANPAOLO SPA,-,ISP IM,-,,"54,034","$349,099",0.05%,
LISTED EQUITY,-,-,-,-,DE GREY MINING LTD.,-,DEG AU,-,,"197,391","$348,395",0.05%,
LISTED EQUITY,-,-,-,-,IGO LTD.,-,IGO AU,-,,"72,573","$346,172",0.05%,
LISTED EQUITY,-,-,-,-,"PACCAR, INC.",-,PCAR US,-,,"2,058","$345,621",0.05%,
LISTED EQUITY,-,-,-,-,CHALLENGER LTD.,-,CGF AU,-,,"57,313","$344,451",0.05%,
LISTED EQUITY,-,-,-,-,"HCA HEALTHCARE, INC.",-,HCA US,-,,709,"$343,718",0.05%,
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"4,727","$342,727",0.05%,
LISTED EQUITY,-,-,-,-,TRUIST FINANCIAL CORP.,-,TFC US,-,,"4,889","$342,512",0.05%,
LISTED EQUITY,-,-,-,-,SOFTBANK GROUP CORP.,-,9984 JP,-,,"3,628","$342,430",0.05%,
LISTED EQUITY,-,-,-,-,PROSUS NV,-,PRX NA,-,,"5,339","$342,426",0.05%,
LISTED EQUITY,-,-,-,-,ALCOA CORP.,-,AAI AU,-,,"5,772","$342,402",0.05%,
LISTED EQUITY,-,-,-,-,ROYAL CARIBBEAN CRUISES LTD.,-,RCL US,-,,918,"$342,244",0.05%,
LISTED EQUITY,-,-,-,-,INDUSTRIA DE DISENO TEXTIL SA,-,ITX SM,-,,"4,118","$341,949",0.05%,
LISTED EQUITY,-,-,-,-,FLIGHT CENTRE TRAVEL GROUP LTD.,-,FLT AU,-,,"20,498","$341,905",0.05%,
LISTED EQUITY,-,-,-,-,MITSUBISHI CORP.,-,8058 JP,-,,"12,767","$341,677",0.05%,
LISTED EQUITY,-,-,-,-,BANCO BILBAO VIZCAYA ARGENTARIA SA,-,BBVA SM,-,,"21,556","$340,767",0.05%,
LISTED EQUITY,-,-,-,-,"KINDER MORGAN, INC.",-,KMI US,-,,"7,665","$339,201",0.05%,
LISTED EQUITY,-,-,-,-,"ROPER TECHNOLOGIES, INC.",-,ROP US,-,,404,"$338,857",0.05%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"17,618","$338,547",0.05%,
LISTED EQUITY,-,-,-,-,BANK OF NEW YORK MELLON CORP.,-,BK US,-,,"2,717","$337,225",0.05%,
LISTED EQUITY,-,-,-,-,"WORKDAY, INC.",-,WDAY US,-,,809,"$337,211",0.05%,
LISTED EQUITY,-,-,-,-,"TRAVELERS COS., INC.",-,TRV US,-,,866,"$336,952",0.05%,
LISTED EQUITY,-,-,-,-,SEMPRA,-,SRE US,-,,"2,373","$336,180",0.04%,
LISTED EQUITY,-,-,-,-,"FREEPORT-MCMORAN, INC.",-,FCX US,-,,"5,462","$335,981",0.04%,
LISTED EQUITY,-,-,-,-,METCASH LTD.,-,MTS AU,-,,"108,279","$335,664",0.04%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"6,439","$333,640",0.04%,
LISTED EQUITY,-,-,-,-,CANADIAN NATIONAL RAILWAY CO.,-,CNR CN,-,,"2,020","$331,178",0.04%,
LISTED EQUITY,-,-,-,-,NXP SEMICONDUCTORS NV,-,NXPI US,-,,981,"$329,192",0.04%,
LISTED EQUITY,-,-,-,-,PREMIER INVESTMENTS LTD.,-,PMV AU,-,,"10,239","$328,964",0.04%,
LISTED EQUITY,-,-,-,-,ARB CORP. LTD.,-,ARB AU,-,,"8,091","$328,583",0.04%,
LISTED EQUITY,-,-,-,-,MANULIFE FINANCIAL CORP.,-,MFC CN,-,,"6,624","$328,527",0.04%,
LISTED EQUITY,-,-,-,-,JOHNSON CONTROLS INTERNATIONAL PLC,-,JCI US,-,,"2,569","$327,535",0.04%,
LISTED EQUITY,-,-,-,-,MITSUI & CO. LTD.,-,8031 JP,-,,"9,583","$326,056",0.04%,
LISTED EQUITY,-,-,-,-,VIVA ENERGY GROUP LTD.,-,VEA AU,-,,"123,946","$325,979",0.04%,
LISTED EQUITY,-,-,-,-,FERRARI NV,-,RACE IM,-,,472,"$325,300",0.04%,
LISTED EQUITY,-,-,-,-,"MICROSTRATEGY, INC.",-,MSTR US,-,,695,"$325,203",0.04%,
LISTED EQUITY,-,-,-,-,NORFOLK SOUTHERN CORP.,-,NSC US,-,,857,"$325,131",0.04%,
LISTED EQUITY,-,-,-,-,"AMERIPRISE FINANCIAL, INC.",-,AMP US,-,,376,"$324,007",0.04%,
LISTED EQUITY,-,-,-,-,PALADIN ENERGY LTD.,-,PDN AU,-,,"42,779","$323,412",0.04%,
LISTED EQUITY,-,-,-,-,"DOORDASH, INC.",-,DASH US,-,,"1,191","$322,754",0.04%,
LISTED EQUITY,-,-,-,-,SCHLUMBERGER NV,-,SLB US,-,,"5,205","$322,292",0.04%,
LISTED EQUITY,-,-,-,-,"TRADE DESK, INC.",-,TTD US,-,,"1,697","$322,097",0.04%,
LISTED EQUITY,-,-,-,-,VENTIA SERVICES GROUP PTY. LTD.,-,VNT AU,-,,"88,880","$319,970",0.04%,
LISTED EQUITY,-,-,-,-,ALLSTATE CORP.,-,ALL US,-,,"1,024","$318,830",0.04%,
LISTED EQUITY,-,-,-,-,ARCADIUM LITHIUM PLC,-,LTM AU,-,,"38,458","$315,354",0.04%,
LISTED EQUITY,-,-,-,-,ING GROEP NV,-,INGA NA,-,,"12,303","$311,315",0.04%,
LISTED EQUITY,-,-,-,-,MARATHON PETROLEUM CORP.,-,MPC US,-,,"1,356","$305,395",0.04%,
LISTED EQUITY,-,-,-,-,VINCI SA,-,DG FP,-,,"1,824","$304,292",0.04%,
LISTED EQUITY,-,-,-,-,MESOBLAST LTD.,-,MSB AU,-,,"98,091","$304,082",0.04%,
LISTED EQUITY,-,-,-,-,TC ENERGY CORP.,-,TRP CN,-,,"4,039","$303,864",0.04%,
LISTED EQUITY,-,-,-,-,"COPART, INC.",-,CPRT US,-,,"3,272","$303,207",0.04%,
LISTED EQUITY,-,-,-,-,BARCLAYS PLC,-,BARC LN,-,,"55,291","$299,901",0.04%,
LISTED EQUITY,-,-,-,-,WESTGOLD RESOURCES LTD.,-,WGX AU,-,,"105,731","$299,219",0.04%,
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,"2,535","$298,058",0.04%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"6,622","$296,189",0.04%,
LISTED EQUITY,-,-,-,-,PHILLIPS 66,-,PSX US,-,,"1,609","$296,074",0.04%,
LISTED EQUITY,-,-,-,-,"BLOCK, INC.",-,SQ US,-,,"2,155","$295,829",0.04%,
LISTED EQUITY,-,-,-,-,INCITEC PIVOT LTD.,-,IPL AU,-,,"100,947","$295,775",0.04%,
LISTED EQUITY,-,-,-,-,"CHENIERE ENERGY, INC.",-,LNG US,-,,842,"$292,156",0.04%,
LISTED EQUITY,-,-,-,-,"ROSS STORES, INC.",-,ROST US,-,,"1,191","$291,133",0.04%,
LISTED EQUITY,-,-,-,-,"PAYCHEX, INC.",-,PAYX US,-,,"1,281","$290,290",0.04%,
LISTED EQUITY,-,-,-,-,"MSCI, INC.",-,MSCI US,-,,298,"$288,935",0.04%,
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,719,"$288,274",0.04%,
LISTED EQUITY,-,-,-,-,"METLIFE, INC.",-,MET US,-,,"2,173","$287,304",0.04%,
LISTED EQUITY,-,-,-,-,"UNITED RENTALS, INC.",-,URI US,-,,251,"$285,108",0.04%,
LISTED EQUITY,-,-,-,-,DANONE SA,-,BN FP,-,,"2,611","$284,330",0.04%,
LISTED EQUITY,-,-,-,-,FAIR ISAAC CORP.,-,FICO US,-,,88,"$284,125",0.04%,
LISTED EQUITY,-,-,-,-,MITSUBISHI HEAVY INDUSTRIES LTD.,-,7011 JP,-,,"12,410","$283,518",0.04%,
LISTED EQUITY,-,-,-,-,SWISS RE AG,-,SREN SW,-,,"1,202","$280,959",0.04%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BOERSE AG,-,DB1 GR,-,,755,"$280,734",0.04%,
LISTED EQUITY,-,-,-,-,OVERSEA-CHINESE BANKING CORP. LTD.,-,OCBC SP,-,,"14,192","$280,423",0.04%,
