PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [VSACCCPSTB] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,NITTO DENKO CORP.,-,6988 JP,-,,"8,473","$233,364",0.01%,
LISTED EQUITY,-,-,-,-,TELIX PHARMACEUTICALS LTD.,-,TLX AU,-,,"9,405","$231,450",0.01%,
LISTED EQUITY,-,-,-,-,CHOCOLADEFABRIKEN LINDT & SPRUENGLI AG,-,LISP SW,-,,13,"$228,680",0.01%,
LISTED EQUITY,-,-,-,-,"DOCUSIGN, INC.",-,DOCU US,-,,"1,569","$227,877",0.01%,
LISTED EQUITY,-,-,-,-,ARCHER-DANIELS-MIDLAND CO.,-,ADM US,-,,"2,792","$227,755",0.01%,
LISTED EQUITY,-,-,-,-,HOYA CORP.,-,7741 JP,-,,"1,114","$226,936",0.01%,
LISTED EQUITY,-,-,-,-,MARATHON PETROLEUM CORP.,-,MPC US,-,,"1,007","$226,807",0.01%,
LISTED EQUITY,-,-,-,-,AUTO TRADER GROUP PLC,-,AUTO LN,-,,"14,128","$226,620",0.01%,
LISTED EQUITY,-,-,-,-,"TJX COS., INC.",-,TJX US,-,,"1,154","$225,234",0.01%,
LISTED EQUITY,-,-,-,-,ANTA SPORTS PRODUCTS LTD.,-,2020 HK,-,,"13,899","$224,985",0.01%,
LISTED EQUITY,-,-,-,-,"HONEYWELL INTERNATIONAL, INC.",-,HON US,-,,616,"$224,672",0.01%,
LISTED EQUITY,-,-,-,-,CHUNGHWA TELECOM CO. LTD.,-,2412 TT,-,,"36,843","$224,157",0.01%,
LISTED EQUITY,-,-,-,-,"CHIPOTLE MEXICAN GRILL, INC.",-,CMG US,-,,"2,301","$224,062",0.01%,
LISTED EQUITY,-,-,-,-,TOYOTA TSUSHO CORP.,-,8015 JP,-,,"7,583","$220,405",0.01%,
LISTED EQUITY,-,-,-,-,INFOSYS LTD.,-,INFO IN,-,,"6,213","$220,333",0.01%,
LISTED EQUITY,-,-,-,-,NINE ENTERTAINMENT CO. HOLDINGS LTD.,-,NEC AU,-,,"177,960","$219,781",0.01%,
LISTED EQUITY,-,-,-,-,FERRARI NV,-,RACE IM,-,,318,"$219,738",0.01%,
LISTED EQUITY,-,-,-,-,B3 SA - BRASIL BOLSA BALCAO,-,B3SA3 BZ,-,,"81,317","$219,395",0.01%,
LISTED EQUITY,-,-,-,-,DAITO TRUST CONSTRUCTION CO. LTD.,-,1878 JP,-,,"1,206","$217,883",0.01%,
LISTED EQUITY,-,-,-,-,KWEICHOW MOUTAI CO. LTD.,-,600519 C1,-,,645,"$217,486",0.01%,
LISTED EQUITY,-,-,-,-,CHALLENGER LTD.,-,CGF AU,-,,"36,124","$217,107",0.01%,
LISTED EQUITY,-,-,-,-,BEIGENE LTD.,-,BGNE US,-,,726,"$216,502",0.01%,
LISTED EQUITY,-,-,-,-,SHERWIN-WILLIAMS CO.,-,SHW US,-,,394,"$216,087",0.01%,
LISTED EQUITY,-,-,-,-,"ROLLINS, INC.",-,ROL US,-,,"2,884","$215,939",0.01%,
LISTED EQUITY,-,-,-,-,"AMGEN, INC.",-,AMGN US,-,,510,"$214,434",0.01%,
LISTED EQUITY,-,-,-,-,"SKYWORKS SOLUTIONS, INC.",-,SWKS US,-,,"1,493","$213,933",0.01%,
LISTED EQUITY,-,-,-,-,EATON CORP. PLC,-,ETN US,-,,398,"$213,499",0.01%,
LISTED EQUITY,-,-,-,-,MEDIOBANCA BANCA DI CREDITO FINANZIARIO SPA,-,MB IM,-,,"9,053","$213,109",0.01%,
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,464,"$210,796",0.01%,
LISTED EQUITY,-,-,-,-,POWER GRID CORP. OF INDIA LTD.,-,PWGR IN,-,,"35,918","$209,179",0.01%,
LISTED EQUITY,-,-,-,-,PROGRESSIVE CORP.,-,PGR US,-,,540,"$208,907",0.01%,
LISTED EQUITY,-,-,-,-,CIA ENERGETICA DE MINAS GERAIS,-,CMIG4 BZ,-,,"71,703","$208,268",0.01%,
LISTED EQUITY,-,-,-,-,DOWNER EDI LTD.,-,DOW AU,-,,"39,652","$208,170",0.01%,
LISTED EQUITY,-,-,-,-,ALLSTATE CORP.,-,ALL US,-,,665,"$207,123",0.01%,
LISTED EQUITY,-,-,-,-,CHECK POINT SOFTWARE TECHNOLOGIES LTD.,-,CHKP US,-,,686,"$207,073",0.01%,
LISTED EQUITY,-,-,-,-,NEXT PLC,-,NXT LN,-,,"1,071","$205,868",0.01%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH LN,-,,"1,367","$204,957",0.01%,
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,107,"$204,173",0.01%,
LISTED EQUITY,-,-,-,-,EMERSON ELECTRIC CO.,-,EMR US,-,,"1,018","$203,800",0.01%,
LISTED EQUITY,-,-,-,-,"SHOPIFY, INC.",-,SHOP CN,-,,"1,177","$202,197",0.01%,
LISTED EQUITY,-,-,-,-,METCASH LTD.,-,MTS AU,-,,"64,980","$201,439",0.01%,
LISTED EQUITY,-,-,-,-,"EXPEDITORS INTERNATIONAL OF WASHINGTON, INC.",-,EXPD US,-,,"1,125","$201,431",0.01%,
LISTED EQUITY,-,-,-,-,PILBARA MINERALS LTD.,-,PLS AU,-,,"91,760","$200,954",0.01%,
LISTED EQUITY,-,-,-,-,DEUTSCHE POST AG,-,DHL GR,-,,"3,524","$200,286",0.01%,
LISTED EQUITY,-,-,-,-,IPH LTD.,-,IPH AU,-,,"39,716","$199,772",0.01%,
LISTED EQUITY,-,-,-,-,"STEEL DYNAMICS, INC.",-,STLD US,-,,"1,084","$199,616",0.01%,
LISTED EQUITY,-,-,-,-,CONOCOPHILLIPS,-,COP US,-,,"1,241","$198,804",0.01%,
LISTED EQUITY,-,-,-,-,STANDARD BANK GROUP LTD.,-,SBK SJ,-,,"10,438","$198,135",0.01%,
LISTED EQUITY,-,-,-,-,MINERAL RESOURCES LTD.,-,MIN AU,-,,"5,748","$196,885",0.01%,
LISTED EQUITY,-,-,-,-,GENERAL ELECTRIC CO.,-,GE US,-,,725,"$195,377",0.01%,
LISTED EQUITY,-,-,-,-,MITSUI & CO. LTD.,-,8031 JP,-,,"5,740","$195,322",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF QUEENSLAND LTD.,-,BOQ AU,-,,"28,841","$193,236",0.01%,
LISTED EQUITY,-,-,-,-,"CANON, INC.",-,7751 JP,-,,"3,632","$192,640",0.01%,
LISTED EQUITY,-,-,-,-,MATSUKIYOCOCOKARA & CO.,-,3088 JP,-,,"8,106","$192,027",0.01%,
LISTED EQUITY,-,-,-,-,"CARLISLE COS., INC.",-,CSL US,-,,321,"$191,919",0.01%,
LISTED EQUITY,-,-,-,-,NXP SEMICONDUCTORS NV,-,NXPI US,-,,570,"$191,328",0.01%,
LISTED EQUITY,-,-,-,-,COGNIZANT TECHNOLOGY SOLUTIONS CORP.,-,CTSH US,-,,"1,536","$190,745",0.01%,
LISTED EQUITY,-,-,-,-,"RIVIAN AUTOMOTIVE, INC.",-,RIVN US,-,,"8,846","$190,013",0.01%,
LISTED EQUITY,-,-,-,-,"MICRON TECHNOLOGY, INC.",-,MU US,-,,"1,396","$189,839",0.01%,
LISTED EQUITY,-,-,-,-,"MARSH & MCLENNAN COS., INC.",-,MMC US,-,,553,"$189,703",0.01%,
LISTED EQUITY,-,-,-,-,"CGI, INC.",-,GIBA CN,-,,"1,072","$189,448",0.01%,
LISTED EQUITY,-,-,-,-,INGHAMS GROUP LTD.,-,ING AU,-,,"59,273","$188,490",0.01%,
LISTED EQUITY,-,-,-,-,FORTIS HEALTHCARE LTD.,-,FORH IN,-,,"13,859","$188,200",0.01%,
LISTED EQUITY,-,-,-,-,GRUPO AEROPORTUARIO DEL PACIFICO SAB DE CV,-,GAPB MM,-,,"6,602","$187,967",0.01%,
LISTED EQUITY,-,-,-,-,KIA CORP.,-,000270 KS,-,,"1,697","$187,521",0.01%,
LISTED EQUITY,-,-,-,-,"BLACKSTONE, INC.",-,BX US,-,,671,"$186,935",0.01%,
LISTED EQUITY,-,-,-,-,SEI INVESTMENTS CO.,-,SEIC US,-,,"1,400","$186,531",0.01%,
LISTED EQUITY,-,-,-,-,ASSOCIATED BRITISH FOODS PLC,-,ABF LN,-,,"4,502","$186,053",0.01%,
LISTED EQUITY,-,-,-,-,KUAISHOU TECHNOLOGY,-,1024 HK,-,,"21,604","$185,743",0.01%,
LISTED EQUITY,-,-,-,-,ALLIANZ SE,-,ALV GR,-,,374,"$185,255",0.01%,
LISTED EQUITY,-,-,-,-,"CENOVUS ENERGY, INC.",-,CVE CN,-,,"7,556","$184,896",0.01%,
LISTED EQUITY,-,-,-,-,"LIGHT & WONDER, INC.",-,LNW AU,-,,"1,344","$184,465",0.01%,
LISTED EQUITY,-,-,-,-,NEWS CORP.,-,NWS AU,-,,"3,724","$184,321",0.01%,
LISTED EQUITY,-,-,-,-,"NVR, INC.",-,NVR US,-,,14,"$182,395",0.01%,
LISTED EQUITY,-,-,-,-,TOKYO ELECTRON LTD.,-,8035 JP,-,,733,"$182,103",0.01%,
LISTED EQUITY,-,-,-,-,"HUMANA, INC.",-,HUM US,-,,442,"$181,104",0.01%,
LISTED EQUITY,-,-,-,-,STEADFAST GROUP LTD.,-,SDF AU,-,,"31,201","$180,965",0.01%,
LISTED EQUITY,-,-,-,-,DISCOVER FINANCIAL SERVICES,-,DFS US,-,,645,"$180,409",0.01%,
LISTED EQUITY,-,-,-,-,CENTRICA PLC,-,CNA LN,-,,"66,423","$179,503",0.01%,
LISTED EQUITY,-,-,-,-,REECE LTD.,-,REH AU,-,,"7,970","$178,361",0.01%,
LISTED EQUITY,-,-,-,-,"PAYCOM SOFTWARE, INC.",-,PAYC US,-,,537,"$177,898",0.01%,
LISTED EQUITY,-,-,-,-,"RELIANCE, INC.",-,RS US,-,,407,"$177,204",0.01%,
LISTED EQUITY,-,-,-,-,"GILEAD SCIENCES, INC.",-,GILD US,-,,"1,187","$177,067",0.01%,
LISTED EQUITY,-,-,-,-,KASIKORNBANK PCL,-,KBANKF TB,-,,"23,922","$176,217",0.01%,
LISTED EQUITY,-,-,-,-,FLEETPARTNERS GROUP LTD.,-,FPR AU,-,,"65,377","$175,865",0.01%,
LISTED EQUITY,-,-,-,-,A.O. SMITH CORP.,-,AOS US,-,,"1,596","$175,832",0.01%,
LISTED EQUITY,-,-,-,-,BID CORP. LTD.,-,BID SJ,-,,"4,721","$173,994",0.01%,
LISTED EQUITY,-,-,-,-,LI NING CO. LTD.,-,2331 HK,-,,"50,345","$172,298",0.01%,
LISTED EQUITY,-,-,-,-,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD.,-,2313 HK,-,,"13,358","$172,197",0.01%,
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"3,314","$171,917",0.01%,
LISTED EQUITY,-,-,-,-,LATITUDE GROUP HOLDINGS LTD.,-,LFS AU,-,,"149,001","$171,351",0.01%,
LISTED EQUITY,-,-,-,-,KROGER CO.,-,KR US,-,,"1,707","$168,662",0.01%,
LISTED EQUITY,-,-,-,-,LYNAS RARE EARTHS LTD.,-,LYC AU,-,,"25,848","$166,203",0.01%,
LISTED EQUITY,-,-,-,-,"FREEPORT-MCMORAN, INC.",-,FCX US,-,,"2,703","$166,171",0.01%,
LISTED EQUITY,-,-,-,-,STRYKER CORP.,-,SYK US,-,,285,"$165,978",0.01%,
LISTED EQUITY,-,-,-,-,BOSTON SCIENTIFIC CORP.,-,BSX US,-,,"1,150","$165,888",0.01%,
LISTED EQUITY,-,-,-,-,DEERE & CO.,-,DE US,-,,242,"$165,879",0.01%,
LISTED EQUITY,-,-,-,-,POP MART INTERNATIONAL GROUP LTD.,-,9992 HK,-,,"8,876","$165,443",0.01%,
LISTED EQUITY,-,-,-,-,ZHONGSHENG GROUP HOLDINGS LTD.,-,881 HK,-,,"56,917","$165,205",0.01%,
LISTED EQUITY,-,-,-,-,BANCO DO BRASIL SA,-,BBAS3 BZ,-,,"26,114","$165,016",0.01%,
LISTED EQUITY,-,-,-,-,CHUBB LTD.,-,CB US,-,,368,"$164,156",0.01%,
LISTED EQUITY,-,-,-,-,NUFARM LTD.,-,NUF AU,-,,"46,225","$163,635",0.01%,
LISTED EQUITY,-,-,-,-,"ANALOG DEVICES, INC.",-,ADI US,-,,477,"$163,599",0.01%,
LISTED EQUITY,-,-,-,-,"MODERNA, INC.",-,MRNA US,-,,"2,433","$163,431",0.01%,
LISTED EQUITY,-,-,-,-,ONO PHARMACEUTICAL CO. LTD.,-,4528 JP,-,,"9,679","$162,589",0.01%,
LISTED EQUITY,-,-,-,-,PETROLEO BRASILEIRO SA,-,PETR4 BZ,-,,"17,093","$161,722",0.01%,
LISTED EQUITY,-,-,-,-,BOC AVIATION LTD.,-,2588 HK,-,,"12,818","$160,839",0.01%,
LISTED EQUITY,-,-,-,-,SCB X PCL,-,SCBF TB,-,,"28,909","$160,223",0.01%,
LISTED EQUITY,-,-,-,-,"PALO ALTO NETWORKS, INC.",-,PANW US,-,,544,"$160,003",0.01%,
LISTED EQUITY,-,-,-,-,MEDTRONIC PLC,-,MDT US,-,,"1,226","$158,250",0.01%,
LISTED EQUITY,-,-,-,-,"EOG RESOURCES, INC.",-,EOG US,-,,799,"$158,229",0.01%,
LISTED EQUITY,-,-,-,-,"DR HORTON, INC.",-,DHI US,-,,698,"$157,647",0.01%,
LISTED EQUITY,-,-,-,-,"ZOOM COMMUNICATIONS, INC.",-,ZM US,-,,"1,193","$157,087",0.01%,
LISTED EQUITY,-,-,-,-,SONOVA HOLDING AG,-,SOON SW,-,,295,"$155,960",0.01%,
LISTED EQUITY,-,-,-,-,A2 MILK CO. LTD.,-,A2M AU,-,,"26,896","$155,457",0.01%,
LISTED EQUITY,-,-,-,-,STARBUCKS CORP.,-,SBUX US,-,,"1,052","$155,044",0.01%,
LISTED EQUITY,-,-,-,-,DEUTSCHE TELEKOM AG,-,DTE GR,-,,"3,181","$153,705",0.01%,
LISTED EQUITY,-,-,-,-,CHINA PACIFIC INSURANCE GROUP CO. LTD.,-,2601 HK,-,,"29,335","$153,702",0.01%,
LISTED EQUITY,-,-,-,-,KONGSBERG GRUPPEN ASA,-,KOG NO,-,,842,"$153,336",0.01%,
LISTED EQUITY,-,-,-,-,GRUPO FINANCIERO BANORTE SAB DE CV,-,GFNORTEO MM,-,,"14,693","$152,909",0.01%,
LISTED EQUITY,-,-,-,-,AXIS BANK LTD.,-,AXSB IN,-,,"7,508","$150,798",0.01%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"2,894","$149,990",0.01%,
LISTED EQUITY,-,-,-,-,TECHTRONIC INDUSTRIES CO. LTD.,-,669 HK,-,,"6,977","$148,689",0.01%,
LISTED EQUITY,-,-,-,-,"DELTA ELECTRONICS, INC.",-,2308 TT,-,,"7,008","$148,633",0.01%,
LISTED EQUITY,-,-,-,-,SCHNEIDER ELECTRIC SE,-,SU FP,-,,366,"$147,587",0.01%,
LISTED EQUITY,-,-,-,-,CHINA TOWER CORP. LTD.,-,788 HK,-,,"631,593","$147,080",0.01%,
LISTED EQUITY,-,-,-,-,SBI LIFE INSURANCE CO. LTD.,-,SBILIFE IN,-,,"5,604","$147,003",0.01%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,153,"$146,796",0.01%,
LISTED EQUITY,-,-,-,-,YIFENG PHARMACY CHAIN CO. LTD.,-,603939 C1,-,,"27,467","$146,654",0.01%,
LISTED EQUITY,-,-,-,-,SIGMA HEALTHCARE LTD.,-,SIG AU,-,,"55,480","$145,357",0.01%,
LISTED EQUITY,-,-,-,-,ROCHE HOLDING AG,-,RO SW,-,,301,"$145,321",0.01%,
LISTED EQUITY,-,-,-,-,"CME GROUP, INC.",-,CME US,-,,388,"$145,134",0.01%,
LISTED EQUITY,-,-,-,-,CAPITAL ONE FINANCIAL CORP.,-,COF US,-,,503,"$144,823",0.01%,
LISTED EQUITY,-,-,-,-,EICHER MOTORS LTD.,-,EIM IN,-,,"1,584","$144,074",0.01%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"53,509","$143,939",0.01%,
LISTED EQUITY,-,-,-,-,FULL TRUCK ALLIANCE CO. LTD.,-,YMM US,-,,"8,112","$141,757",0.01%,
LISTED EQUITY,-,-,-,-,TORONTO-DOMINION BANK,-,TD CN,-,,"1,647","$141,554",0.01%,
LISTED EQUITY,-,-,-,-,"IDEXX LABORATORIES, INC.",-,IDXX US,-,,212,"$141,407",0.01%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,"1,478","$140,702",0.01%,
LISTED EQUITY,-,-,-,-,TESCO PLC,-,TSCO LN,-,,"18,749","$139,675",0.01%,
LISTED EQUITY,-,-,-,-,EDWARDS LIFESCIENCES CORP.,-,EW US,-,,"1,165","$139,284",0.01%,
LISTED EQUITY,-,-,-,-,BAE SYSTEMS PLC,-,BA LN,-,,"5,995","$139,280",0.01%,
LISTED EQUITY,-,-,-,-,BOEING CO.,-,BA US,-,,487,"$139,207",0.01%,
LISTED EQUITY,-,-,-,-,WISE PLC,-,WISE LN,-,,"6,435","$138,773",0.01%,
LISTED EQUITY,-,-,-,-,"ENBRIDGE, INC.",-,ENB CN,-,,"2,026","$138,765",0.01%,
LISTED EQUITY,-,-,-,-,ELDERS LTD.,-,ELD AU,-,,"19,247","$137,808",0.01%,
LISTED EQUITY,-,-,-,-,BREVILLE GROUP LTD.,-,BRG AU,-,,"3,880","$137,280",0.01%,
LISTED EQUITY,-,-,-,-,PERSEUS MINING LTD.,-,PRU AU,-,,"53,265","$136,891",0.01%,
LISTED EQUITY,-,-,-,-,SHINHAN FINANCIAL GROUP CO. LTD.,-,055550 KS,-,,"2,617","$136,796",0.01%,
LISTED EQUITY,-,-,-,-,NUCOR CORP.,-,NUE US,-,,722,"$136,169",0.01%,
LISTED EQUITY,-,-,-,-,IMPERIAL OIL LTD.,-,IMO CN,-,,"1,356","$134,911",0.01%,
LISTED EQUITY,-,-,-,-,HF SINCLAIR CORP.,-,DINO US,-,,"2,373","$134,354",0.01%,
LISTED EQUITY,-,-,-,-,MASCO CORP.,-,MAS US,-,,"1,144","$134,173",0.01%,
LISTED EQUITY,-,-,-,-,BANGKOK DUSIT MEDICAL SERVICES PCL,-,BDMSF TB,-,,"114,555","$132,952",0.01%,
LISTED EQUITY,-,-,-,-,WEB TRAVEL GROUP LTD.,-,WEB AU,-,,"28,837","$132,366",0.01%,
LISTED EQUITY,-,-,-,-,LOCALIZA RENT A CAR SA,-,RENT3 BZ,-,,"15,642","$131,680",0.01%,
LISTED EQUITY,-,-,-,-,ZURICH INSURANCE GROUP AG,-,ZURN SW,-,,137,"$131,524",0.01%,
LISTED EQUITY,-,-,-,-,BOSIDENG INTERNATIONAL HOLDINGS LTD.,-,3998 HK,-,,"162,877","$131,398",0.01%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION BRANDS, INC.",-,STZ US,-,,367,"$130,926",0.01%,
LISTED EQUITY,-,-,-,-,SUPER RETAIL GROUP LTD.,-,SUL AU,-,,"8,601","$130,563",0.01%,
LISTED EQUITY,-,-,-,-,PREMIER INVESTMENTS LTD.,-,PMV AU,-,,"4,056","$130,329",0.01%,
LISTED EQUITY,-,-,-,-,GEBERIT AG,-,GEBN SW,-,,141,"$129,356",0.01%,
LISTED EQUITY,-,-,-,-,INTEL CORP.,-,INTC US,-,,"3,990","$129,202",0.01%,
LISTED EQUITY,-,-,-,-,KINROSS GOLD CORP.,-,K CN,-,,"8,545","$128,121",0.01%,
LISTED EQUITY,-,-,-,-,FLIGHT CENTRE TRAVEL GROUP LTD.,-,FLT AU,-,,"7,673","$127,991",0.01%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"2,454","$127,929",0.01%,
LISTED EQUITY,-,-,-,-,EMPIRE CO. LTD.,-,EMPA CN,-,,"2,581","$127,234",0.01%,
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOA SS,-,,"5,100","$125,888",0.01%,
LISTED EQUITY,-,-,-,-,DE GREY MINING LTD.,-,DEG AU,-,,"71,008","$125,329",0.01%,
LISTED EQUITY,-,-,-,-,HIKMA PHARMACEUTICALS PLC,-,HIK LN,-,,"3,103","$125,091",0.01%,
LISTED EQUITY,-,-,-,-,BP PLC,-,BP LN,-,,"15,673","$124,592",0.01%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,166,"$124,371",0.01%,
LISTED EQUITY,-,-,-,-,"CUMMINS, INC.",-,CMI US,-,,221,"$124,085",0.01%,
LISTED EQUITY,-,-,-,-,"MONDELEZ INTERNATIONAL, INC.",-,MDLZ US,-,,"1,283","$123,849",0.01%,
LISTED EQUITY,-,-,-,-,"TYSON FOODS, INC.",-,TSN US,-,,"1,329","$123,294",0.01%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"1,665","$122,245",0.01%,
LISTED EQUITY,-,-,-,-,HARGREAVES LANSDOWN PLC,-,HL LN,-,,"5,466","$121,382",0.01%,
LISTED EQUITY,-,-,-,-,VIVA ENERGY GROUP LTD.,-,VEA AU,-,,"46,005","$120,995",0.01%,
LISTED EQUITY,-,-,-,-,SOCIETE GENERALE SA,-,GLE FP,-,,"2,659","$120,819",0.01%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,387,"$120,693",0.01%,
LISTED EQUITY,-,-,-,-,FINECOBANK BANCA FINECO SPA,-,FBK IM,-,,"4,276","$120,056",0.01%,
LISTED EQUITY,-,-,-,-,"ELECTRONIC ARTS, INC.",-,EA US,-,,508,"$119,860",0.01%,
LISTED EQUITY,-,-,-,-,"WASTE MANAGEMENT, INC.",-,WM US,-,,365,"$119,204",0.01%,
LISTED EQUITY,-,-,-,-,"GARTNER, INC.",-,IT US,-,,152,"$119,143",0.01%,
LISTED EQUITY,-,-,-,-,SAMSONITE INTERNATIONAL SA,-,1910 HK,-,,"26,309","$118,156",0.01%,
LISTED EQUITY,-,-,-,-,"KENVUE, INC.",-,KVUE US,-,,"3,418","$117,867",0.01%,
LISTED EQUITY,-,-,-,-,CENTENE CORP.,-,CNC US,-,,"1,202","$117,549",0.01%,
LISTED EQUITY,-,-,-,-,PRYSMIAN SPA,-,PRY IM,-,,"1,136","$117,184",0.01%,
LISTED EQUITY,-,-,-,-,FIVE-STAR BUSINESS FINANCE LTD.,-,FIVESTAR IN,-,,"8,024","$117,131",0.01%,
LISTED EQUITY,-,-,-,-,"CARDINAL HEALTH, INC.",-,CAH US,-,,611,"$116,852",0.01%,
LISTED EQUITY,-,-,-,-,PANDORA AS,-,PNDORA DC,-,,393,"$116,073",0.01%,
LISTED EQUITY,-,-,-,-,ASICS CORP.,-,7936 JP,-,,"3,618","$115,628",0.01%,
LISTED EQUITY,-,-,-,-,CAPGEMINI SE,-,CAP FP,-,,437,"$115,522",0.01%,
LISTED EQUITY,-,-,-,-,"CROWDSTRIKE HOLDINGS, INC.",-,CRWD US,-,,209,"$115,501",0.01%,
LISTED EQUITY,-,-,-,-,CAPITEC BANK HOLDINGS LTD.,-,CPI SJ,-,,431,"$115,494",0.01%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"1,240","$115,122",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF CHINA LTD.,-,3988 HK,-,,"138,158","$114,042",0.01%,
LISTED EQUITY,-,-,-,-,MARUTI SUZUKI INDIA LTD.,-,MSIL IN,-,,557,"$114,041",0.01%,
LISTED EQUITY,-,-,-,-,ACCTON TECHNOLOGY CORP.,-,2345 TT,-,,"2,993","$113,953",0.01%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,99,"$113,812",0.01%,
LISTED EQUITY,-,-,-,-,CHEVRON CORP.,-,CVX US,-,,483,"$113,037",0.01%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"1,458","$112,627",0.01%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,173,"$112,593",0.01%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,275,"$112,476",0.01%,
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,220,"$111,535",0.01%,
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,364,"$110,580",0.01%,
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,601,"$110,253",0.01%,
LISTED EQUITY,-,-,-,-,WARTSILA OYJ ABP,-,WRT1V FH,-,,"3,843","$109,984",0.01%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,528,"$109,978",0.01%,
LISTED EQUITY,-,-,-,-,"JOBY AVIATION, INC.",-,JOBY US,-,,"8,364","$109,825",0.01%,
LISTED EQUITY,-,-,-,-,PI INDUSTRIES LTD.,-,PI IN,-,,"1,571","$109,210",0.01%,
LISTED EQUITY,-,-,-,-,"TRANSDIGM GROUP, INC.",-,TDG US,-,,54,"$108,940",0.01%,
LISTED EQUITY,-,-,-,-,"DAI-ICHI LIFE HOLDINGS, INC.",-,8750 JP,-,,"2,496","$108,596",0.01%,
LISTED EQUITY,-,-,-,-,"LIVE NATION ENTERTAINMENT, INC.",-,LYV US,-,,519,"$108,550",0.01%,
LISTED EQUITY,-,-,-,-,UBS GROUP AG,-,UBSG SW,-,,"2,194","$108,435",0.01%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"2,173","$108,244",0.01%,
LISTED EQUITY,-,-,-,-,SANDVIK AB,-,SAND SS,-,,"3,709","$107,482",0.01%,
LISTED EQUITY,-,-,-,-,YIHAI INTERNATIONAL HOLDING LTD.,-,1579 HK,-,,"34,279","$107,478",0.01%,
LISTED EQUITY,-,-,-,-,"LIFE360, INC.",-,360 AU,-,,"4,760","$107,292",0.01%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,730,"$107,179",0.01%,
LISTED EQUITY,-,-,-,-,"PPG INDUSTRIES, INC.",-,PPG US,-,,548,"$105,773",0.01%,
LISTED EQUITY,-,-,-,-,"SYMBOTIC, INC.",-,SYM US,-,,"2,746","$105,154",0.01%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"2,330","$104,176",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"1,198","$103,908",0.01%,
LISTED EQUITY,-,-,-,-,GENMAB AS,-,GMAB DC,-,,307,"$102,865",0.01%,
LISTED EQUITY,-,-,-,-,COCA-COLA HBC AG,-,CCH LN,-,,"1,853","$102,377",0.01%,
LISTED EQUITY,-,-,-,-,"EPAM SYSTEMS, INC.",-,EPAM US,-,,271,"$102,228",0.01%,
