PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [VSACCSOCCN] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,"EPAM SYSTEMS, INC.",-,EPAM US,-,,"2,299","$868,161",0.03%,
LISTED EQUITY,-,-,-,-,HONDA MOTOR CO. LTD.,-,7267 JP,-,,"53,550","$844,751",0.03%,
LISTED EQUITY,-,-,-,-,MEDTRONIC PLC,-,MDT US,-,,"6,497","$838,198",0.03%,
LISTED EQUITY,-,-,-,-,"DICK'S SPORTING GOODS, INC.",-,DKS US,-,,"2,244","$829,414",0.03%,
LISTED EQUITY,-,-,-,-,CITY DEVELOPMENTS LTD.,-,CIT SP,-,,"136,565","$826,200",0.03%,
LISTED EQUITY,-,-,-,-,"WW GRAINGER, INC.",-,GWW US,-,,485,"$825,184",0.03%,
LISTED EQUITY,-,-,-,-,"PAYPAL HOLDINGS, INC.",-,PYPL US,-,,"5,911","$814,777",0.03%,
LISTED EQUITY,-,-,-,-,BANCO BILBAO VIZCAYA ARGENTARIA SA,-,BBVA SM,-,,"51,411","$812,713",0.03%,
LISTED EQUITY,-,-,-,-,"MATCH GROUP, INC.",-,MTCH US,-,,"15,300","$808,289",0.03%,
LISTED EQUITY,-,-,-,-,"TERADYNE, INC.",-,TER US,-,,"3,921","$797,529",0.03%,
LISTED EQUITY,-,-,-,-,YOKOHAMA RUBBER CO. LTD.,-,5101 JP,-,,"22,778","$795,880",0.03%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"10,208","$788,552",0.03%,
LISTED EQUITY,-,-,-,-,AUTO TRADER GROUP PLC,-,AUTO LN,-,,"47,686","$764,903",0.03%,
LISTED EQUITY,-,-,-,-,MOSAIC CO.,-,MOS US,-,,"19,003","$754,427",0.03%,
LISTED EQUITY,-,-,-,-,WESTGOLD RESOURCES LTD.,-,WGX AU,-,,"266,266","$753,531",0.03%,
LISTED EQUITY,-,-,-,-,"EXPEDIA GROUP, INC.",-,EXPE US,-,,"2,458","$739,651",0.03%,
LISTED EQUITY,-,-,-,-,SEI INVESTMENTS CO.,-,SEIC US,-,,"5,482","$730,243",0.03%,
LISTED EQUITY,-,-,-,-,SITC INTERNATIONAL HOLDINGS CO. LTD.,-,1308 HK,-,,"167,940","$722,808",0.03%,
LISTED EQUITY,-,-,-,-,CHECK POINT SOFTWARE TECHNOLOGIES LTD.,-,CHKP US,-,,"2,385","$719,134",0.03%,
LISTED EQUITY,-,-,-,-,LEGRAND SA,-,LR FP,-,,"4,488","$705,882",0.03%,
LISTED EQUITY,-,-,-,-,NIPPON TELEGRAPH & TELEPHONE CORP.,-,9432 JP,-,,"427,577","$694,278",0.03%,
LISTED EQUITY,-,-,-,-,"WILLIAMS-SONOMA, INC.",-,WSM US,-,,"2,292","$685,458",0.03%,
LISTED EQUITY,-,-,-,-,KINROSS GOLD CORP.,-,K CN,-,,"44,952","$673,926",0.03%,
LISTED EQUITY,-,-,-,-,MERCEDES-BENZ GROUP AG,-,MBG GR,-,,"7,420","$667,641",0.03%,
LISTED EQUITY,-,-,-,-,MAKITA CORP.,-,6586 JP,-,,"13,274","$660,677",0.03%,
LISTED EQUITY,-,-,-,-,DUERR AG,-,DUE GR,-,,"18,343","$657,722",0.03%,
LISTED EQUITY,-,-,-,-,APPLOVIN CORP.,-,APP US,-,,"1,254","$655,883",0.03%,
LISTED EQUITY,-,-,-,-,HOYA CORP.,-,7741 JP,-,,"3,168","$645,068",0.02%,
LISTED EQUITY,-,-,-,-,OWENS CORNING,-,OC US,-,,"2,256","$620,494",0.02%,
LISTED EQUITY,-,-,-,-,"NEXTRACKER, INC.",-,NXT US,-,,"10,494","$619,134",0.02%,
LISTED EQUITY,-,-,-,-,IRESS LTD.,-,IRE AU,-,,"66,074","$615,148",0.02%,
LISTED EQUITY,-,-,-,-,"AMERIPRISE FINANCIAL, INC.",-,AMP US,-,,709,"$610,102",0.02%,
LISTED EQUITY,-,-,-,-,YAOKO CO. LTD.,-,8279 JP,-,,"6,176","$600,245",0.02%,
LISTED EQUITY,-,-,-,-,TEMPLE & WEBSTER GROUP LTD.,-,TPW AU,-,,"45,560","$596,831",0.02%,
LISTED EQUITY,-,-,-,-,"TWILIO, INC.",-,TWLO US,-,,"3,304","$576,752",0.02%,
LISTED EQUITY,-,-,-,-,INTEGRAL DIAGNOSTICS LTD.,-,IDX AU,-,,"189,127","$550,358",0.02%,
LISTED EQUITY,-,-,-,-,"CANON, INC.",-,7751 JP,-,,"10,308","$546,712",0.02%,
LISTED EQUITY,-,-,-,-,DECKERS OUTDOOR CORP.,-,DECK US,-,,"1,643","$538,993",0.02%,
LISTED EQUITY,-,-,-,-,DNB BANK ASA,-,DNB NO,-,,"16,584","$535,115",0.02%,
LISTED EQUITY,-,-,-,-,SYNCHRONY FINANCIAL,-,SYF US,-,,"5,005","$525,441",0.02%,
LISTED EQUITY,-,-,-,-,VONOVIA SE,-,VNA GR,-,,"10,681","$523,772",0.02%,
LISTED EQUITY,-,-,-,-,ZEBRA TECHNOLOGIES CORP.,-,ZBRA US,-,,831,"$518,466",0.02%,
LISTED EQUITY,-,-,-,-,SEAGATE TECHNOLOGY HOLDINGS PLC,-,STX US,-,,"3,717","$518,196",0.02%,
LISTED EQUITY,-,-,-,-,SUPERLOOP LTD.,-,SLC AU,-,,"233,098","$510,484",0.02%,
LISTED EQUITY,-,-,-,-,"SAMSARA, INC.",-,IOT US,-,,"7,168","$505,816",0.02%,
LISTED EQUITY,-,-,-,-,GEA GROUP AG,-,G1A GR,-,,"6,211","$496,718",0.02%,
LISTED EQUITY,-,-,-,-,"SHOPIFY, INC.",-,SHOP CN,-,,"2,866","$492,415",0.02%,
LISTED EQUITY,-,-,-,-,"CHIPOTLE MEXICAN GRILL, INC.",-,CMG US,-,,"5,046","$491,463",0.02%,
LISTED EQUITY,-,-,-,-,ATLASSIAN CORP.,-,TEAM US,-,,"1,243","$488,592",0.02%,
LISTED EQUITY,-,-,-,-,CENTENE CORP.,-,CNC US,-,,"4,841","$473,672",0.02%,
LISTED EQUITY,-,-,-,-,"NUTANIX, INC.",-,NTNX US,-,,"4,766","$470,911",0.02%,
LISTED EQUITY,-,-,-,-,KYOCERA CORP.,-,6971 JP,-,,"28,723","$465,058",0.02%,
LISTED EQUITY,-,-,-,-,CLINUVEL PHARMACEUTICALS LTD.,-,CUV AU,-,,"37,826","$456,178",0.02%,
LISTED EQUITY,-,-,-,-,AEGON LTD.,-,AGN NA,-,,"47,522","$454,612",0.02%,
LISTED EQUITY,-,-,-,-,CAR GROUP LTD.,-,CAR AU,-,,"12,230","$440,664",0.02%,
LISTED EQUITY,-,-,-,-,"EQUITABLE HOLDINGS, INC.",-,EQH US,-,,"5,760","$438,845",0.02%,
LISTED EQUITY,-,-,-,-,ACCENT GROUP LTD.,-,AX1 AU,-,,"186,002","$435,244",0.02%,
LISTED EQUITY,-,-,-,-,"VERISK ANALYTICS, INC.",-,VRSK US,-,,974,"$433,489",0.02%,
LISTED EQUITY,-,-,-,-,CAPSTONE COPPER CORP.,-,CSC AU,-,,"43,902","$430,683",0.02%,
LISTED EQUITY,-,-,-,-,"JACK HENRY & ASSOCIATES, INC.",-,JKHY US,-,,"1,491","$422,104",0.02%,
LISTED EQUITY,-,-,-,-,"VEEVA SYSTEMS, INC.",-,VEEV US,-,,"1,210","$410,813",0.02%,
LISTED EQUITY,-,-,-,-,GRAINCORP LTD.,-,GNC AU,-,,"53,988","$396,273",0.02%,
LISTED EQUITY,-,-,-,-,MARKS & SPENCER GROUP PLC,-,MKS LN,-,,"50,862","$386,321",0.01%,
LISTED EQUITY,-,-,-,-,ROYAL BANK OF CANADA,-,RY CN,-,,"1,961","$381,686",0.01%,
LISTED EQUITY,-,-,-,-,NORDEA BANK ABP,-,NDA FH,-,,"21,689","$380,874",0.01%,
LISTED EQUITY,-,-,-,-,"GEN DIGITAL, INC.",-,GEN US,-,,"8,449","$373,622",0.01%,
LISTED EQUITY,-,-,-,-,FRESENIUS MEDICAL CARE AG,-,FME GR,-,,"4,911","$362,705",0.01%,
LISTED EQUITY,-,-,-,-,ORACLE CORP. JAPAN,-,4716 JP,-,,"2,263","$352,403",0.01%,
LISTED EQUITY,-,-,-,-,ROCKWOOL AS,-,ROCKB DC,-,,614,"$351,670",0.01%,
LISTED EQUITY,-,-,-,-,OOH!MEDIA LTD.,-,OML AU,-,,"276,186","$325,900",0.01%,
LISTED EQUITY,-,-,-,-,ADVANTEST CORP.,-,6857 JP,-,,"3,419","$323,201",0.01%,
LISTED EQUITY,-,-,-,-,SUZUKI MOTOR CORP.,-,7269 JP,-,,"16,593","$305,237",0.01%,
LISTED EQUITY,-,-,-,-,"UBER TECHNOLOGIES, INC.",-,UBER US,-,,"3,075","$299,600",0.01%,
LISTED EQUITY,-,-,-,-,YAMATO HOLDINGS CO. LTD.,-,9064 JP,-,,"16,342","$297,757",0.01%,
LISTED EQUITY,-,-,-,-,FUTU HOLDINGS LTD.,-,FUTU US,-,,"2,280","$294,595",0.01%,
LISTED EQUITY,-,-,-,-,"DATADOG, INC.",-,DDOG US,-,,"1,242","$286,739",0.01%,
LISTED EQUITY,-,-,-,-,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",-,TTWO US,-,,942,"$280,149",0.01%,
LISTED EQUITY,-,-,-,-,EVOLUTION MINING LTD.,-,EVN AU,-,,"57,166","$274,966",0.01%,
LISTED EQUITY,-,-,-,-,FASTIGHETS AB BALDER,-,BALDB SS,-,,"24,426","$274,214",0.01%,
LISTED EQUITY,-,-,-,-,DAIWA HOUSE INDUSTRY CO. LTD.,-,1925 JP,-,,"5,380","$268,604",0.01%,
LISTED EQUITY,-,-,-,-,INPOST SA,-,INPST NA,-,,"9,685","$267,431",0.01%,
LISTED EQUITY,-,-,-,-,"TRADEWEB MARKETS, INC.",-,TW US,-,,"1,242","$262,719",0.01%,
LISTED EQUITY,-,-,-,-,"DOORDASH, INC.",-,DASH US,-,,938,"$254,207",0.01%,
LISTED EQUITY,-,-,-,-,AVERY DENNISON CORP.,-,AVY US,-,,839,"$253,637",0.01%,
LISTED EQUITY,-,-,-,-,AVIVA PLC,-,AV LN,-,,"26,632","$252,546",0.01%,
LISTED EQUITY,-,-,-,-,LYNAS RARE EARTHS LTD.,-,LYC AU,-,,"39,246","$252,349",0.01%,
LISTED EQUITY,-,-,-,-,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",-,FIS US,-,,"1,901","$247,944",0.01%,
LISTED EQUITY,-,-,-,-,ISRAEL DISCOUNT BANK LTD.,-,DSCT IT,-,,"21,600","$238,604",0.01%,
LISTED EQUITY,-,-,-,-,WEBJET GROUP LTD.,-,WJL AU,-,,"270,903","$235,686",0.01%,
LISTED EQUITY,-,-,-,-,"IGM FINANCIAL, INC.",-,IGM CN,-,,"4,324","$222,946",0.01%,
LISTED EQUITY,-,-,-,-,"CROWN HOLDINGS, INC.",-,CCK US,-,,"1,573","$210,055",0.01%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,210,"$200,378",0.01%,
LISTED EQUITY,-,-,-,-,MONOTARO CO. LTD.,-,3064 JP,-,,"6,687","$183,636",0.01%,
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM AU,-,,"2,847","$169,530",0.01%,
LISTED EQUITY,-,-,-,-,EURONEXT NV,-,ENX FP,-,,930,"$168,486",0.01%,
LISTED EQUITY,-,-,-,-,KERRY GROUP PLC,-,KYGA ID,-,,"1,028","$160,285",0.01%,
LISTED EQUITY,-,-,-,-,MIZRAHI TEFAHOT BANK LTD.,-,MZTF IT,-,,"2,250","$157,190",0.01%,
LISTED EQUITY,-,-,-,-,ADAIRS LTD.,-,ADH AU,-,,"56,980","$153,846",0.01%,
LISTED EQUITY,-,-,-,-,CARNIVAL CORP.,-,CCL US,-,,"3,774","$151,884",0.01%,
LISTED EQUITY,-,-,-,-,"VERISIGN, INC.",-,VRSN US,-,,437,"$146,224",0.01%,
LISTED EQUITY,-,-,-,-,COCA-COLA HBC AG,-,CCH LN,-,,"2,632","$145,435",0.01%,
LISTED EQUITY,-,-,-,-,IPSEN SA,-,IPN FP,-,,777,"$143,920",0.01%,
LISTED EQUITY,-,-,-,-,"ROKU, INC.",-,ROKU US,-,,"1,179","$141,512",0.01%,
LISTED EQUITY,-,-,-,-,GEORGE WESTON LTD.,-,WN CN,-,,553,"$138,849",0.01%,
LISTED EQUITY,-,-,-,-,BIOMERIEUX,-,BIM FP,-,,802,"$138,824",0.01%,
LISTED EQUITY,-,-,-,-,OPEN TEXT CORP.,-,OTEX CN,-,,"2,916","$133,230",0.01%,
LISTED EQUITY,-,-,-,-,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP.,-,WAB US,-,,362,"$110,856",0.00%,
LISTED EQUITY,-,-,-,-,"ILLUMINA, INC.",-,ILMN US,-,,501,"$108,196",0.00%,
LISTED EQUITY,-,-,-,-,ROYALTY PHARMA PLC,-,RPRX US,-,,"2,573","$106,029",0.00%,
LISTED EQUITY,-,-,-,-,"ULTA BEAUTY, INC.",-,ULTA US,-,,151,"$105,963",0.00%,
LISTED EQUITY,-,-,-,-,ADYEN NV,-,ADYEN NA,-,,43,"$103,924",0.00%,
LISTED EQUITY,-,-,-,-,"PALANTIR TECHNOLOGIES, INC.",-,PLTR US,-,,846,"$103,308",0.00%,
LISTED EQUITY,-,-,-,-,HENKEL AG & CO. KGAA,-,HEN3 GR,-,,715,"$101,214",0.00%,
LISTED EQUITY,-,-,-,-,"SYNOPSYS, INC.",-,SNPS US,-,,128,"$100,118",0.00%,
LISTED EQUITY,-,-,-,-,"DYNATRACE, INC.",-,DT US,-,,"1,133","$99,443",0.00%,
LISTED EQUITY,-,-,-,-,"OMNICOM GROUP, INC.",-,OMC US,-,,705,"$97,963",0.00%,
LISTED EQUITY,-,-,-,-,WATERS CORP.,-,WAT US,-,,163,"$97,914",0.00%,
LISTED EQUITY,-,-,-,-,PAN AMERICAN SILVER CORP.,-,PAAS CN,-,,"2,916","$95,239",0.00%,
LISTED EQUITY,-,-,-,-,SODEXO SA,-,SW FP,-,,714,"$94,993",0.00%,
LISTED EQUITY,-,-,-,-,"CHARTER COMMUNICATIONS, INC.",-,CHTR US,-,,169,"$93,809",0.00%,
LISTED EQUITY,-,-,-,-,ESSITY AB,-,ESSITYB SS,-,,"2,146","$92,759",0.00%,
LISTED EQUITY,-,-,-,-,CARVANA CO.,-,CVNA US,-,,246,"$80,923",0.00%,
LISTED EQUITY,-,-,-,-,"MICROSTRATEGY, INC.",-,MSTR US,-,,157,"$73,383",0.00%,
SUB TOTAL LISTED EQUITY,,,,,,,,,,,"$1,484,732,944",56.86%,
UNLISTED EQUITY,INTERNALLY,-,-,-,FSSSP FINANCIAL SERVICES PTY LTD,-,-,-,100%,,,,
UNLISTED EQUITY,INTERNALLY,-,-,-,RUMIN8 PTY LTD,-,-,-,4%,,,,
SUB TOTAL UNLISTED EQUITY INTERNALLY,,,,,,,,,,,"$119,228",0.00%,
UNLISTED EQUITY,EXTERNALLY,-,-,BLACKBIRD VENTURES PTY LTD,-,-,-,-,,,"$22,939,110",0.88%,
UNLISTED EQUITY,EXTERNALLY,-,-,STEPSTONE GROUP LP,-,-,-,-,,,"$22,834,593",0.87%,
UNLISTED EQUITY,EXTERNALLY,-,-,"UPDATA MANAGEMENT, LLC",-,-,-,-,,,"$11,071,714",0.42%,
UNLISTED EQUITY,EXTERNALLY,-,-,"WEBSTER EQUITY PARTNERS, LLC",-,-,-,-,,,"$9,294,685",0.36%,
UNLISTED EQUITY,EXTERNALLY,-,-,CASTIK CAPITAL S.À.R.L.,-,-,-,-,,,"$9,201,212",0.35%,
UNLISTED EQUITY,EXTERNALLY,-,-,GHO CAPITAL MANAGEMENT LIMITED,-,-,-,-,,,"$8,974,284",0.34%,
UNLISTED EQUITY,EXTERNALLY,-,-,POTENTIA CAPITAL MANAGEMENT PTY LTD,-,-,-,-,,,"$7,572,204",0.29%,
UNLISTED EQUITY,EXTERNALLY,-,-,CINVEN LIMITED,-,-,-,-,,,"$6,032,212",0.23%,
UNLISTED EQUITY,EXTERNALLY,-,-,"AE INDUSTRIAL PARTNERS, LLC",-,-,-,-,,,"$5,473,378",0.21%,
UNLISTED EQUITY,EXTERNALLY,-,-,NEXUS POINT MANAGEMENT LIMITED,-,-,-,-,,,"$5,359,029",0.21%,
UNLISTED EQUITY,EXTERNALLY,-,-,"NEW 2ND CAPITAL ADVISORS, L.P.",-,-,-,-,,,"$5,217,914",0.20%,
UNLISTED EQUITY,EXTERNALLY,-,-,ADAMANTEM CAPITAL PTY LTD,-,-,-,-,,,"$5,037,043",0.19%,
UNLISTED EQUITY,EXTERNALLY,-,-,"FTV MANAGEMENT COMPANY, L.P.",-,-,-,-,,,"$4,708,971",0.18%,
UNLISTED EQUITY,EXTERNALLY,-,-,INTEGRUM HOLDINGS LP,-,-,-,-,,,"$4,028,598",0.15%,
UNLISTED EQUITY,EXTERNALLY,-,-,WARBURG PINCUS LLC,-,-,-,-,,,"$3,434,761",0.13%,
UNLISTED EQUITY,EXTERNALLY,-,-,"SOLACE CAPITAL PARTNERS, LLC",-,-,-,-,,,"$2,939,601",0.11%,
UNLISTED EQUITY,EXTERNALLY,-,-,"TPG CAPITAL ADVISORS, LLC",-,-,-,-,,,"$2,696,276",0.10%,
UNLISTED EQUITY,EXTERNALLY,-,-,ROC CAPITAL PTY LTD,-,-,-,-,,,"$2,418,019",0.09%,
UNLISTED EQUITY,EXTERNALLY,-,-,OPENSPACE VENTURES PTE LTD,-,-,-,-,,,"$2,408,029",0.09%,
UNLISTED EQUITY,EXTERNALLY,-,-,"STG PARTNERS, LLC",-,-,-,-,,,"$2,202,814",0.08%,
UNLISTED EQUITY,EXTERNALLY,-,-,"POTENTUM PARTNERS, L.P.",-,-,-,-,,,"$2,053,684",0.08%,
UNLISTED EQUITY,EXTERNALLY,-,-,KKR AUSTRALIA INVESTMENT MANAGEMENT PTY LTD,-,-,-,-,,,"$1,980,608",0.08%,
UNLISTED EQUITY,EXTERNALLY,-,-,"FOUNDRY GROUP NEXT, L.P.",-,-,-,-,,,"$1,862,381",0.07%,
UNLISTED EQUITY,EXTERNALLY,-,-,"FOW PARTNERS, LP",-,-,-,-,,,"$1,757,845",0.07%,
UNLISTED EQUITY,EXTERNALLY,-,-,"WM PARTNERS, LP",-,-,-,-,,,"$1,683,132",0.06%,
UNLISTED EQUITY,EXTERNALLY,-,-,MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) S.À.R.L,-,-,-,-,,,"$1,443,427",0.06%,
UNLISTED EQUITY,EXTERNALLY,-,-,GREENBELT CAPITAL MANAGEMENT L.P.,-,-,-,-,,,"$1,285,273",0.05%,
UNLISTED EQUITY,EXTERNALLY,-,-,"MOTIVE CAPITAL MANAGEMENT, LLC",-,-,-,-,,,"$1,252,169",0.05%,
UNLISTED EQUITY,EXTERNALLY,-,-,"SER CAPITAL PARTNERS, LLC",-,-,-,-,,,"$1,190,450",0.05%,
UNLISTED EQUITY,EXTERNALLY,-,-,LYFE CAPITAL INVESTMENT MANAGEMENT LIMITED,-,-,-,-,,,"$1,110,674",0.04%,
UNLISTED EQUITY,EXTERNALLY,-,-,GENERATION INVESTMENT MANAGEMENT LLP,-,-,-,-,,,"$1,103,464",0.04%,
UNLISTED EQUITY,EXTERNALLY,-,-,FIVE V CAPITAL PTY LTD,-,-,-,-,,,"$1,053,961",0.04%,
UNLISTED EQUITY,EXTERNALLY,-,-,EPIRIS LLP,-,-,-,-,,,"$630,234",0.02%,
UNLISTED EQUITY,EXTERNALLY,-,-,FITZWALTER CAPITAL PARTNERS PTY LTD,-,-,-,-,,,"$601,254",0.02%,
UNLISTED EQUITY,EXTERNALLY,-,-,TOURING CAPITAL LLC,-,-,-,-,,,"$591,607",0.02%,
UNLISTED EQUITY,EXTERNALLY,-,-,HEADLINE GROWTH MANAGEMENT LLC,-,-,-,-,,,"$550,997",0.02%,
UNLISTED EQUITY,EXTERNALLY,-,-,IMPILO AB,-,-,-,-,,,"$180,736",0.01%,
UNLISTED EQUITY,EXTERNALLY,-,-,WILSHIRE AUSTRALIA PTY LTD,-,-,-,-,,,"$155,416",0.01%,
UNLISTED EQUITY,EXTERNALLY,-,-,"NORTHLANE CAPITAL PARTNERS, LLC",-,-,-,-,,,"$74,646",0.00%,
UNLISTED EQUITY,EXTERNALLY,-,-,"STERLING FUND MANAGEMENT, LLC",-,-,-,-,,,"$6,768",0.00%,
UNLISTED EQUITY,EXTERNALLY,-,-,"EMERALD TECHNOLOGY VENTURES AG, ZURICH",-,-,-,-,,,"$4,803",0.00%,
SUB TOTAL UNLISTED EQUITY EXTERNALLY,,,,,,,,,,,"$164,417,976",6.30%,
LISTED PROPERTY,-,-,-,-,GOODMAN GROUP,-,GMG AU,-,,"262,586","$9,358,566",0.36%,
LISTED PROPERTY,-,-,-,-,VICINITY LTD.,-,VCX AU,-,,"2,980,412","$6,258,864",0.24%,
LISTED PROPERTY,-,-,-,-,LENDLEASE GROUP,-,LLC AU,-,,"847,411","$5,279,744",0.20%,
LISTED PROPERTY,-,-,-,-,GPT GROUP,-,GPT AU,-,,"991,339","$4,332,153",0.17%,
LISTED PROPERTY,-,-,-,-,SCENTRE GROUP,-,SCG AU,-,,"1,228,850","$4,214,955",0.16%,
LISTED PROPERTY,-,-,-,-,AMERICAN TOWER CORP.,-,AMT US,-,,"14,159","$4,194,385",0.16%,
LISTED PROPERTY,-,-,-,-,KLEPIERRE SA,-,LI FP,-,,"74,837","$3,479,489",0.13%,
LISTED PROPERTY,-,-,-,-,PUBLIC STORAGE,-,PSA US,-,,"3,629","$1,755,008",0.07%,
LISTED PROPERTY,-,-,-,-,NATIONAL STORAGE REIT,-,NSR AU,-,,"713,482","$1,669,547",0.06%,
LISTED PROPERTY,-,-,-,-,WEYERHAEUSER CO.,-,WY US,-,,"35,595","$1,618,360",0.06%,
LISTED PROPERTY,-,-,-,-,"HOST HOTELS & RESORTS, INC.",-,HST US,-,,"56,763","$1,606,209",0.06%,
LISTED PROPERTY,-,-,-,-,STOCKLAND,-,SGP AU,-,,"331,651","$1,591,925",0.06%,
LISTED PROPERTY,-,-,-,-,COVIVIO SA,-,COV FP,-,,"12,544","$1,022,968",0.04%,
LISTED PROPERTY,-,-,-,-,LAND SECURITIES GROUP PLC,-,LAND LN,-,,"85,151","$1,005,891",0.04%,
LISTED PROPERTY,-,-,-,-,LINK REIT,-,823 HK,-,,"64,461","$440,281",0.02%,
LISTED PROPERTY,-,-,-,-,UNIBAIL-RODAMCO-WESTFIELD,-,URW FP,-,,"2,712","$329,797",0.01%,
LISTED PROPERTY,-,-,-,-,SBA COMMUNICATIONS CORP.,-,SBAC US,-,,769,"$253,060",0.01%,
LISTED PROPERTY,-,-,-,-,WAREHOUSES DE PAUW CVA,-,WDP BB,-,,"6,704","$213,032",0.01%,
LISTED PROPERTY,-,-,-,-,CAPITALAND ASCENDAS REIT,-,CLAR SP,-,,"63,908","$194,452",0.01%,
LISTED PROPERTY,-,-,-,-,BWP TRUST,-,BWP AU,-,,"40,607","$133,192",0.01%,
LISTED PROPERTY,-,-,-,-,"WP CAREY, INC.",-,WPC US,-,,"1,322","$116,316",0.00%,
LISTED PROPERTY,-,-,-,-,CAPITALAND INTEGRATED COMMERCIAL TRUST,-,CICT SP,-,,"47,566","$108,688",0.00%,
LISTED PROPERTY,-,-,-,-,CDL HOSPITALITY TRUSTS,-,CDREIT SP,-,,"18,196","$18,527",0.00%,
SUB TOTAL LISTED PROPERTY,,,,,,,,,,,"$49,195,409",1.88%,
UNLISTED PROPERTY,INTERNALLY,-,-,-,AWARE REAL ESTATE MANAGEMENT PTY LTD,-,-,HTTPS://AWAREREALESTATE.COM.AU/,100%,,,,
UNLISTED PROPERTY,INTERNALLY,-,-,-,AWARE SUPER ELG FINCO PTY LTD,-,-,NO PROPERTY HELD,100%,,,,
UNLISTED PROPERTY,INTERNALLY,-,-,-,BANKSTOWN AIRPORT LIMITED,-,-,"3 AVRO ST, BANKSTOWN NSW 2200, AUSTRALIA",100%,,,,
UNLISTED PROPERTY,INTERNALLY,-,-,-,CAMDEN AIRPORT LIMITED,-,-,"AERODROME RD, COBBITTY NSW 2570, AUSTRALIA",100%,,,,
UNLISTED PROPERTY,INTERNALLY,-,-,-,GET LIVING PLC,-,-,HTTPS://WWW.GETLIVING.COM/,22%,,,,
UNLISTED PROPERTY,INTERNALLY,-,-,-,OAKTREE RETIREMENT VILLAGES,-,-,HTTPS://WWW.OAKTREEGROUP.COM.AU/,100%,,,,
UNLISTED PROPERTY,INTERNALLY,-,-,-,THE JULY B.V.,-,-,HTTPS://WWW.THEJULY.COM,48%,,,,
UNLISTED PROPERTY,INTERNALLY,-,-,-,"VIVENIO RESIDENCIAL SOCIMI, SA",-,-,HTTPS://VIVENIO.COM/,50%,,,,
SUB TOTAL UNLISTED PROPERTY INTERNALLY,,,,,,,,,,,"$45,354,631",1.74%,
UNLISTED PROPERTY,EXTERNALLY,-,-,BARINGS AUSTRALIA ASSET MANAGEMENT PTY LTD,-,-,-,-,,,"$39,060,688",1.50%,
UNLISTED PROPERTY,EXTERNALLY,-,-,KEYTON HOLDING PTY LTD,-,-,-,-,,,"$17,569,207",0.67%,
UNLISTED PROPERTY,EXTERNALLY,-,-,LENDLEASE REAL ESTATE INVESTMENTS LIMITED,-,-,-,-,,,"$15,903,034",0.61%,
UNLISTED PROPERTY,EXTERNALLY,-,-,LENDLEASE (US) INVESTMENT MANAGEMENT LLC,-,-,-,-,,,"$15,719,949",0.60%,
UNLISTED PROPERTY,EXTERNALLY,-,-,GOODMAN FUNDS MANAGEMENT AUSTRALIA LIMITED,-,-,-,-,,,"$14,615,244",0.56%,
UNLISTED PROPERTY,EXTERNALLY,-,-,GPT FUNDS MANAGEMENT LIMITED,-,-,-,-,,,"$5,247,154",0.20%,
UNLISTED PROPERTY,EXTERNALLY,-,-,LENDLEASE INVESTMENT MANAGEMENT (AUSTRALIA) PTY LIMITED,-,-,-,-,,,"$5,041,152",0.19%,
UNLISTED PROPERTY,EXTERNALLY,-,-,DEXUS WHOLESALE PROPERTY LIMITED,-,-,-,-,,,"$3,876,909",0.15%,
UNLISTED PROPERTY,EXTERNALLY,-,-,STRIDE INVESTMENT MANAGEMENT LIMITED,-,-,-,-,,,"$1,417,467",0.05%,
UNLISTED PROPERTY,EXTERNALLY,-,-,"HE MANAGEMENT II, S.À.R.L",-,-,-,-,,,"$901,181",0.03%,
UNLISTED PROPERTY,EXTERNALLY,-,-,"US INDUSTRIAL CLUB IV GP, LP",-,-,-,-,,,"$441,963",0.02%,
UNLISTED PROPERTY,EXTERNALLY,-,-,"GOODMAN CONSULTORIA, PARTICIPAÇÕES E ADMINISTRAÇÃO DE VALORES MOBILIÁRIOS LTDA",-,-,-,-,,,"$395,895",0.02%,
UNLISTED PROPERTY,EXTERNALLY,-,-,BLACKOAK CAPITAL PTY LTD,-,-,-,-,,,"$160,237",0.01%,
UNLISTED PROPERTY,EXTERNALLY,-,-,EG FUNDS MANAGEMENT PTY LTD,-,-,-,-,,,"$129,709",0.00%,
