PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCBGRO] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,"RELIANCE, INC.",-,RS US,-,,"8,527","$3,708,418",0.02%,
LISTED EQUITY,-,-,-,-,"GILEAD SCIENCES, INC.",-,GILD US,-,,"24,838","$3,705,548",0.02%,
LISTED EQUITY,-,-,-,-,KASIKORNBANK PCL,-,KBANKF TB,-,,"500,632","$3,687,757",0.02%,
LISTED EQUITY,-,-,-,-,LYNAS RARE EARTHS LTD.,-,LYC AU,-,,"572,914","$3,683,838",0.02%,
LISTED EQUITY,-,-,-,-,A.O. SMITH CORP.,-,AOS US,-,,"33,401","$3,679,705",0.02%,
LISTED EQUITY,-,-,-,-,BID CORP. LTD.,-,BID SJ,-,,"98,804","$3,641,238",0.02%,
LISTED EQUITY,-,-,-,-,NUFARM LTD.,-,NUF AU,-,,"1,024,555","$3,626,925",0.02%,
LISTED EQUITY,-,-,-,-,LI NING CO. LTD.,-,2331 HK,-,,"1,053,580","$3,605,743",0.02%,
LISTED EQUITY,-,-,-,-,SHENZHOU INTERNATIONAL GROUP HOLDINGS LTD.,-,2313 HK,-,,"279,545","$3,603,633",0.02%,
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"69,351","$3,597,784",0.02%,
LISTED EQUITY,-,-,-,-,KROGER CO.,-,KR US,-,,"35,738","$3,529,642",0.02%,
LISTED EQUITY,-,-,-,-,"FREEPORT-MCMORAN, INC.",-,FCX US,-,,"56,542","$3,477,516",0.02%,
LISTED EQUITY,-,-,-,-,STRYKER CORP.,-,SYK US,-,,"5,973","$3,473,477",0.02%,
LISTED EQUITY,-,-,-,-,BOSTON SCIENTIFIC CORP.,-,BSX US,-,,"24,064","$3,471,602",0.02%,
LISTED EQUITY,-,-,-,-,DEERE & CO.,-,DE US,-,,"5,073","$3,471,421",0.02%,
LISTED EQUITY,-,-,-,-,POP MART INTERNATIONAL GROUP LTD.,-,9992 HK,-,,"185,745","$3,462,294",0.02%,
LISTED EQUITY,-,-,-,-,ZHONGSHENG GROUP HOLDINGS LTD.,-,881 HK,-,,"1,191,117","$3,457,303",0.02%,
LISTED EQUITY,-,-,-,-,BANCO DO BRASIL SA,-,BBAS3 BZ,-,,"546,509","$3,453,348",0.02%,
LISTED EQUITY,-,-,-,-,A2 MILK CO. LTD.,-,A2M AU,-,,"596,137","$3,445,675",0.02%,
LISTED EQUITY,-,-,-,-,CHUBB LTD.,-,CB US,-,,"7,698","$3,435,358",0.02%,
LISTED EQUITY,-,-,-,-,"ANALOG DEVICES, INC.",-,ADI US,-,,"9,977","$3,423,702",0.02%,
LISTED EQUITY,-,-,-,-,"MODERNA, INC.",-,MRNA US,-,,"50,928","$3,420,171",0.02%,
LISTED EQUITY,-,-,-,-,ONO PHARMACEUTICAL CO. LTD.,-,4528 JP,-,,"202,563","$3,402,571",0.01%,
LISTED EQUITY,-,-,-,-,PETROLEO BRASILEIRO SA,-,PETR4 BZ,-,,"357,707","$3,384,404",0.01%,
LISTED EQUITY,-,-,-,-,BOC AVIATION LTD.,-,2588 HK,-,,"268,245","$3,365,935",0.01%,
LISTED EQUITY,-,-,-,-,SCB X PCL,-,SCBF TB,-,,"604,979","$3,353,046",0.01%,
LISTED EQUITY,-,-,-,-,"PALO ALTO NETWORKS, INC.",-,PANW US,-,,"11,393","$3,348,424",0.01%,
LISTED EQUITY,-,-,-,-,MEDTRONIC PLC,-,MDT US,-,,"25,670","$3,311,766",0.01%,
LISTED EQUITY,-,-,-,-,"EOG RESOURCES, INC.",-,EOG US,-,,"16,725","$3,311,305",0.01%,
LISTED EQUITY,-,-,-,-,"DR HORTON, INC.",-,DHI US,-,,"14,609","$3,299,117",0.01%,
LISTED EQUITY,-,-,-,-,"ZOOM COMMUNICATIONS, INC.",-,ZM US,-,,"24,941","$3,287,408",0.01%,
LISTED EQUITY,-,-,-,-,SONOVA HOLDING AG,-,SOON SW,-,,"6,180","$3,263,822",0.01%,
LISTED EQUITY,-,-,-,-,STARBUCKS CORP.,-,SBUX US,-,,"22,016","$3,244,664",0.01%,
LISTED EQUITY,-,-,-,-,SIGMA HEALTHCARE LTD.,-,SIG AU,-,,"1,229,700","$3,221,814",0.01%,
LISTED EQUITY,-,-,-,-,DEUTSCHE TELEKOM AG,-,DTE GR,-,,"66,573","$3,216,644",0.01%,
LISTED EQUITY,-,-,-,-,CHINA PACIFIC INSURANCE GROUP CO. LTD.,-,2601 HK,-,,"613,896","$3,216,570",0.01%,
LISTED EQUITY,-,-,-,-,KONGSBERG GRUPPEN ASA,-,KOG NO,-,,"17,628","$3,208,933",0.01%,
LISTED EQUITY,-,-,-,-,GRUPO FINANCIERO BANORTE SAB DE CV,-,GFNORTEO MM,-,,"307,500","$3,199,965",0.01%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"1,186,016","$3,190,381",0.01%,
LISTED EQUITY,-,-,-,-,AXIS BANK LTD.,-,AXSB IN,-,,"157,118","$3,155,816",0.01%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"60,578","$3,138,900",0.01%,
LISTED EQUITY,-,-,-,-,TECHTRONIC INDUSTRIES CO. LTD.,-,669 HK,-,,"146,008","$3,111,686",0.01%,
LISTED EQUITY,-,-,-,-,"DELTA ELECTRONICS, INC.",-,2308 TT,-,,"146,663","$3,110,490",0.01%,
LISTED EQUITY,-,-,-,-,SCHNEIDER ELECTRIC SE,-,SU FP,-,,"7,666","$3,088,600",0.01%,
LISTED EQUITY,-,-,-,-,CHINA TOWER CORP. LTD.,-,788 HK,-,,"13,217,582","$3,077,993",0.01%,
LISTED EQUITY,-,-,-,-,SBI LIFE INSURANCE CO. LTD.,-,SBILIFE IN,-,,"117,285","$3,076,387",0.01%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,"3,214","$3,072,044",0.01%,
LISTED EQUITY,-,-,-,-,YIFENG PHARMACY CHAIN CO. LTD.,-,603939 C1,-,,"574,811","$3,069,078",0.01%,
LISTED EQUITY,-,-,-,-,ELDERS LTD.,-,ELD AU,-,,"426,604","$3,054,487",0.01%,
LISTED EQUITY,-,-,-,-,BREVILLE GROUP LTD.,-,BRG AU,-,,"86,003","$3,042,787",0.01%,
LISTED EQUITY,-,-,-,-,ROCHE HOLDING AG,-,RO SW,-,,"6,306","$3,041,182",0.01%,
LISTED EQUITY,-,-,-,-,"CME GROUP, INC.",-,CME US,-,,"8,097","$3,037,279",0.01%,
LISTED EQUITY,-,-,-,-,PERSEUS MINING LTD.,-,PRU AU,-,,"1,180,603","$3,034,149",0.01%,
LISTED EQUITY,-,-,-,-,CAPITAL ONE FINANCIAL CORP.,-,COF US,-,,"10,523","$3,030,771",0.01%,
LISTED EQUITY,-,-,-,-,EICHER MOTORS LTD.,-,EIM IN,-,,"33,145","$3,015,090",0.01%,
LISTED EQUITY,-,-,-,-,FULL TRUCK ALLIANCE CO. LTD.,-,YMM US,-,,"169,757","$2,966,607",0.01%,
LISTED EQUITY,-,-,-,-,TORONTO-DOMINION BANK,-,TD CN,-,,"34,468","$2,962,350",0.01%,
LISTED EQUITY,-,-,-,-,"IDEXX LABORATORIES, INC.",-,IDXX US,-,,"4,432","$2,959,279",0.01%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,"30,928","$2,944,521",0.01%,
LISTED EQUITY,-,-,-,-,WEB TRAVEL GROUP LTD.,-,WEB AU,-,,"639,183","$2,933,850",0.01%,
LISTED EQUITY,-,-,-,-,TESCO PLC,-,TSCO LN,-,,"392,358","$2,923,019",0.01%,
LISTED EQUITY,-,-,-,-,EDWARDS LIFESCIENCES CORP.,-,EW US,-,,"24,378","$2,914,854",0.01%,
LISTED EQUITY,-,-,-,-,BAE SYSTEMS PLC,-,BA LN,-,,"125,465","$2,914,750",0.01%,
LISTED EQUITY,-,-,-,-,BOEING CO.,-,BA US,-,,"10,191","$2,913,233",0.01%,
LISTED EQUITY,-,-,-,-,WISE PLC,-,WISE LN,-,,"134,683","$2,904,143",0.01%,
LISTED EQUITY,-,-,-,-,"ENBRIDGE, INC.",-,ENB CN,-,,"42,385","$2,903,989",0.01%,
LISTED EQUITY,-,-,-,-,SUPER RETAIL GROUP LTD.,-,SUL AU,-,,"190,639","$2,893,896",0.01%,
LISTED EQUITY,-,-,-,-,PREMIER INVESTMENTS LTD.,-,PMV AU,-,,"89,907","$2,888,693",0.01%,
LISTED EQUITY,-,-,-,-,SHINHAN FINANCIAL GROUP CO. LTD.,-,055550 KS,-,,"54,761","$2,862,768",0.01%,
LISTED EQUITY,-,-,-,-,NUCOR CORP.,-,NUE US,-,,"15,118","$2,849,660",0.01%,
LISTED EQUITY,-,-,-,-,FLIGHT CENTRE TRAVEL GROUP LTD.,-,FLT AU,-,,"170,077","$2,836,874",0.01%,
LISTED EQUITY,-,-,-,-,IMPERIAL OIL LTD.,-,IMO CN,-,,"28,379","$2,823,334",0.01%,
LISTED EQUITY,-,-,-,-,HF SINCLAIR CORP.,-,DINO US,-,,"49,668","$2,811,687",0.01%,
LISTED EQUITY,-,-,-,-,MASCO CORP.,-,MAS US,-,,"23,956","$2,807,898",0.01%,
LISTED EQUITY,-,-,-,-,BANGKOK DUSIT MEDICAL SERVICES PCL,-,BDMSF TB,-,,"2,397,336","$2,782,328",0.01%,
LISTED EQUITY,-,-,-,-,DE GREY MINING LTD.,-,DEG AU,-,,"1,573,885","$2,777,905",0.01%,
LISTED EQUITY,-,-,-,-,LOCALIZA RENT A CAR SA,-,RENT3 BZ,-,,"327,348","$2,755,704",0.01%,
LISTED EQUITY,-,-,-,-,ZURICH INSURANCE GROUP AG,-,ZURN SW,-,,"2,866","$2,752,432",0.01%,
LISTED EQUITY,-,-,-,-,BOSIDENG INTERNATIONAL HOLDINGS LTD.,-,3998 HK,-,,"3,408,587","$2,749,816",0.01%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION BRANDS, INC.",-,STZ US,-,,"7,676","$2,739,948",0.01%,
LISTED EQUITY,-,-,-,-,GEBERIT AG,-,GEBN SW,-,,"2,951","$2,707,086",0.01%,
LISTED EQUITY,-,-,-,-,INTEL CORP.,-,INTC US,-,,"83,496","$2,703,863",0.01%,
LISTED EQUITY,-,-,-,-,VIVA ENERGY GROUP LTD.,-,VEA AU,-,,"1,019,708","$2,681,833",0.01%,
LISTED EQUITY,-,-,-,-,KINROSS GOLD CORP.,-,K CN,-,,"178,840","$2,681,213",0.01%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"51,366","$2,677,210",0.01%,
LISTED EQUITY,-,-,-,-,EMPIRE CO. LTD.,-,EMPA CN,-,,"54,022","$2,662,671",0.01%,
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOA SS,-,,"106,739","$2,634,505",0.01%,
LISTED EQUITY,-,-,-,-,HIKMA PHARMACEUTICALS PLC,-,HIK LN,-,,"64,936","$2,617,831",0.01%,
LISTED EQUITY,-,-,-,-,BP PLC,-,BP LN,-,,"327,994","$2,607,388",0.01%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,"3,487","$2,602,760",0.01%,
LISTED EQUITY,-,-,-,-,"CUMMINS, INC.",-,CMI US,-,,"4,612","$2,596,762",0.01%,
LISTED EQUITY,-,-,-,-,"MONDELEZ INTERNATIONAL, INC.",-,MDLZ US,-,,"26,867","$2,591,829",0.01%,
LISTED EQUITY,-,-,-,-,"TYSON FOODS, INC.",-,TSN US,-,,"27,812","$2,580,210",0.01%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"34,850","$2,558,272",0.01%,
LISTED EQUITY,-,-,-,-,HARGREAVES LANSDOWN PLC,-,HL LN,-,,"114,371","$2,540,190",0.01%,
LISTED EQUITY,-,-,-,-,SOCIETE GENERALE SA,-,GLE FP,-,,"55,663","$2,528,416",0.01%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,"8,109","$2,525,779",0.01%,
LISTED EQUITY,-,-,-,-,FINECOBANK BANCA FINECO SPA,-,FBK IM,-,,"89,474","$2,512,452",0.01%,
LISTED EQUITY,-,-,-,-,"ELECTRONIC ARTS, INC.",-,EA US,-,,"10,616","$2,508,345",0.01%,
LISTED EQUITY,-,-,-,-,"WASTE MANAGEMENT, INC.",-,WM US,-,,"7,655","$2,494,624",0.01%,
LISTED EQUITY,-,-,-,-,"GARTNER, INC.",-,IT US,-,,"3,186","$2,493,340",0.01%,
LISTED EQUITY,-,-,-,-,SAMSONITE INTERNATIONAL SA,-,1910 HK,-,,"550,576","$2,472,684",0.01%,
LISTED EQUITY,-,-,-,-,"KENVUE, INC.",-,KVUE US,-,,"71,534","$2,466,652",0.01%,
LISTED EQUITY,-,-,-,-,CENTENE CORP.,-,CNC US,-,,"25,142","$2,459,986",0.01%,
LISTED EQUITY,-,-,-,-,PRYSMIAN SPA,-,PRY IM,-,,"23,781","$2,452,361",0.01%,
LISTED EQUITY,-,-,-,-,FIVE-STAR BUSINESS FINANCE LTD.,-,FIVESTAR IN,-,,"167,918","$2,451,237",0.01%,
LISTED EQUITY,-,-,-,-,"CARDINAL HEALTH, INC.",-,CAH US,-,,"12,802","$2,445,409",0.01%,
LISTED EQUITY,-,-,-,-,PANDORA AS,-,PNDORA DC,-,,"8,224","$2,429,107",0.01%,
LISTED EQUITY,-,-,-,-,ASICS CORP.,-,7936 JP,-,,"75,711","$2,419,805",0.01%,
LISTED EQUITY,-,-,-,-,CAPGEMINI SE,-,CAP FP,-,,"9,140","$2,417,571",0.01%,
LISTED EQUITY,-,-,-,-,"CROWDSTRIKE HOLDINGS, INC.",-,CRWD US,-,,"4,373","$2,417,129",0.01%,
LISTED EQUITY,-,-,-,-,CAPITEC BANK HOLDINGS LTD.,-,CPI SJ,-,,"9,009","$2,416,982",0.01%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"25,966","$2,409,202",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF CHINA LTD.,-,3988 HK,-,,"2,891,293","$2,386,602",0.01%,
LISTED EQUITY,-,-,-,-,MARUTI SUZUKI INDIA LTD.,-,MSIL IN,-,,"11,651","$2,386,579",0.01%,
LISTED EQUITY,-,-,-,-,ACCTON TECHNOLOGY CORP.,-,2345 TT,-,,"62,621","$2,384,720",0.01%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,"2,070","$2,381,781",0.01%,
LISTED EQUITY,-,-,-,-,"LIFE360, INC.",-,360 AU,-,,"105,506","$2,378,099",0.01%,
LISTED EQUITY,-,-,-,-,CHEVRON CORP.,-,CVX US,-,,"10,112","$2,365,557",0.01%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"30,510","$2,356,966",0.01%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,"3,623","$2,356,263",0.01%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,"5,748","$2,353,814",0.01%,
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,"4,613","$2,334,136",0.01%,
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,"7,622","$2,314,147",0.01%,
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,"12,574","$2,307,306",0.01%,
LISTED EQUITY,-,-,-,-,WARTSILA OYJ ABP,-,WRT1V FH,-,,"80,435","$2,301,690",0.01%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,"11,039","$2,301,549",0.01%,
LISTED EQUITY,-,-,-,-,"JOBY AVIATION, INC.",-,JOBY US,-,,"175,033","$2,298,347",0.01%,
LISTED EQUITY,-,-,-,-,PI INDUSTRIES LTD.,-,PI IN,-,,"32,870","$2,285,470",0.01%,
LISTED EQUITY,-,-,-,-,"TRANSDIGM GROUP, INC.",-,TDG US,-,,"1,114","$2,279,837",0.01%,
LISTED EQUITY,-,-,-,-,"DAI-ICHI LIFE HOLDINGS, INC.",-,8750 JP,-,,"52,218","$2,272,634",0.01%,
LISTED EQUITY,-,-,-,-,"LIVE NATION ENTERTAINMENT, INC.",-,LYV US,-,,"10,861","$2,271,669",0.01%,
LISTED EQUITY,-,-,-,-,UBS GROUP AG,-,UBSG SW,-,,"45,918","$2,269,265",0.01%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"45,451","$2,265,260",0.01%,
LISTED EQUITY,-,-,-,-,SANDVIK AB,-,SAND SS,-,,"77,599","$2,249,295",0.01%,
LISTED EQUITY,-,-,-,-,YIHAI INTERNATIONAL HOLDING LTD.,-,1579 HK,-,,"717,359","$2,249,237",0.01%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,"15,276","$2,242,980",0.01%,
LISTED EQUITY,-,-,-,-,CHAMPION IRON LTD.,-,CIA AU,-,,"386,927","$2,224,835",0.01%,
LISTED EQUITY,-,-,-,-,WESTGOLD RESOURCES LTD.,-,WGX AU,-,,"784,297","$2,219,558",0.01%,
LISTED EQUITY,-,-,-,-,"PPG INDUSTRIES, INC.",-,PPG US,-,,"11,473","$2,213,550",0.01%,
LISTED EQUITY,-,-,-,-,"SYMBOTIC, INC.",-,SYM US,-,,"57,465","$2,200,597",0.01%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"48,745","$2,180,131",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"25,085","$2,174,516",0.01%,
LISTED EQUITY,-,-,-,-,GENMAB AS,-,GMAB DC,-,,"6,431","$2,152,690",0.01%,
LISTED EQUITY,-,-,-,-,TYRO PAYMENTS LTD.,-,TYR AU,-,,"2,636,365","$2,148,637",0.01%,
LISTED EQUITY,-,-,-,-,COCA-COLA HBC AG,-,CCH LN,-,,"38,770","$2,142,479",0.01%,
LISTED EQUITY,-,-,-,-,"EPAM SYSTEMS, INC.",-,EPAM US,-,,"5,665","$2,139,365",0.01%,
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,"2,623","$2,136,738",0.01%,
LISTED EQUITY,-,-,-,-,"MARVELL TECHNOLOGY, INC.",-,MRVL US,-,,"11,946","$2,131,029",0.01%,
LISTED EQUITY,-,-,-,-,"FIDELITY NATIONAL FINANCIAL, INC.",-,FNF US,-,,"23,470","$2,128,157",0.01%,
LISTED EQUITY,-,-,-,-,AIR LIQUIDE SA,-,AI FP,-,,"8,095","$2,124,402",0.01%,
LISTED EQUITY,-,-,-,-,"TEXTRON, INC.",-,TXT US,-,,"17,160","$2,120,005",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,"13,417","$2,102,652",0.01%,
LISTED EQUITY,-,-,-,-,BAJAJ AUTO LTD.,-,BJAUT IN,-,,"12,664","$2,102,122",0.01%,
LISTED EQUITY,-,-,-,-,BANK MANDIRI PERSERO TBK. PT,-,BMRI IJ,-,,"3,671,950","$2,100,316",0.01%,
LISTED EQUITY,-,-,-,-,"LPL FINANCIAL HOLDINGS, INC.",-,LPLA US,-,,"3,982","$2,100,247",0.01%,
LISTED EQUITY,-,-,-,-,"DOMINO'S PIZZA, INC.",-,DPZ US,-,,"3,097","$2,099,034",0.01%,
LISTED EQUITY,-,-,-,-,"ROCKWELL AUTOMATION, INC.",-,ROK US,-,,"4,528","$2,089,990",0.01%,
LISTED EQUITY,-,-,-,-,"KKR & CO., INC.",-,KKR US,-,,"8,730","$2,085,434",0.01%,
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,"4,540","$2,081,615",0.01%,
LISTED EQUITY,-,-,-,-,"EBAY, INC.",-,EBAY US,-,,"20,781","$2,079,285",0.01%,
LISTED EQUITY,-,-,-,-,GENESIS MINERALS LTD.,-,GMD AU,-,,"841,757","$2,079,139",0.01%,
LISTED EQUITY,-,-,-,-,KEYENCE CORP.,-,6861 JP,-,,"3,125","$2,076,012",0.01%,
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,"4,418","$2,069,414",0.01%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"23,620","$2,064,594",0.01%,
LISTED EQUITY,-,-,-,-,PICC PROPERTY & CASUALTY CO. LTD.,-,2328 HK,-,,"805,639","$2,053,660",0.01%,
LISTED EQUITY,-,-,-,-,"GE VERNOVA, INC.",-,GEV US,-,,"3,852","$2,046,316",0.01%,
LISTED EQUITY,-,-,-,-,ROCKWOOL AS,-,ROCKB DC,-,,"3,559","$2,037,048",0.01%,
LISTED EQUITY,-,-,-,-,AIR CANADA,-,AC CN,-,,"80,920","$2,022,860",0.01%,
LISTED EQUITY,-,-,-,-,NORSK HYDRO ASA,-,NHY NO,-,,"227,052","$2,019,348",0.01%,
LISTED EQUITY,-,-,-,-,RAMELIUS RESOURCES LTD.,-,RMS AU,-,,"972,020","$2,012,081",0.01%,
LISTED EQUITY,-,-,-,-,"ULTA BEAUTY, INC.",-,ULTA US,-,,"2,864","$2,011,756",0.01%,
LISTED EQUITY,-,-,-,-,AXA SA,-,CS FP,-,,"34,996","$2,008,731",0.01%,
LISTED EQUITY,-,-,-,-,KAROON ENERGY LTD.,-,KAR AU,-,,"1,435,020","$1,994,678",0.01%,
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,"7,437","$1,983,889",0.01%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,"13,261","$1,981,677",0.01%,
LISTED EQUITY,-,-,-,-,GENERAL MOTORS CO.,-,GM US,-,,"23,014","$1,980,048",0.01%,
LISTED EQUITY,-,-,-,-,ESSITY AB,-,ESSITYB SS,-,,"45,738","$1,976,966",0.01%,
LISTED EQUITY,-,-,-,-,"PINTEREST, INC.",-,PINS US,-,,"42,169","$1,975,101",0.01%,
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,"3,840","$1,960,219",0.01%,
LISTED EQUITY,-,-,-,-,"WYNDHAM HOTELS & RESORTS, INC.",-,WH US,-,,"11,939","$1,943,599",0.01%,
LISTED EQUITY,-,-,-,-,CAPRICORN METALS LTD.,-,CMM AU,-,,"308,597","$1,937,990",0.01%,
LISTED EQUITY,-,-,-,-,GOLD ROAD RESOURCES LTD.,-,GOR AU,-,,"943,379","$1,933,927",0.01%,
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"252,595","$1,928,295",0.01%,
LISTED EQUITY,-,-,-,-,LA FRANCAISE DES JEUX SACA,-,FDJ FP,-,,"30,944","$1,926,240",0.01%,
LISTED EQUITY,-,-,-,-,ABB LTD.,-,ABBN SW,-,,"22,025","$1,926,141",0.01%,
LISTED EQUITY,-,-,-,-,"KNIGHT-SWIFT TRANSPORTATION HOLDINGS, INC.",-,KNX US,-,,"22,424","$1,920,944",0.01%,
LISTED EQUITY,-,-,-,-,DOVER CORP.,-,DOV US,-,,"6,340","$1,920,912",0.01%,
LISTED EQUITY,-,-,-,-,SINGAPORE TECHNOLOGIES ENGINEERING LTD.,-,STE SP,-,,"345,139","$1,904,169",0.01%,
LISTED EQUITY,-,-,-,-,L'OREAL SA,-,OR FP,-,,"3,325","$1,901,026",0.01%,
LISTED EQUITY,-,-,-,-,"MISUMI GROUP, INC.",-,9962 JP,-,,"75,288","$1,899,492",0.01%,
LISTED EQUITY,-,-,-,-,AMPHENOL CORP.,-,APH US,-,,"16,926","$1,898,577",0.01%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"98,449","$1,891,839",0.01%,
LISTED EQUITY,-,-,-,-,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",-,CRL US,-,,"6,343","$1,891,139",0.01%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"47,302","$1,882,715",0.01%,
LISTED EQUITY,-,-,-,-,"FIRST SOLAR, INC.",-,FSLR US,-,,"6,605","$1,880,061",0.01%,
LISTED EQUITY,-,-,-,-,SINGAPORE EXCHANGE LTD.,-,SGX SP,-,,"124,434","$1,876,871",0.01%,
LISTED EQUITY,-,-,-,-,CANADIAN IMPERIAL BANK OF COMMERCE,-,CM CN,-,,"18,365","$1,875,418",0.01%,
LISTED EQUITY,-,-,-,-,CONSTELLATION ENERGY CORP.,-,CEG US,-,,"5,184","$1,873,039",0.01%,
LISTED EQUITY,-,-,-,-,GRAINCORP LTD.,-,GNC AU,-,,"254,839","$1,870,524",0.01%,
LISTED EQUITY,-,-,-,-,"CADENCE DESIGN SYSTEMS, INC.",-,CDNS US,-,,"3,832","$1,859,761",0.01%,
LISTED EQUITY,-,-,-,-,EVERSOURCE ENERGY,-,ES US,-,,"19,980","$1,853,333",0.01%,
LISTED EQUITY,-,-,-,-,MITSUBISHI CORP.,-,8058 JP,-,,"69,047","$1,847,780",0.01%,
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"25,484","$1,847,628",0.01%,
LISTED EQUITY,-,-,-,-,"SK HYNIX, INC.",-,000660 KS,-,,"9,680","$1,846,845",0.01%,
LISTED EQUITY,-,-,-,-,TRUIST FINANCIAL CORP.,-,TFC US,-,,"26,338","$1,845,333",0.01%,
LISTED EQUITY,-,-,-,-,"ALIMENTATION COUCHE-TARD, INC.",-,ATD CN,-,,"20,522","$1,837,225",0.01%,
LISTED EQUITY,-,-,-,-,BANK OF NEW YORK MELLON CORP.,-,BK US,-,,"14,783","$1,834,388",0.01%,
LISTED EQUITY,-,-,-,-,SHELL PLC,-,SHEL LN,-,,"36,571","$1,831,632",0.01%,
LISTED EQUITY,-,-,-,-,EQT CORP.,-,EQT US,-,,"24,566","$1,829,451",0.01%,
LISTED EQUITY,-,-,-,-,SKYCITY ENTERTAINMENT GROUP LTD.,-,SKC AU,-,,"1,392,877","$1,824,669",0.01%,
LISTED EQUITY,-,-,-,-,"ONEOK, INC.",-,OKE US,-,,"11,245","$1,823,528",0.01%,
LISTED EQUITY,-,-,-,-,DAIKIN INDUSTRIES LTD.,-,6367 JP,-,,"9,404","$1,803,359",0.01%,
LISTED EQUITY,-,-,-,-,"KB FINANCIAL GROUP, INC.",-,105560 KS,-,,"19,814","$1,802,151",0.01%,
LISTED EQUITY,-,-,-,-,"KINDER MORGAN, INC.",-,KMI US,-,,"40,685","$1,800,520",0.01%,
LISTED EQUITY,-,-,-,-,SKANDINAVISKA ENSKILDA BANKEN AB,-,SEBA SS,-,,"81,316","$1,800,167",0.01%,
LISTED EQUITY,-,-,-,-,IPSEN SA,-,IPN FP,-,,"9,709","$1,797,599",0.01%,
