PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCBALINDX] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,"GILEAD SCIENCES, INC.",-,GILD US,-,,"1,680","$250,552",0.08%,
LISTED EQUITY,-,-,-,-,CHARLES SCHWAB CORP.,-,SCHW US,-,,"2,089","$249,721",0.08%,
LISTED EQUITY,-,-,-,-,BRISTOL-MYERS SQUIBB CO.,-,BMY US,-,,"2,732","$249,575",0.08%,
LISTED EQUITY,-,-,-,-,HITACHI LTD.,-,6501 JP,-,,"6,161","$249,257",0.08%,
LISTED EQUITY,-,-,-,-,"PALO ALTO NETWORKS, INC.",-,PANW US,-,,848,"$249,129",0.08%,
LISTED EQUITY,-,-,-,-,WORLEY LTD.,-,WOR AU,-,,"18,062","$247,450",0.08%,
LISTED EQUITY,-,-,-,-,"T-MOBILE U.S., INC.",-,TMUS US,-,,694,"$247,260",0.08%,
LISTED EQUITY,-,-,-,-,"UBER TECHNOLOGIES, INC.",-,UBER US,-,,"2,534","$246,845",0.08%,
LISTED EQUITY,-,-,-,-,ENDEAVOUR GROUP LTD.,-,EDV AU,-,,"58,522","$245,791",0.08%,
LISTED EQUITY,-,-,-,-,RAMSAY HEALTH CARE LTD.,-,RHC AU,-,,"7,062","$243,915",0.08%,
LISTED EQUITY,-,-,-,-,DEERE & CO.,-,DE US,-,,354,"$242,282",0.08%,
LISTED EQUITY,-,-,-,-,PILBARA MINERALS LTD.,-,PLS AU,-,,"109,915","$240,715",0.08%,
LISTED EQUITY,-,-,-,-,FISHER & PAYKEL HEALTHCARE CORP. LTD.,-,FPH AU,-,,"6,808","$237,924",0.08%,
LISTED EQUITY,-,-,-,-,TELIX PHARMACEUTICALS LTD.,-,TLX AU,-,,"9,649","$237,473",0.08%,
LISTED EQUITY,-,-,-,-,STEADFAST GROUP LTD.,-,SDF AU,-,,"40,560","$235,248",0.08%,
LISTED EQUITY,-,-,-,-,SANOFI SA,-,SAN FP,-,,"1,501","$235,206",0.08%,
LISTED EQUITY,-,-,-,-,"ANALOG DEVICES, INC.",-,ADI US,-,,680,"$233,115",0.08%,
LISTED EQUITY,-,-,-,-,MINERAL RESOURCES LTD.,-,MIN AU,-,,"6,800","$232,906",0.08%,
LISTED EQUITY,-,-,-,-,CHUBB LTD.,-,CB US,-,,520,"$231,836",0.07%,
LISTED EQUITY,-,-,-,-,RECRUIT HOLDINGS CO. LTD.,-,6098 JP,-,,"1,999","$228,946",0.07%,
LISTED EQUITY,-,-,-,-,AURIZON HOLDINGS LTD.,-,AZJ AU,-,,"70,250","$228,314",0.07%,
LISTED EQUITY,-,-,-,-,"MARSH & MCLENNAN COS., INC.",-,MMC US,-,,661,"$226,647",0.07%,
LISTED EQUITY,-,-,-,-,DEUTSCHE TELEKOM AG,-,DTE GR,-,,"4,691","$226,638",0.07%,
LISTED EQUITY,-,-,-,-,CLEANAWAY WASTE MANAGEMENT LTD.,-,CWY AU,-,,"85,429","$226,387",0.07%,
LISTED EQUITY,-,-,-,-,LOCKHEED MARTIN CORP.,-,LMT US,-,,287,"$224,834",0.07%,
LISTED EQUITY,-,-,-,-,MEDTRONIC PLC,-,MDT US,-,,"1,726","$222,654",0.07%,
LISTED EQUITY,-,-,-,-,STARBUCKS CORP.,-,SBUX US,-,,"1,493","$219,936",0.07%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,337,"$219,274",0.07%,
LISTED EQUITY,-,-,-,-,LYNAS RARE EARTHS LTD.,-,LYC AU,-,,"33,979","$218,484",0.07%,
LISTED EQUITY,-,-,-,-,HUB24 LTD.,-,HUB AU,-,,"3,133","$218,024",0.07%,
LISTED EQUITY,-,-,-,-,UBS GROUP AG,-,UBSG SW,-,,"4,323","$213,631",0.07%,
LISTED EQUITY,-,-,-,-,"MARVELL TECHNOLOGY, INC.",-,MRVL US,-,,"1,172","$208,980",0.07%,
LISTED EQUITY,-,-,-,-,AIR LIQUIDE SA,-,AI FP,-,,793,"$208,128",0.07%,
LISTED EQUITY,-,-,-,-,AIRBUS SE,-,AIR FP,-,,796,"$206,157",0.07%,
LISTED EQUITY,-,-,-,-,EBOS GROUP LTD.,-,EBO AU,-,,"5,918","$201,146",0.06%,
LISTED EQUITY,-,-,-,-,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",-,8316 JP,-,,"5,200","$201,127",0.06%,
LISTED EQUITY,-,-,-,-,"ENBRIDGE, INC.",-,ENB CN,-,,"2,935","$201,083",0.06%,
LISTED EQUITY,-,-,-,-,"UNITED PARCEL SERVICE, INC.",-,UPS US,-,,986,"$200,764",0.06%,
LISTED EQUITY,-,-,-,-,"KKR & CO., INC.",-,KKR US,-,,835,"$199,446",0.06%,
LISTED EQUITY,-,-,-,-,LAM RESEARCH CORP.,-,LRCX US,-,,"1,703","$198,578",0.06%,
LISTED EQUITY,-,-,-,-,"MICRON TECHNOLOGY, INC.",-,MU US,-,,"1,441","$195,785",0.06%,
LISTED EQUITY,-,-,-,-,"GE VERNOVA, INC.",-,GEV US,-,,367,"$195,096",0.06%,
LISTED EQUITY,-,-,-,-,REECE LTD.,-,REH AU,-,,"8,707","$194,872",0.06%,
LISTED EQUITY,-,-,-,-,TORONTO-DOMINION BANK,-,TD CN,-,,"2,262","$194,464",0.06%,
LISTED EQUITY,-,-,-,-,"NIKE, INC.",-,NKE US,-,,"1,583","$193,502",0.06%,
LISTED EQUITY,-,-,-,-,ANSELL LTD.,-,ANN AU,-,,"5,593","$189,168",0.06%,
LISTED EQUITY,-,-,-,-,"INTERCONTINENTAL EXCHANGE, INC.",-,ICE US,-,,774,"$186,313",0.06%,
LISTED EQUITY,-,-,-,-,ZURICH INSURANCE GROUP AG,-,ZURN SW,-,,193,"$185,096",0.06%,
LISTED EQUITY,-,-,-,-,ABB LTD.,-,ABBN SW,-,,"2,115","$184,968",0.06%,
LISTED EQUITY,-,-,-,-,AIA GROUP LTD.,-,1299 HK,-,,"15,673","$183,464",0.06%,
LISTED EQUITY,-,-,-,-,"PAYPAL HOLDINGS, INC.",-,PYPL US,-,,"1,330","$183,349",0.06%,
LISTED EQUITY,-,-,-,-,"CME GROUP, INC.",-,CME US,-,,487,"$182,557",0.06%,
LISTED EQUITY,-,-,-,-,L'OREAL SA,-,OR FP,-,,319,"$182,458",0.06%,
LISTED EQUITY,-,-,-,-,INTEL CORP.,-,INTC US,-,,"5,613","$181,750",0.06%,
LISTED EQUITY,-,-,-,-,IBERDROLA SA,-,IBE SM,-,,"8,161","$181,549",0.06%,
LISTED EQUITY,-,-,-,-,"CADENCE DESIGN SYSTEMS, INC.",-,CDNS US,-,,373,"$180,973",0.06%,
LISTED EQUITY,-,-,-,-,"ELEVANCE HEALTH, INC.",-,ELV US,-,,303,"$180,549",0.06%,
LISTED EQUITY,-,-,-,-,AMPHENOL CORP.,-,APH US,-,,"1,594","$178,748",0.06%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"2,430","$178,391",0.06%,
LISTED EQUITY,-,-,-,-,KLA CORP.,-,KLAC US,-,,175,"$178,201",0.06%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,431,"$176,438",0.06%,
LISTED EQUITY,-,-,-,-,"MONDELEZ INTERNATIONAL, INC.",-,MDLZ US,-,,"1,811","$174,724",0.06%,
LISTED EQUITY,-,-,-,-,"CHIPOTLE MEXICAN GRILL, INC.",-,CMG US,-,,"1,793","$174,637",0.06%,
LISTED EQUITY,-,-,-,-,CIE FINANCIERE RICHEMONT SA,-,CFR SW,-,,710,"$174,538",0.06%,
LISTED EQUITY,-,-,-,-,TRANE TECHNOLOGIES PLC,-,TT US,-,,291,"$173,438",0.06%,
LISTED EQUITY,-,-,-,-,SHERWIN-WILLIAMS CO.,-,SHW US,-,,315,"$173,051",0.06%,
LISTED EQUITY,-,-,-,-,BP PLC,-,BP LN,-,,"21,760","$172,985",0.06%,
LISTED EQUITY,-,-,-,-,"WASTE MANAGEMENT, INC.",-,WM US,-,,529,"$172,596",0.06%,
LISTED EQUITY,-,-,-,-,"CROWDSTRIKE HOLDINGS, INC.",-,CRWD US,-,,313,"$172,554",0.06%,
LISTED EQUITY,-,-,-,-,HERMES INTERNATIONAL SCA,-,RMS FP,-,,44,"$172,519",0.06%,
LISTED EQUITY,-,-,-,-,BANK OF QUEENSLAND LTD.,-,BOQ AU,-,,"25,743","$172,481",0.06%,
LISTED EQUITY,-,-,-,-,KEYENCE CORP.,-,6861 JP,-,,258,"$171,665",0.06%,
LISTED EQUITY,-,-,-,-,CIGNA GROUP,-,CI US,-,,384,"$171,217",0.06%,
LISTED EQUITY,-,-,-,-,PARKER-HANNIFIN CORP.,-,PH US,-,,166,"$169,853",0.05%,
LISTED EQUITY,-,-,-,-,"MERCADOLIBRE, INC.",-,MELI US,-,,61,"$169,413",0.05%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"1,804","$167,459",0.05%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,144,"$165,458",0.05%,
LISTED EQUITY,-,-,-,-,MOODY'S CORP.,-,MCO US,-,,216,"$165,254",0.05%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,221,"$165,215",0.05%,
LISTED EQUITY,-,-,-,-,A2 MILK CO. LTD.,-,A2M AU,-,,"28,575","$165,161",0.05%,
LISTED EQUITY,-,-,-,-,"SYNOPSYS, INC.",-,SNPS US,-,,207,"$162,646",0.05%,
LISTED EQUITY,-,-,-,-,SAFRAN SA,-,SAF FP,-,,458,"$162,521",0.05%,
LISTED EQUITY,-,-,-,-,ESSILORLUXOTTICA SA,-,EL FP,-,,410,"$161,648",0.05%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,516,"$160,934",0.05%,
LISTED EQUITY,-,-,-,-,"ZOETIS, INC.",-,ZTS US,-,,609,"$160,216",0.05%,
LISTED EQUITY,-,-,-,-,BLUESCOPE STEEL LTD.,-,BSL AU,-,,"8,524","$159,322",0.05%,
LISTED EQUITY,-,-,-,-,SANDFIRE RESOURCES LTD.,-,SFR AU,-,,"17,059","$158,305",0.05%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"2,040","$157,604",0.05%,
LISTED EQUITY,-,-,-,-,MCKESSON CORP.,-,MCK US,-,,171,"$156,567",0.05%,
LISTED EQUITY,-,-,-,-,APPLOVIN CORP.,-,APP US,-,,298,"$155,736",0.05%,
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,988,"$154,827",0.05%,
LISTED EQUITY,-,-,-,-,RIO TINTO PLC,-,RIO LN,-,,"1,616","$154,371",0.05%,
LISTED EQUITY,-,-,-,-,GSK PLC,-,GSK LN,-,,"5,666","$154,338",0.05%,
LISTED EQUITY,-,-,-,-,DIAGEO PLC,-,DGE LN,-,,"3,005","$154,206",0.05%,
LISTED EQUITY,-,-,-,-,CONSTELLATION ENERGY CORP.,-,CEG US,-,,427,"$154,170",0.05%,
LISTED EQUITY,-,-,-,-,AMP LTD.,-,AMP AU,-,,"97,108","$153,916",0.05%,
LISTED EQUITY,-,-,-,-,"TOKIO MARINE HOLDINGS, INC.",-,8766 JP,-,,"2,608","$153,494",0.05%,
LISTED EQUITY,-,-,-,-,TOKYO ELECTRON LTD.,-,8035 JP,-,,615,"$152,854",0.05%,
LISTED EQUITY,-,-,-,-,SIGMA HEALTHCARE LTD.,-,SIG AU,-,,"58,242","$152,595",0.05%,
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,186,"$151,520",0.05%,
LISTED EQUITY,-,-,-,-,BANCO SANTANDER SA,-,SAN SM,-,,"20,166","$150,573",0.05%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,722,"$150,547",0.05%,
LISTED EQUITY,-,-,-,-,EMERSON ELECTRIC CO.,-,EMR US,-,,752,"$150,541",0.05%,
LISTED EQUITY,-,-,-,-,"TRANSDIGM GROUP, INC.",-,TDG US,-,,73,"$149,388",0.05%,
LISTED EQUITY,-,-,-,-,CAPITAL ONE FINANCIAL CORP.,-,COF US,-,,515,"$148,107",0.05%,
LISTED EQUITY,-,-,-,-,CANADIAN PACIFIC KANSAS CITY LTD.,-,CP CN,-,,"1,265","$147,846",0.05%,
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,77,"$147,611",0.05%,
LISTED EQUITY,-,-,-,-,RELIANCE WORLDWIDE CORP. LTD.,-,RWC AU,-,,"29,326","$147,217",0.05%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"2,937","$146,360",0.05%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,996,"$146,243",0.05%,
LISTED EQUITY,-,-,-,-,"EOG RESOURCES, INC.",-,EOG US,-,,736,"$145,661",0.05%,
LISTED EQUITY,-,-,-,-,ZIP CO. LTD.,-,ZIP AU,-,,"49,085","$145,292",0.05%,
LISTED EQUITY,-,-,-,-,FAST RETAILING CO. LTD.,-,9983 JP,-,,261,"$144,479",0.05%,
LISTED EQUITY,-,-,-,-,BNP PARIBAS SA,-,BNP FP,-,,"1,450","$143,552",0.05%,
LISTED EQUITY,-,-,-,-,AON PLC,-,AON US,-,,248,"$143,495",0.05%,
LISTED EQUITY,-,-,-,-,LONDON STOCK EXCHANGE GROUP PLC,-,LSEG LN,-,,624,"$142,355",0.05%,
LISTED EQUITY,-,-,-,-,"MARRIOTT INTERNATIONAL, INC.",-,MAR US,-,,315,"$142,145",0.05%,
LISTED EQUITY,-,-,-,-,CINTAS CORP.,-,CTAS US,-,,481,"$141,750",0.05%,
LISTED EQUITY,-,-,-,-,PERSEUS MINING LTD.,-,PRU AU,-,,"55,109","$141,630",0.05%,
LISTED EQUITY,-,-,-,-,CANADIAN IMPERIAL BANK OF COMMERCE,-,CM CN,-,,"1,385","$141,390",0.05%,
LISTED EQUITY,-,-,-,-,"LIFE360, INC.",-,360 AU,-,,"6,267","$141,252",0.05%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"1,628","$141,135",0.05%,
LISTED EQUITY,-,-,-,-,SPOTIFY TECHNOLOGY SA,-,SPOT US,-,,193,"$139,957",0.05%,
LISTED EQUITY,-,-,-,-,AXA SA,-,CS FP,-,,"2,431","$139,528",0.05%,
LISTED EQUITY,-,-,-,-,"AUTODESK, INC.",-,ADSK US,-,,292,"$139,160",0.04%,
LISTED EQUITY,-,-,-,-,DOWNER EDI LTD.,-,DOW AU,-,,"26,328","$138,221",0.04%,
LISTED EQUITY,-,-,-,-,BECTON DICKINSON & CO.,-,BDX US,-,,377,"$138,089",0.04%,
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,301,"$137,780",0.04%,
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,303,"$137,609",0.04%,
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,293,"$137,009",0.04%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"1,566","$136,920",0.04%,
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,510,"$136,242",0.04%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION SOFTWARE, INC.",-,CSU CN,-,,27,"$135,543",0.04%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,902,"$134,819",0.04%,
LISTED EQUITY,-,-,-,-,NETWEALTH GROUP LTD.,-,NWL AU,-,,"4,669","$134,230",0.04%,
LISTED EQUITY,-,-,-,-,ROLLS-ROYCE HOLDINGS PLC,-,RR LN,-,,"11,667","$134,187",0.04%,
LISTED EQUITY,-,-,-,-,PINNACLE INVESTMENT MANAGEMENT GROUP LTD.,-,PNI AU,-,,"5,863","$133,981",0.04%,
LISTED EQUITY,-,-,-,-,TARGET CORP.,-,TGT US,-,,613,"$133,816",0.04%,
LISTED EQUITY,-,-,-,-,"HILTON WORLDWIDE HOLDINGS, INC.",-,HLT US,-,,334,"$133,175",0.04%,
LISTED EQUITY,-,-,-,-,"FORTINET, INC.",-,FTNT US,-,,871,"$132,891",0.04%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"2,543","$132,497",0.04%,
LISTED EQUITY,-,-,-,-,BREVILLE GROUP LTD.,-,BRG AU,-,,"3,744","$132,459",0.04%,
LISTED EQUITY,-,-,-,-,GENERAL MOTORS CO.,-,GM US,-,,"1,535","$132,095",0.04%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,"1,384","$131,760",0.04%,
LISTED EQUITY,-,-,-,-,AUB GROUP LTD.,-,AUB AU,-,,"4,206","$131,240",0.04%,
LISTED EQUITY,-,-,-,-,DBS GROUP HOLDINGS LTD.,-,DBS SP,-,,"2,522","$130,546",0.04%,
LISTED EQUITY,-,-,-,-,"ONEOK, INC.",-,OKE US,-,,802,"$130,180",0.04%,
LISTED EQUITY,-,-,-,-,ORORA LTD.,-,ORA AU,-,,"52,359","$128,802",0.04%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"3,227","$128,421",0.04%,
LISTED EQUITY,-,-,-,-,UNICREDIT SPA,-,UCG IM,-,,"1,987","$128,046",0.04%,
LISTED EQUITY,-,-,-,-,ITOCHU CORP.,-,8001 JP,-,,"1,584","$127,499",0.04%,
LISTED EQUITY,-,-,-,-,"LIGHT & WONDER, INC.",-,LNW AU,-,,929,"$127,432",0.04%,
LISTED EQUITY,-,-,-,-,SHIN-ETSU CHEMICAL CO. LTD.,-,4063 JP,-,,"2,325","$126,553",0.04%,
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,25,"$126,542",0.04%,
LISTED EQUITY,-,-,-,-,"ECOLAB, INC.",-,ECL US,-,,332,"$125,553",0.04%,
LISTED EQUITY,-,-,-,-,IDP EDUCATION LTD.,-,IEL AU,-,,"9,930","$125,418",0.04%,
LISTED EQUITY,-,-,-,-,"AFLAC, INC.",-,AFL US,-,,748,"$124,936",0.04%,
LISTED EQUITY,-,-,-,-,"AIRBNB, INC.",-,ABNB US,-,,589,"$124,928",0.04%,
LISTED EQUITY,-,-,-,-,DE GREY MINING LTD.,-,DEG AU,-,,"70,605","$124,618",0.04%,
LISTED EQUITY,-,-,-,-,CARRIER GLOBAL CORP.,-,CARR US,-,,"1,126","$124,159",0.04%,
LISTED EQUITY,-,-,-,-,COMPASS GROUP PLC,-,CPG LN,-,,"2,301","$123,886",0.04%,
LISTED EQUITY,-,-,-,-,IGO LTD.,-,IGO AU,-,,"25,959","$123,823",0.04%,
LISTED EQUITY,-,-,-,-,INTESA SANPAOLO SPA,-,ISP IM,-,,"19,147","$123,706",0.04%,
LISTED EQUITY,-,-,-,-,CHALLENGER LTD.,-,CGF AU,-,,"20,500","$123,207",0.04%,
LISTED EQUITY,-,-,-,-,ALCOA CORP.,-,AAI AU,-,,"2,065","$122,475",0.04%,
LISTED EQUITY,-,-,-,-,"PACCAR, INC.",-,PCAR US,-,,729,"$122,441",0.04%,
LISTED EQUITY,-,-,-,-,FLIGHT CENTRE TRAVEL GROUP LTD.,-,FLT AU,-,,"7,332","$122,297",0.04%,
LISTED EQUITY,-,-,-,-,"HCA HEALTHCARE, INC.",-,HCA US,-,,251,"$121,805",0.04%,
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"1,675","$121,462",0.04%,
LISTED EQUITY,-,-,-,-,TRUIST FINANCIAL CORP.,-,TFC US,-,,"1,732","$121,371",0.04%,
LISTED EQUITY,-,-,-,-,SOFTBANK GROUP CORP.,-,9984 JP,-,,"1,286","$121,322",0.04%,
LISTED EQUITY,-,-,-,-,PROSUS NV,-,PRX NA,-,,"1,892","$121,314",0.04%,
LISTED EQUITY,-,-,-,-,ROYAL CARIBBEAN CRUISES LTD.,-,RCL US,-,,325,"$121,255",0.04%,
LISTED EQUITY,-,-,-,-,INDUSTRIA DE DISENO TEXTIL SA,-,ITX SM,-,,"1,460","$121,168",0.04%,
LISTED EQUITY,-,-,-,-,MITSUBISHI CORP.,-,8058 JP,-,,"4,525","$121,090",0.04%,
LISTED EQUITY,-,-,-,-,BANCO BILBAO VIZCAYA ARGENTARIA SA,-,BBVA SM,-,,"7,638","$120,744",0.04%,
LISTED EQUITY,-,-,-,-,"KINDER MORGAN, INC.",-,KMI US,-,,"2,716","$120,192",0.04%,
LISTED EQUITY,-,-,-,-,"ROPER TECHNOLOGIES, INC.",-,ROP US,-,,143,"$120,078",0.04%,
LISTED EQUITY,-,-,-,-,METCASH LTD.,-,MTS AU,-,,"38,730","$120,064",0.04%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"6,245","$119,998",0.04%,
LISTED EQUITY,-,-,-,-,BANK OF NEW YORK MELLON CORP.,-,BK US,-,,963,"$119,504",0.04%,
LISTED EQUITY,-,-,-,-,"WORKDAY, INC.",-,WDAY US,-,,287,"$119,486",0.04%,
LISTED EQUITY,-,-,-,-,"TRAVELERS COS., INC.",-,TRV US,-,,307,"$119,417",0.04%,
LISTED EQUITY,-,-,-,-,SEMPRA,-,SRE US,-,,841,"$119,119",0.04%,
LISTED EQUITY,-,-,-,-,"FREEPORT-MCMORAN, INC.",-,FCX US,-,,"1,936","$119,061",0.04%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"2,281","$118,175",0.04%,
LISTED EQUITY,-,-,-,-,PREMIER INVESTMENTS LTD.,-,PMV AU,-,,"3,662","$117,668",0.04%,
LISTED EQUITY,-,-,-,-,ARB CORP. LTD.,-,ARB AU,-,,"2,894","$117,532",0.04%,
LISTED EQUITY,-,-,-,-,CANADIAN NATIONAL RAILWAY CO.,-,CNR CN,-,,716,"$117,372",0.04%,
LISTED EQUITY,-,-,-,-,NXP SEMICONDUCTORS NV,-,NXPI US,-,,348,"$116,660",0.04%,
LISTED EQUITY,-,-,-,-,VIVA ENERGY GROUP LTD.,-,VEA AU,-,,"44,335","$116,600",0.04%,
LISTED EQUITY,-,-,-,-,MANULIFE FINANCIAL CORP.,-,MFC CN,-,,"2,347","$116,415",0.04%,
LISTED EQUITY,-,-,-,-,JOHNSON CONTROLS INTERNATIONAL PLC,-,JCI US,-,,911,"$116,038",0.04%,
LISTED EQUITY,-,-,-,-,PALADIN ENERGY LTD.,-,PDN AU,-,,"15,302","$115,682",0.04%,
LISTED EQUITY,-,-,-,-,MITSUI & CO. LTD.,-,8031 JP,-,,"3,396","$115,556",0.04%,
LISTED EQUITY,-,-,-,-,FERRARI NV,-,RACE IM,-,,167,"$115,280",0.04%,
LISTED EQUITY,-,-,-,-,"MICROSTRATEGY, INC.",-,MSTR US,-,,246,"$115,244",0.04%,
LISTED EQUITY,-,-,-,-,NORFOLK SOUTHERN CORP.,-,NSC US,-,,304,"$115,224",0.04%,
LISTED EQUITY,-,-,-,-,"AMERIPRISE FINANCIAL, INC.",-,AMP US,-,,133,"$114,826",0.04%,
LISTED EQUITY,-,-,-,-,VENTIA SERVICES GROUP PTY. LTD.,-,VNT AU,-,,"31,792","$114,451",0.04%,
LISTED EQUITY,-,-,-,-,"DOORDASH, INC.",-,DASH US,-,,422,"$114,377",0.04%,
LISTED EQUITY,-,-,-,-,SCHLUMBERGER NV,-,SLB US,-,,"1,845","$114,206",0.04%,
LISTED EQUITY,-,-,-,-,"TRADE DESK, INC.",-,TTD US,-,,602,"$114,126",0.04%,
LISTED EQUITY,-,-,-,-,ALLSTATE CORP.,-,ALL US,-,,363,"$112,966",0.04%,
LISTED EQUITY,-,-,-,-,ARCADIUM LITHIUM PLC,-,LTM AU,-,,"13,756","$112,800",0.04%,
LISTED EQUITY,-,-,-,-,ING GROEP NV,-,INGA NA,-,,"4,359","$110,305",0.04%,
LISTED EQUITY,-,-,-,-,MESOBLAST LTD.,-,MSB AU,-,,"35,086","$108,768",0.04%,
LISTED EQUITY,-,-,-,-,MARATHON PETROLEUM CORP.,-,MPC US,-,,480,"$108,203",0.03%,
LISTED EQUITY,-,-,-,-,VINCI SA,-,DG FP,-,,647,"$107,824",0.03%,
LISTED EQUITY,-,-,-,-,TC ENERGY CORP.,-,TRP CN,-,,"1,432","$107,673",0.03%,
LISTED EQUITY,-,-,-,-,"COPART, INC.",-,CPRT US,-,,"1,159","$107,445",0.03%,
LISTED EQUITY,-,-,-,-,WESTGOLD RESOURCES LTD.,-,WGX AU,-,,"37,819","$107,028",0.03%,
LISTED EQUITY,-,-,-,-,BARCLAYS PLC,-,BARC LN,-,,"19,588","$106,248",0.03%,
LISTED EQUITY,-,-,-,-,INCITEC PIVOT LTD.,-,IPL AU,-,,"36,108","$105,797",0.03%,
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,898,"$105,616",0.03%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"2,347","$104,965",0.03%,
LISTED EQUITY,-,-,-,-,PHILLIPS 66,-,PSX US,-,,570,"$104,925",0.03%,
LISTED EQUITY,-,-,-,-,"BLOCK, INC.",-,SQ US,-,,764,"$104,836",0.03%,
LISTED EQUITY,-,-,-,-,"CHENIERE ENERGY, INC.",-,LNG US,-,,299,"$103,516",0.03%,
LISTED EQUITY,-,-,-,-,"ROSS STORES, INC.",-,ROST US,-,,422,"$103,174",0.03%,
LISTED EQUITY,-,-,-,-,"PAYCHEX, INC.",-,PAYX US,-,,454,"$102,857",0.03%,
LISTED EQUITY,-,-,-,-,"MSCI, INC.",-,MSCI US,-,,105,"$102,405",0.03%,
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,254,"$102,158",0.03%,
LISTED EQUITY,-,-,-,-,"METLIFE, INC.",-,MET US,-,,769,"$101,808",0.03%,
LISTED EQUITY,-,-,-,-,"UNITED RENTALS, INC.",-,URI US,-,,88,"$101,052",0.03%,
LISTED EQUITY,-,-,-,-,DANONE SA,-,BN FP,-,,925,"$100,732",0.03%,
LISTED EQUITY,-,-,-,-,FAIR ISAAC CORP.,-,FICO US,-,,31,"$100,694",0.03%,
LISTED EQUITY,-,-,-,-,MITSUBISHI HEAVY INDUSTRIES LTD.,-,7011 JP,-,,"4,396","$100,443",0.03%,
LISTED EQUITY,-,-,-,-,HARVEY NORMAN HOLDINGS LTD.,-,HVN AU,-,,"21,473","$100,279",0.03%,
LISTED EQUITY,-,-,-,-,SWISS RE AG,-,SREN SW,-,,425,"$99,547",0.03%,
LISTED EQUITY,-,-,-,-,GENESIS MINERALS LTD.,-,GMD AU,-,,"40,283","$99,498",0.03%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BOERSE AG,-,DB1 GR,-,,268,"$99,453",0.03%,
