PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCCGRO] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,STEADFAST GROUP LTD.,-,SDF AU,-,,"24,970","$144,828",0.01%,
LISTED EQUITY,-,-,-,-,STARBUCKS CORP.,-,SBUX US,-,,982,"$144,631",0.01%,
LISTED EQUITY,-,-,-,-,DEUTSCHE TELEKOM AG,-,DTE GR,-,,"2,968","$143,382",0.01%,
LISTED EQUITY,-,-,-,-,CHINA PACIFIC INSURANCE GROUP CO. LTD.,-,2601 HK,-,,"27,364","$143,378",0.01%,
LISTED EQUITY,-,-,-,-,KONGSBERG GRUPPEN ASA,-,KOG NO,-,,786,"$143,038",0.01%,
LISTED EQUITY,-,-,-,-,REECE LTD.,-,REH AU,-,,"6,378","$142,745",0.01%,
LISTED EQUITY,-,-,-,-,GRUPO FINANCIERO BANORTE SAB DE CV,-,GFNORTEO MM,-,,"13,707","$142,638",0.01%,
LISTED EQUITY,-,-,-,-,FLEETPARTNERS GROUP LTD.,-,FPR AU,-,,"52,322","$140,747",0.01%,
LISTED EQUITY,-,-,-,-,AXIS BANK LTD.,-,AXSB IN,-,,"7,003","$140,670",0.01%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"2,700","$139,917",0.01%,
LISTED EQUITY,-,-,-,-,TECHTRONIC INDUSTRIES CO. LTD.,-,669 HK,-,,"6,509","$138,704",0.01%,
LISTED EQUITY,-,-,-,-,"DELTA ELECTRONICS, INC.",-,2308 TT,-,,"6,538","$138,650",0.01%,
LISTED EQUITY,-,-,-,-,SCHNEIDER ELECTRIC SE,-,SU FP,-,,342,"$137,674",0.01%,
LISTED EQUITY,-,-,-,-,CHINA TOWER CORP. LTD.,-,788 HK,-,,"589,173","$137,201",0.01%,
LISTED EQUITY,-,-,-,-,LATITUDE GROUP HOLDINGS LTD.,-,LFS AU,-,,"119,248","$137,135",0.01%,
LISTED EQUITY,-,-,-,-,SBI LIFE INSURANCE CO. LTD.,-,SBILIFE IN,-,,"5,228","$137,130",0.01%,
LISTED EQUITY,-,-,-,-,"MONOLITHIC POWER SYSTEMS, INC.",-,MPWR US,-,,143,"$136,936",0.01%,
LISTED EQUITY,-,-,-,-,YIFENG PHARMACY CHAIN CO. LTD.,-,603939 C1,-,,"25,622","$136,804",0.01%,
LISTED EQUITY,-,-,-,-,ROCHE HOLDING AG,-,RO SW,-,,281,"$135,560",0.01%,
LISTED EQUITY,-,-,-,-,"CME GROUP, INC.",-,CME US,-,,361,"$135,386",0.01%,
LISTED EQUITY,-,-,-,-,CAPITAL ONE FINANCIAL CORP.,-,COF US,-,,470,"$135,097",0.01%,
LISTED EQUITY,-,-,-,-,EICHER MOTORS LTD.,-,EIM IN,-,,"1,477","$134,398",0.01%,
LISTED EQUITY,-,-,-,-,LYNAS RARE EARTHS LTD.,-,LYC AU,-,,"20,687","$133,014",0.01%,
LISTED EQUITY,-,-,-,-,FULL TRUCK ALLIANCE CO. LTD.,-,YMM US,-,,"7,567","$132,236",0.01%,
LISTED EQUITY,-,-,-,-,TORONTO-DOMINION BANK,-,TD CN,-,,"1,536","$132,047",0.01%,
LISTED EQUITY,-,-,-,-,"IDEXX LABORATORIES, INC.",-,IDXX US,-,,197,"$131,910",0.01%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,"1,379","$131,252",0.01%,
LISTED EQUITY,-,-,-,-,NUFARM LTD.,-,NUF AU,-,,"36,994","$130,959",0.01%,
LISTED EQUITY,-,-,-,-,TESCO PLC,-,TSCO LN,-,,"17,490","$130,293",0.01%,
LISTED EQUITY,-,-,-,-,EDWARDS LIFESCIENCES CORP.,-,EW US,-,,"1,087","$129,929",0.01%,
LISTED EQUITY,-,-,-,-,BAE SYSTEMS PLC,-,BA LN,-,,"5,592","$129,925",0.01%,
LISTED EQUITY,-,-,-,-,BOEING CO.,-,BA US,-,,454,"$129,857",0.01%,
LISTED EQUITY,-,-,-,-,WISE PLC,-,WISE LN,-,,"6,004","$129,453",0.01%,
LISTED EQUITY,-,-,-,-,"ENBRIDGE, INC.",-,ENB CN,-,,"1,890","$129,445",0.01%,
LISTED EQUITY,-,-,-,-,SHINHAN FINANCIAL GROUP CO. LTD.,-,055550 KS,-,,"2,441","$127,607",0.00%,
LISTED EQUITY,-,-,-,-,NUCOR CORP.,-,NUE US,-,,675,"$127,023",0.00%,
LISTED EQUITY,-,-,-,-,IMPERIAL OIL LTD.,-,IMO CN,-,,"1,265","$125,850",0.00%,
LISTED EQUITY,-,-,-,-,HF SINCLAIR CORP.,-,DINO US,-,,"2,214","$125,331",0.00%,
LISTED EQUITY,-,-,-,-,MASCO CORP.,-,MAS US,-,,"1,068","$125,162",0.00%,
LISTED EQUITY,-,-,-,-,A2 MILK CO. LTD.,-,A2M AU,-,,"21,525","$124,415",0.00%,
LISTED EQUITY,-,-,-,-,BANGKOK DUSIT MEDICAL SERVICES PCL,-,BDMSF TB,-,,"106,861","$124,022",0.00%,
LISTED EQUITY,-,-,-,-,LOCALIZA RENT A CAR SA,-,RENT3 BZ,-,,"14,592","$122,835",0.00%,
LISTED EQUITY,-,-,-,-,ZURICH INSURANCE GROUP AG,-,ZURN SW,-,,128,"$122,689",0.00%,
LISTED EQUITY,-,-,-,-,BOSIDENG INTERNATIONAL HOLDINGS LTD.,-,3998 HK,-,,"151,938","$122,572",0.00%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION BRANDS, INC.",-,STZ US,-,,341,"$122,133",0.00%,
LISTED EQUITY,-,-,-,-,GEBERIT AG,-,GEBN SW,-,,132,"$120,668",0.00%,
LISTED EQUITY,-,-,-,-,INTEL CORP.,-,INTC US,-,,"3,722","$120,524",0.00%,
LISTED EQUITY,-,-,-,-,KINROSS GOLD CORP.,-,K CN,-,,"7,973","$119,516",0.00%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"2,289","$119,336",0.00%,
LISTED EQUITY,-,-,-,-,EMPIRE CO. LTD.,-,EMPA CN,-,,"2,408","$118,689",0.00%,
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOA SS,-,,"4,758","$117,433",0.00%,
LISTED EQUITY,-,-,-,-,HIKMA PHARMACEUTICALS PLC,-,HIK LN,-,,"2,895","$116,690",0.00%,
LISTED EQUITY,-,-,-,-,SIGMA HEALTHCARE LTD.,-,SIG AU,-,,"44,402","$116,332",0.00%,
LISTED EQUITY,-,-,-,-,BP PLC,-,BP LN,-,,"14,620","$116,225",0.00%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,156,"$116,018",0.00%,
LISTED EQUITY,-,-,-,-,"CUMMINS, INC.",-,CMI US,-,,206,"$115,751",0.00%,
LISTED EQUITY,-,-,-,-,"MONDELEZ INTERNATIONAL, INC.",-,MDLZ US,-,,"1,198","$115,530",0.00%,
LISTED EQUITY,-,-,-,-,SPARK NEW ZEALAND LTD.,-,SPK AU,-,,"42,824","$115,196",0.00%,
LISTED EQUITY,-,-,-,-,"TYSON FOODS, INC.",-,TSN US,-,,"1,240","$115,013",0.00%,
LISTED EQUITY,-,-,-,-,RELX PLC,-,REL LN,-,,"1,553","$114,035",0.00%,
LISTED EQUITY,-,-,-,-,HARGREAVES LANSDOWN PLC,-,HL LN,-,,"5,098","$113,229",0.00%,
LISTED EQUITY,-,-,-,-,SOCIETE GENERALE SA,-,GLE FP,-,,"2,481","$112,703",0.00%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,361,"$112,587",0.00%,
LISTED EQUITY,-,-,-,-,FINECOBANK BANCA FINECO SPA,-,FBK IM,-,,"3,988","$111,992",0.00%,
LISTED EQUITY,-,-,-,-,"ELECTRONIC ARTS, INC.",-,EA US,-,,474,"$111,809",0.00%,
LISTED EQUITY,-,-,-,-,"WASTE MANAGEMENT, INC.",-,WM US,-,,341,"$111,197",0.00%,
LISTED EQUITY,-,-,-,-,"GARTNER, INC.",-,IT US,-,,142,"$111,140",0.00%,
LISTED EQUITY,-,-,-,-,ELDERS LTD.,-,ELD AU,-,,"15,403","$110,290",0.00%,
LISTED EQUITY,-,-,-,-,SAMSONITE INTERNATIONAL SA,-,1910 HK,-,,"24,542","$110,220",0.00%,
LISTED EQUITY,-,-,-,-,"KENVUE, INC.",-,KVUE US,-,,"3,188","$109,952",0.00%,
LISTED EQUITY,-,-,-,-,BREVILLE GROUP LTD.,-,BRG AU,-,,"3,105","$109,867",0.00%,
LISTED EQUITY,-,-,-,-,CENTENE CORP.,-,CNC US,-,,"1,121","$109,653",0.00%,
LISTED EQUITY,-,-,-,-,PERSEUS MINING LTD.,-,PRU AU,-,,"42,628","$109,555",0.00%,
LISTED EQUITY,-,-,-,-,PRYSMIAN SPA,-,PRY IM,-,,"1,060","$109,314",0.00%,
LISTED EQUITY,-,-,-,-,FIVE-STAR BUSINESS FINANCE LTD.,-,FIVESTAR IN,-,,"7,485","$109,264",0.00%,
LISTED EQUITY,-,-,-,-,"CARDINAL HEALTH, INC.",-,CAH US,-,,571,"$109,004",0.00%,
LISTED EQUITY,-,-,-,-,PANDORA AS,-,PNDORA DC,-,,366,"$108,277",0.00%,
LISTED EQUITY,-,-,-,-,ASICS CORP.,-,7936 JP,-,,"3,375","$107,863",0.00%,
LISTED EQUITY,-,-,-,-,CAPGEMINI SE,-,CAP FP,-,,407,"$107,763",0.00%,
LISTED EQUITY,-,-,-,-,"CROWDSTRIKE HOLDINGS, INC.",-,CRWD US,-,,195,"$107,744",0.00%,
LISTED EQUITY,-,-,-,-,CAPITEC BANK HOLDINGS LTD.,-,CPI SJ,-,,402,"$107,737",0.00%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"1,157","$107,390",0.00%,
LISTED EQUITY,-,-,-,-,BANK OF CHINA LTD.,-,3988 HK,-,,"128,880","$106,382",0.00%,
LISTED EQUITY,-,-,-,-,MARUTI SUZUKI INDIA LTD.,-,MSIL IN,-,,519,"$106,382",0.00%,
LISTED EQUITY,-,-,-,-,ACCTON TECHNOLOGY CORP.,-,2345 TT,-,,"2,792","$106,298",0.00%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,93,"$106,168",0.00%,
LISTED EQUITY,-,-,-,-,WEB TRAVEL GROUP LTD.,-,WEB AU,-,,"23,079","$105,934",0.00%,
LISTED EQUITY,-,-,-,-,CHEVRON CORP.,-,CVX US,-,,451,"$105,445",0.00%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"1,360","$105,061",0.00%,
LISTED EQUITY,-,-,-,-,"VERTEX PHARMACEUTICALS, INC.",-,VRTX US,-,,161,"$105,030",0.00%,
LISTED EQUITY,-,-,-,-,"ILLINOIS TOOL WORKS, INC.",-,ITW US,-,,257,"$104,922",0.00%,
LISTED EQUITY,-,-,-,-,SUPER RETAIL GROUP LTD.,-,SUL AU,-,,"6,883","$104,491",0.00%,
LISTED EQUITY,-,-,-,-,PREMIER INVESTMENTS LTD.,-,PMV AU,-,,"3,246","$104,304",0.00%,
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,206,"$104,044",0.00%,
LISTED EQUITY,-,-,-,-,M&T BANK CORP.,-,MTB US,-,,340,"$103,153",0.00%,
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,561,"$102,848",0.00%,
LISTED EQUITY,-,-,-,-,WARTSILA OYJ ABP,-,WRT1V FH,-,,"3,585","$102,598",0.00%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,492,"$102,591",0.00%,
LISTED EQUITY,-,-,-,-,"JOBY AVIATION, INC.",-,JOBY US,-,,"7,802","$102,449",0.00%,
LISTED EQUITY,-,-,-,-,FLIGHT CENTRE TRAVEL GROUP LTD.,-,FLT AU,-,,"6,142","$102,432",0.00%,
LISTED EQUITY,-,-,-,-,PI INDUSTRIES LTD.,-,PI IN,-,,"1,465","$101,875",0.00%,
LISTED EQUITY,-,-,-,-,"TRANSDIGM GROUP, INC.",-,TDG US,-,,50,"$101,624",0.00%,
LISTED EQUITY,-,-,-,-,"DAI-ICHI LIFE HOLDINGS, INC.",-,8750 JP,-,,"2,327","$101,303",0.00%,
LISTED EQUITY,-,-,-,-,"LIVE NATION ENTERTAINMENT, INC.",-,LYV US,-,,484,"$101,260",0.00%,
LISTED EQUITY,-,-,-,-,UBS GROUP AG,-,UBSG SW,-,,"2,047","$101,152",0.00%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"2,026","$100,973",0.00%,
LISTED EQUITY,-,-,-,-,DE GREY MINING LTD.,-,DEG AU,-,,"56,829","$100,303",0.00%,
LISTED EQUITY,-,-,-,-,SANDVIK AB,-,SAND SS,-,,"3,459","$100,262",0.00%,
LISTED EQUITY,-,-,-,-,YIHAI INTERNATIONAL HOLDING LTD.,-,1579 HK,-,,"31,976","$100,260",0.00%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,681,"$99,981",0.00%,
LISTED EQUITY,-,-,-,-,"PPG INDUSTRIES, INC.",-,PPG US,-,,512,"$98,668",0.00%,
LISTED EQUITY,-,-,-,-,"SYMBOTIC, INC.",-,SYM US,-,,"2,562","$98,092",0.00%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"2,172","$97,179",0.00%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"1,118","$96,929",0.00%,
LISTED EQUITY,-,-,-,-,VIVA ENERGY GROUP LTD.,-,VEA AU,-,,"36,819","$96,835",0.00%,
LISTED EQUITY,-,-,-,-,GENMAB AS,-,GMAB DC,-,,286,"$95,957",0.00%,
LISTED EQUITY,-,-,-,-,COCA-COLA HBC AG,-,CCH LN,-,,"1,728","$95,501",0.00%,
LISTED EQUITY,-,-,-,-,"EPAM SYSTEMS, INC.",-,EPAM US,-,,252,"$95,362",0.00%,
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,117,"$95,245",0.00%,
LISTED EQUITY,-,-,-,-,"MARVELL TECHNOLOGY, INC.",-,MRVL US,-,,532,"$94,991",0.00%,
LISTED EQUITY,-,-,-,-,"FIDELITY NATIONAL FINANCIAL, INC.",-,FNF US,-,,"1,046","$94,862",0.00%,
LISTED EQUITY,-,-,-,-,AIR LIQUIDE SA,-,AI FP,-,,361,"$94,695",0.00%,
LISTED EQUITY,-,-,-,-,"TEXTRON, INC.",-,TXT US,-,,765,"$94,498",0.00%,
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,598,"$93,726",0.00%,
LISTED EQUITY,-,-,-,-,BAJAJ AUTO LTD.,-,BJAUT IN,-,,565,"$93,702",0.00%,
LISTED EQUITY,-,-,-,-,BANK MANDIRI PERSERO TBK. PT,-,BMRI IJ,-,,"163,677","$93,621",0.00%,
LISTED EQUITY,-,-,-,-,"LPL FINANCIAL HOLDINGS, INC.",-,LPLA US,-,,177,"$93,619",0.00%,
LISTED EQUITY,-,-,-,-,"DOMINO'S PIZZA, INC.",-,DPZ US,-,,137,"$93,565",0.00%,
LISTED EQUITY,-,-,-,-,"ROCKWELL AUTOMATION, INC.",-,ROK US,-,,202,"$93,161",0.00%,
LISTED EQUITY,-,-,-,-,"KKR & CO., INC.",-,KKR US,-,,389,"$92,958",0.00%,
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,203,"$92,788",0.00%,
LISTED EQUITY,-,-,-,-,"EBAY, INC.",-,EBAY US,-,,926,"$92,684",0.00%,
LISTED EQUITY,-,-,-,-,KEYENCE CORP.,-,6861 JP,-,,140,"$92,538",0.00%,
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,197,"$92,244",0.00%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"1,053","$92,029",0.00%,
LISTED EQUITY,-,-,-,-,PICC PROPERTY & CASUALTY CO. LTD.,-,2328 HK,-,,"35,912","$91,542",0.00%,
LISTED EQUITY,-,-,-,-,"GE VERNOVA, INC.",-,GEV US,-,,172,"$91,214",0.00%,
LISTED EQUITY,-,-,-,-,ROCKWOOL AS,-,ROCKB DC,-,,159,"$90,801",0.00%,
LISTED EQUITY,-,-,-,-,AIR CANADA,-,AC CN,-,,"3,607","$90,169",0.00%,
LISTED EQUITY,-,-,-,-,NORSK HYDRO ASA,-,NHY NO,-,,"10,121","$90,012",0.00%,
LISTED EQUITY,-,-,-,-,"ULTA BEAUTY, INC.",-,ULTA US,-,,128,"$89,673",0.00%,
LISTED EQUITY,-,-,-,-,AXA SA,-,CS FP,-,,"1,559","$89,539",0.00%,
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,332,"$88,432",0.00%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,591,"$88,333",0.00%,
LISTED EQUITY,-,-,-,-,GENERAL MOTORS CO.,-,GM US,-,,"1,026","$88,260",0.00%,
LISTED EQUITY,-,-,-,-,ESSITY AB,-,ESSITYB SS,-,,"2,039","$88,123",0.00%,
LISTED EQUITY,-,-,-,-,"PINTEREST, INC.",-,PINS US,-,,"1,879","$88,040",0.00%,
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,171,"$87,377",0.00%,
LISTED EQUITY,-,-,-,-,"WYNDHAM HOTELS & RESORTS, INC.",-,WH US,-,,532,"$86,636",0.00%,
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"11,260","$85,954",0.00%,
LISTED EQUITY,-,-,-,-,"LIFE360, INC.",-,360 AU,-,,"3,810","$85,867",0.00%,
LISTED EQUITY,-,-,-,-,LA FRANCAISE DES JEUX SACA,-,FDJ FP,-,,"1,379","$85,862",0.00%,
LISTED EQUITY,-,-,-,-,ABB LTD.,-,ABBN SW,-,,982,"$85,858",0.00%,
LISTED EQUITY,-,-,-,-,DOVER CORP.,-,DOV US,-,,283,"$85,625",0.00%,
LISTED EQUITY,-,-,-,-,"KNIGHT-SWIFT TRANSPORTATION HOLDINGS, INC.",-,KNX US,-,,"1,000","$85,625",0.00%,
LISTED EQUITY,-,-,-,-,SINGAPORE TECHNOLOGIES ENGINEERING LTD.,-,STE SP,-,,"15,384","$84,878",0.00%,
LISTED EQUITY,-,-,-,-,L'OREAL SA,-,OR FP,-,,148,"$84,738",0.00%,
LISTED EQUITY,-,-,-,-,"MISUMI GROUP, INC.",-,9962 JP,-,,"3,356","$84,670",0.00%,
LISTED EQUITY,-,-,-,-,AMPHENOL CORP.,-,APH US,-,,754,"$84,629",0.00%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"4,389","$84,329",0.00%,
LISTED EQUITY,-,-,-,-,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",-,CRL US,-,,283,"$84,298",0.00%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"2,108","$83,922",0.00%,
LISTED EQUITY,-,-,-,-,"FIRST SOLAR, INC.",-,FSLR US,-,,294,"$83,803",0.00%,
LISTED EQUITY,-,-,-,-,SINGAPORE EXCHANGE LTD.,-,SGX SP,-,,"5,547","$83,662",0.00%,
LISTED EQUITY,-,-,-,-,CANADIAN IMPERIAL BANK OF COMMERCE,-,CM CN,-,,819,"$83,597",0.00%,
LISTED EQUITY,-,-,-,-,CONSTELLATION ENERGY CORP.,-,CEG US,-,,231,"$83,490",0.00%,
LISTED EQUITY,-,-,-,-,"CADENCE DESIGN SYSTEMS, INC.",-,CDNS US,-,,171,"$82,899",0.00%,
LISTED EQUITY,-,-,-,-,EVERSOURCE ENERGY,-,ES US,-,,890,"$82,612",0.00%,
LISTED EQUITY,-,-,-,-,MITSUBISHI CORP.,-,8058 JP,-,,"3,077","$82,365",0.00%,
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"1,136","$82,358",0.00%,
LISTED EQUITY,-,-,-,-,"SK HYNIX, INC.",-,000660 KS,-,,432,"$82,323",0.00%,
LISTED EQUITY,-,-,-,-,TRUIST FINANCIAL CORP.,-,TFC US,-,,"1,174","$82,255",0.00%,
LISTED EQUITY,-,-,-,-,"ALIMENTATION COUCHE-TARD, INC.",-,ATD CN,-,,915,"$81,894",0.00%,
LISTED EQUITY,-,-,-,-,BANK OF NEW YORK MELLON CORP.,-,BK US,-,,659,"$81,767",0.00%,
LISTED EQUITY,-,-,-,-,SHELL PLC,-,SHEL LN,-,,"1,630","$81,645",0.00%,
LISTED EQUITY,-,-,-,-,EQT CORP.,-,EQT US,-,,"1,095","$81,547",0.00%,
LISTED EQUITY,-,-,-,-,"ONEOK, INC.",-,OKE US,-,,501,"$81,284",0.00%,
LISTED EQUITY,-,-,-,-,DAIKIN INDUSTRIES LTD.,-,6367 JP,-,,420,"$80,384",0.00%,
LISTED EQUITY,-,-,-,-,CHAMPION IRON LTD.,-,CIA AU,-,,"13,971","$80,333",0.00%,
LISTED EQUITY,-,-,-,-,"KB FINANCIAL GROUP, INC.",-,105560 KS,-,,883,"$80,331",0.00%,
LISTED EQUITY,-,-,-,-,"KINDER MORGAN, INC.",-,KMI US,-,,"1,814","$80,258",0.00%,
LISTED EQUITY,-,-,-,-,SKANDINAVISKA ENSKILDA BANKEN AB,-,SEBA SS,-,,"3,624","$80,243",0.00%,
LISTED EQUITY,-,-,-,-,WESTGOLD RESOURCES LTD.,-,WGX AU,-,,"28,319","$80,142",0.00%,
LISTED EQUITY,-,-,-,-,IPSEN SA,-,IPN FP,-,,433,"$80,128",0.00%,
LISTED EQUITY,-,-,-,-,CARRIER GLOBAL CORP.,-,CARR US,-,,725,"$79,951",0.00%,
LISTED EQUITY,-,-,-,-,"AFLAC, INC.",-,AFL US,-,,476,"$79,660",0.00%,
LISTED EQUITY,-,-,-,-,MANULIFE FINANCIAL CORP.,-,MFC CN,-,,"1,601","$79,401",0.00%,
LISTED EQUITY,-,-,-,-,"QIFU TECHNOLOGY, INC.",-,QFIN US,-,,"1,277","$79,138",0.00%,
LISTED EQUITY,-,-,-,-,"NETAPP, INC.",-,NTAP US,-,,420,"$78,950",0.00%,
LISTED EQUITY,-,-,-,-,"PACCAR, INC.",-,PCAR US,-,,470,"$78,882",0.00%,
LISTED EQUITY,-,-,-,-,ITOCHU CORP.,-,8001 JP,-,,978,"$78,733",0.00%,
LISTED EQUITY,-,-,-,-,MOODY'S CORP.,-,MCO US,-,,103,"$78,460",0.00%,
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,196,"$78,312",0.00%,
LISTED EQUITY,-,-,-,-,NORFOLK SOUTHERN CORP.,-,NSC US,-,,206,"$78,182",0.00%,
LISTED EQUITY,-,-,-,-,"ROPER TECHNOLOGIES, INC.",-,ROP US,-,,93,"$78,147",0.00%,
LISTED EQUITY,-,-,-,-,MERCK KGAA,-,MRK GR,-,,334,"$78,055",0.00%,
LISTED EQUITY,-,-,-,-,TYRO PAYMENTS LTD.,-,TYR AU,-,,"95,192","$77,582",0.00%,
LISTED EQUITY,-,-,-,-,ALIBABA GROUP HOLDING LTD.,-,9988 HK,-,,"4,525","$77,537",0.00%,
LISTED EQUITY,-,-,-,-,GRUMA SAB DE CV,-,GRUMAB MM,-,,"3,052","$77,258",0.00%,
LISTED EQUITY,-,-,-,-,"KE HOLDINGS, INC.",-,BEKE US,-,,"2,596","$77,233",0.00%,
LISTED EQUITY,-,-,-,-,SEMPRA,-,SRE US,-,,544,"$77,138",0.00%,
LISTED EQUITY,-,-,-,-,MAKITA CORP.,-,6586 JP,-,,"1,537","$76,495",0.00%,
LISTED EQUITY,-,-,-,-,KONINKLIJKE KPN NV,-,KPN NA,-,,"13,006","$76,461",0.00%,
LISTED EQUITY,-,-,-,-,AEGON LTD.,-,AGN NA,-,,"7,977","$76,317",0.00%,
LISTED EQUITY,-,-,-,-,JOHNSON CONTROLS INTERNATIONAL PLC,-,JCI US,-,,598,"$76,148",0.00%,
LISTED EQUITY,-,-,-,-,VERBUND AG,-,VER AV,-,,643,"$75,254",0.00%,
LISTED EQUITY,-,-,-,-,LOEWS CORP.,-,L US,-,,549,"$75,113",0.00%,
LISTED EQUITY,-,-,-,-,GENESIS MINERALS LTD.,-,GMD AU,-,,"30,394","$75,073",0.00%,
LISTED EQUITY,-,-,-,-,"ECOLAB, INC.",-,ECL US,-,,197,"$74,483",0.00%,
LISTED EQUITY,-,-,-,-,ASML HOLDING NV,-,ASML US,-,,66,"$73,705",0.00%,
LISTED EQUITY,-,-,-,-,"BUILDERS FIRSTSOURCE, INC.",-,BLDR US,-,,318,"$73,437",0.00%,
LISTED EQUITY,-,-,-,-,ADVANTECH CO. LTD.,-,2395 TT,-,,"4,300","$73,403",0.00%,
LISTED EQUITY,-,-,-,-,RAMELIUS RESOURCES LTD.,-,RMS AU,-,,"35,096","$72,651",0.00%,
LISTED EQUITY,-,-,-,-,ABRDN PLC,-,ABDN LN,-,,"25,349","$72,376",0.00%,
LISTED EQUITY,-,-,-,-,BARCLAYS PLC,-,BARC LN,-,,"13,333","$72,321",0.00%,
LISTED EQUITY,-,-,-,-,GSK PLC,-,GSK LN,-,,"2,653","$72,249",0.00%,
LISTED EQUITY,-,-,-,-,KAROON ENERGY LTD.,-,KAR AU,-,,"51,815","$72,023",0.00%,
LISTED EQUITY,-,-,-,-,TC ENERGY CORP.,-,TRP CN,-,,954,"$71,735",0.00%,
LISTED EQUITY,-,-,-,-,"QUEST DIAGNOSTICS, INC.",-,DGX US,-,,293,"$71,360",0.00%,
LISTED EQUITY,-,-,-,-,EVONIK INDUSTRIES AG,-,EVK GR,-,,"2,541","$71,092",0.00%,
LISTED EQUITY,-,-,-,-,"SNOWFLAKE, INC.",-,SNOW US,-,,285,"$71,071",0.00%,
LISTED EQUITY,-,-,-,-,BANK OF IRELAND GROUP PLC,-,BIRG ID,-,,"4,794","$70,599",0.00%,
LISTED EQUITY,-,-,-,-,ADIDAS AG,-,ADS GR,-,,178,"$70,480",0.00%,
LISTED EQUITY,-,-,-,-,"OLD DOMINION FREIGHT LINE, INC.",-,ODFL US,-,,247,"$70,369",0.00%,
LISTED EQUITY,-,-,-,-,PHILLIPS 66,-,PSX US,-,,382,"$70,250",0.00%,
LISTED EQUITY,-,-,-,-,KIKKOMAN CORP.,-,2801 JP,-,,"3,869","$70,087",0.00%,
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,596,"$70,071",0.00%,
LISTED EQUITY,-,-,-,-,CAPRICORN METALS LTD.,-,CMM AU,-,,"11,142","$69,976",0.00%,
LISTED EQUITY,-,-,-,-,GOLD ROAD RESOURCES LTD.,-,GOR AU,-,,"34,063","$69,829",0.00%,
