PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR INVESTMENT OPTION [AWAREACCIEQU] - ASSETS - 2024-12-31,,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%),
LISTED EQUITY,-,-,-,-,"MERCADOLIBRE, INC.",-,MELI US,-,,954,"$2,619,442",0.12%,
LISTED EQUITY,-,-,-,-,"MOTOROLA SOLUTIONS, INC.",-,MSI US,-,,"3,468","$2,589,388",0.12%,
LISTED EQUITY,-,-,-,-,BROOKFIELD CORP.,-,BN CN,-,,"27,643","$2,564,817",0.12%,
LISTED EQUITY,-,-,-,-,KEYENCE CORP.,-,6861 JP,-,,"3,812","$2,532,084",0.11%,
LISTED EQUITY,-,-,-,-,"REGENERON PHARMACEUTICALS, INC.",-,REGN US,-,,"2,193","$2,522,754",0.11%,
LISTED EQUITY,-,-,-,-,ESSILORLUXOTTICA SA,-,EL FP,-,,"6,376","$2,512,474",0.11%,
LISTED EQUITY,-,-,-,-,"SYNOPSYS, INC.",-,SNPS US,-,,"3,199","$2,508,107",0.11%,
LISTED EQUITY,-,-,-,-,"ZOETIS, INC.",-,ZTS US,-,,"9,439","$2,483,846",0.11%,
LISTED EQUITY,-,-,-,-,RIO TINTO PLC,-,RIO LN,-,,"25,907","$2,475,049",0.11%,
LISTED EQUITY,-,-,-,-,MOODY'S CORP.,-,MCO US,-,,"3,231","$2,469,897",0.11%,
LISTED EQUITY,-,-,-,-,APPLOVIN CORP.,-,APP US,-,,"4,710","$2,463,203",0.11%,
LISTED EQUITY,-,-,-,-,SAFRAN SA,-,SAF FP,-,,"6,926","$2,456,699",0.11%,
LISTED EQUITY,-,-,-,-,"PNC FINANCIAL SERVICES GROUP, INC.",-,PNC US,-,,"7,860","$2,448,291",0.11%,
LISTED EQUITY,-,-,-,-,U.S. BANCORP,-,USB US,-,,"31,270","$2,415,615",0.11%,
LISTED EQUITY,-,-,-,-,DIAGEO PLC,-,DGE LN,-,,"46,824","$2,403,395",0.11%,
LISTED EQUITY,-,-,-,-,GSK PLC,-,GSK LN,-,,"88,098","$2,399,484",0.11%,
LISTED EQUITY,-,-,-,-,"TOKIO MARINE HOLDINGS, INC.",-,8766 JP,-,,"40,452","$2,381,265",0.11%,
LISTED EQUITY,-,-,-,-,MCKESSON CORP.,-,MCK US,-,,"2,577","$2,371,872",0.11%,
LISTED EQUITY,-,-,-,-,TOKYO ELECTRON LTD.,-,8035 JP,-,,"9,531","$2,368,809",0.11%,
LISTED EQUITY,-,-,-,-,BANK OF MONTREAL,-,BMO CN,-,,"14,991","$2,349,389",0.11%,
LISTED EQUITY,-,-,-,-,CONSTELLATION ENERGY CORP.,-,CEG US,-,,"6,494","$2,346,232",0.11%,
LISTED EQUITY,-,-,-,-,FAST RETAILING CO. LTD.,-,9983 JP,-,,"4,236","$2,342,853",0.11%,
LISTED EQUITY,-,-,-,-,MUENCHENER RUECKVERSICHERUNGS-GESELLSCHAFT AG IN MUENCHEN,-,MUV2 GR,-,,"2,858","$2,328,096",0.10%,
LISTED EQUITY,-,-,-,-,CANADIAN NATURAL RESOURCES LTD.,-,CNQ CN,-,,"46,138","$2,299,494",0.10%,
LISTED EQUITY,-,-,-,-,BNP PARIBAS SA,-,BNP FP,-,,"23,191","$2,296,921",0.10%,
LISTED EQUITY,-,-,-,-,3M CO.,-,MMM US,-,,"11,004","$2,294,285",0.10%,
LISTED EQUITY,-,-,-,-,CANADIAN PACIFIC KANSAS CITY LTD.,-,CP CN,-,,"19,613","$2,292,388",0.10%,
LISTED EQUITY,-,-,-,-,"TRANSDIGM GROUP, INC.",-,TDG US,-,,"1,110","$2,272,969",0.10%,
LISTED EQUITY,-,-,-,-,CANADIAN IMPERIAL BANK OF COMMERCE,-,CM CN,-,,"22,170","$2,263,869",0.10%,
LISTED EQUITY,-,-,-,-,"O'REILLY AUTOMOTIVE, INC.",-,ORLY US,-,,"1,176","$2,252,572",0.10%,
LISTED EQUITY,-,-,-,-,BANCO SANTANDER SA,-,SAN SM,-,,"301,218","$2,249,092",0.10%,
LISTED EQUITY,-,-,-,-,EMERSON ELECTRIC CO.,-,EMR US,-,,"11,219","$2,245,676",0.10%,
LISTED EQUITY,-,-,-,-,CAPITAL ONE FINANCIAL CORP.,-,COF US,-,,"7,754","$2,233,126",0.10%,
LISTED EQUITY,-,-,-,-,AON PLC,-,AON US,-,,"3,848","$2,231,910",0.10%,
LISTED EQUITY,-,-,-,-,"EOG RESOURCES, INC.",-,EOG US,-,,"11,158","$2,209,054",0.10%,
LISTED EQUITY,-,-,-,-,AXA SA,-,CS FP,-,,"38,346","$2,201,027",0.10%,
LISTED EQUITY,-,-,-,-,SPOTIFY TECHNOLOGY SA,-,SPOT US,-,,"3,036","$2,193,498",0.10%,
LISTED EQUITY,-,-,-,-,BANK OF NOVA SCOTIA,-,BNS CN,-,,"25,075","$2,173,675",0.10%,
LISTED EQUITY,-,-,-,-,LONDON STOCK EXCHANGE GROUP PLC,-,LSEG LN,-,,"9,521","$2,173,462",0.10%,
LISTED EQUITY,-,-,-,-,COLGATE-PALMOLIVE CO.,-,CL US,-,,"14,778","$2,169,878",0.10%,
LISTED EQUITY,-,-,-,-,"MARRIOTT INTERNATIONAL, INC.",-,MAR US,-,,"4,789","$2,157,371",0.10%,
LISTED EQUITY,-,-,-,-,CINTAS CORP.,-,CTAS US,-,,"7,291","$2,151,528",0.10%,
LISTED EQUITY,-,-,-,-,"AUTODESK, INC.",-,ADSK US,-,,"4,479","$2,138,039",0.10%,
LISTED EQUITY,-,-,-,-,BECTON DICKINSON & CO.,-,BDX US,-,,"5,774","$2,115,775",0.10%,
LISTED EQUITY,-,-,-,-,ARTHUR J GALLAGHER & CO.,-,AJG US,-,,"4,597","$2,107,635",0.09%,
LISTED EQUITY,-,-,-,-,FEDEX CORP.,-,FDX US,-,,"4,622","$2,100,151",0.09%,
LISTED EQUITY,-,-,-,-,"AIR PRODUCTS & CHEMICALS, INC.",-,APD US,-,,"4,476","$2,096,715",0.09%,
LISTED EQUITY,-,-,-,-,"CONSTELLATION SOFTWARE, INC.",-,CSU CN,-,,419,"$2,089,732",0.09%,
LISTED EQUITY,-,-,-,-,"APOLLO GLOBAL MANAGEMENT, INC.",-,APO US,-,,"7,773","$2,073,594",0.09%,
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH US,-,,"13,766","$2,057,133",0.09%,
LISTED EQUITY,-,-,-,-,"FORTINET, INC.",-,FTNT US,-,,"13,449","$2,052,235",0.09%,
LISTED EQUITY,-,-,-,-,GENERAL MOTORS CO.,-,GM US,-,,"23,831","$2,050,340",0.09%,
LISTED EQUITY,-,-,-,-,"WILLIAMS COS., INC.",-,WMB US,-,,"23,387","$2,044,241",0.09%,
LISTED EQUITY,-,-,-,-,ROLLS-ROYCE HOLDINGS PLC,-,RR LN,-,,"177,351","$2,039,800",0.09%,
LISTED EQUITY,-,-,-,-,"HILTON WORLDWIDE HOLDINGS, INC.",-,HLT US,-,,"5,084","$2,029,661",0.09%,
LISTED EQUITY,-,-,-,-,CSX CORP.,-,CSX US,-,,"38,942","$2,029,660",0.09%,
LISTED EQUITY,-,-,-,-,TARGET CORP.,-,TGT US,-,,"9,270","$2,023,962",0.09%,
LISTED EQUITY,-,-,-,-,NINTENDO CO. LTD.,-,7974 JP,-,,"21,179","$2,016,369",0.09%,
LISTED EQUITY,-,-,-,-,"AUTOZONE, INC.",-,AZO US,-,,389,"$2,011,709",0.09%,
LISTED EQUITY,-,-,-,-,UNICREDIT SPA,-,UCG IM,-,,"30,967","$1,995,231",0.09%,
LISTED EQUITY,-,-,-,-,"ONEOK, INC.",-,OKE US,-,,"12,160","$1,971,901",0.09%,
LISTED EQUITY,-,-,-,-,"MIZUHO FINANCIAL GROUP, INC.",-,8411 JP,-,,"48,995","$1,950,101",0.09%,
LISTED EQUITY,-,-,-,-,COMPASS GROUP PLC,-,CPG LN,-,,"35,998","$1,938,370",0.09%,
LISTED EQUITY,-,-,-,-,CARRIER GLOBAL CORP.,-,CARR US,-,,"17,555","$1,935,450",0.09%,
LISTED EQUITY,-,-,-,-,ITOCHU CORP.,-,8001 JP,-,,"24,003","$1,931,976",0.09%,
LISTED EQUITY,-,-,-,-,SHIN-ETSU CHEMICAL CO. LTD.,-,4063 JP,-,,"35,369","$1,925,023",0.09%,
LISTED EQUITY,-,-,-,-,"PACCAR, INC.",-,PCAR US,-,,"11,437","$1,921,428",0.09%,
LISTED EQUITY,-,-,-,-,"AFLAC, INC.",-,AFL US,-,,"11,495","$1,920,386",0.09%,
LISTED EQUITY,-,-,-,-,"ECOLAB, INC.",-,ECL US,-,,"5,074","$1,920,212",0.09%,
LISTED EQUITY,-,-,-,-,PROSUS NV,-,PRX NA,-,,"29,565","$1,896,241",0.09%,
LISTED EQUITY,-,-,-,-,KDDI CORP.,-,9433 JP,-,,"36,499","$1,891,226",0.09%,
LISTED EQUITY,-,-,-,-,DBS GROUP HOLDINGS LTD.,-,DBS SP,-,,"36,499","$1,889,230",0.09%,
LISTED EQUITY,-,-,-,-,"AIRBNB, INC.",-,ABNB US,-,,"8,896","$1,888,103",0.09%,
LISTED EQUITY,-,-,-,-,INTESA SANPAOLO SPA,-,ISP IM,-,,"292,081","$1,887,044",0.08%,
LISTED EQUITY,-,-,-,-,SOFTBANK GROUP CORP.,-,9984 JP,-,,"19,979","$1,885,887",0.08%,
LISTED EQUITY,-,-,-,-,ROYAL CARIBBEAN CRUISES LTD.,-,RCL US,-,,"5,061","$1,885,730",0.08%,
LISTED EQUITY,-,-,-,-,BANCO BILBAO VIZCAYA ARGENTARIA SA,-,BBVA SM,-,,"117,585","$1,858,784",0.08%,
LISTED EQUITY,-,-,-,-,INDUSTRIA DE DISENO TEXTIL SA,-,ITX SM,-,,"22,363","$1,856,599",0.08%,
LISTED EQUITY,-,-,-,-,TRUIST FINANCIAL CORP.,-,TFC US,-,,"26,456","$1,853,631",0.08%,
LISTED EQUITY,-,-,-,-,"HCA HEALTHCARE, INC.",-,HCA US,-,,"3,812","$1,847,753",0.08%,
LISTED EQUITY,-,-,-,-,"KINDER MORGAN, INC.",-,KMI US,-,,"41,676","$1,844,357",0.08%,
LISTED EQUITY,-,-,-,-,"WORKDAY, INC.",-,WDAY US,-,,"4,404","$1,835,303",0.08%,
LISTED EQUITY,-,-,-,-,SEMPRA,-,SRE US,-,,"12,930","$1,831,883",0.08%,
LISTED EQUITY,-,-,-,-,"ROPER TECHNOLOGIES, INC.",-,ROP US,-,,"2,181","$1,831,592",0.08%,
LISTED EQUITY,-,-,-,-,CVS HEALTH CORP.,-,CVS US,-,,"25,251","$1,830,730",0.08%,
LISTED EQUITY,-,-,-,-,MITSUBISHI CORP.,-,8058 JP,-,,"68,197","$1,825,023",0.08%,
LISTED EQUITY,-,-,-,-,BANK OF NEW YORK MELLON CORP.,-,BK US,-,,"14,628","$1,815,239",0.08%,
LISTED EQUITY,-,-,-,-,JOHNSON CONTROLS INTERNATIONAL PLC,-,JCI US,-,,"14,225","$1,813,466",0.08%,
LISTED EQUITY,-,-,-,-,"FREEPORT-MCMORAN, INC.",-,FCX US,-,,"29,436","$1,810,394",0.08%,
LISTED EQUITY,-,-,-,-,"TRAVELERS COS., INC.",-,TRV US,-,,"4,619","$1,797,165",0.08%,
LISTED EQUITY,-,-,-,-,NATIONAL GRID PLC,-,NG LN,-,,"92,615","$1,779,712",0.08%,
LISTED EQUITY,-,-,-,-,MANULIFE FINANCIAL CORP.,-,MFC CN,-,,"35,865","$1,778,618",0.08%,
LISTED EQUITY,-,-,-,-,NXP SEMICONDUCTORS NV,-,NXPI US,-,,"5,262","$1,766,336",0.08%,
LISTED EQUITY,-,-,-,-,CANADIAN NATIONAL RAILWAY CO.,-,CNR CN,-,,"10,760","$1,763,803",0.08%,
LISTED EQUITY,-,-,-,-,"TRADE DESK, INC.",-,TTD US,-,,"9,277","$1,761,040",0.08%,
LISTED EQUITY,-,-,-,-,"MICROSTRATEGY, INC.",-,MSTR US,-,,"3,742","$1,750,236",0.08%,
LISTED EQUITY,-,-,-,-,FERRARI NV,-,RACE IM,-,,"2,534","$1,747,569",0.08%,
LISTED EQUITY,-,-,-,-,ALLSTATE CORP.,-,ALL US,-,,"5,611","$1,747,167",0.08%,
LISTED EQUITY,-,-,-,-,SCHLUMBERGER NV,-,SLB US,-,,"28,152","$1,743,278",0.08%,
LISTED EQUITY,-,-,-,-,NORFOLK SOUTHERN CORP.,-,NSC US,-,,"4,590","$1,740,012",0.08%,
LISTED EQUITY,-,-,-,-,MITSUI & CO. LTD.,-,8031 JP,-,,"51,112","$1,739,194",0.08%,
LISTED EQUITY,-,-,-,-,"DOORDASH, INC.",-,DASH US,-,,"6,400","$1,733,894",0.08%,
LISTED EQUITY,-,-,-,-,"AMERIPRISE FINANCIAL, INC.",-,AMP US,-,,"2,016","$1,733,855",0.08%,
LISTED EQUITY,-,-,-,-,ING GROEP NV,-,INGA NA,-,,"67,330","$1,703,735",0.08%,
LISTED EQUITY,-,-,-,-,MARATHON PETROLEUM CORP.,-,MPC US,-,,"7,447","$1,677,786",0.08%,
LISTED EQUITY,-,-,-,-,BARCLAYS PLC,-,BARC LN,-,,"306,020","$1,659,874",0.07%,
LISTED EQUITY,-,-,-,-,VINCI SA,-,DG FP,-,,"9,903","$1,651,990",0.07%,
LISTED EQUITY,-,-,-,-,TC ENERGY CORP.,-,TRP CN,-,,"21,919","$1,648,984",0.07%,
LISTED EQUITY,-,-,-,-,"COPART, INC.",-,CPRT US,-,,"17,670","$1,637,842",0.07%,
LISTED EQUITY,-,-,-,-,"AMERICAN INTERNATIONAL GROUP, INC.",-,AIG US,-,,"13,743","$1,615,930",0.07%,
LISTED EQUITY,-,-,-,-,"CHENIERE ENERGY, INC.",-,LNG US,-,,"4,610","$1,599,857",0.07%,
LISTED EQUITY,-,-,-,-,"BLOCK, INC.",-,SQ US,-,,"11,574","$1,588,808",0.07%,
LISTED EQUITY,-,-,-,-,DAIICHI SANKYO CO. LTD.,-,4568 JP,-,,"35,510","$1,588,207",0.07%,
LISTED EQUITY,-,-,-,-,PHILLIPS 66,-,PSX US,-,,"8,626","$1,587,195",0.07%,
LISTED EQUITY,-,-,-,-,"PAYCHEX, INC.",-,PAYX US,-,,"7,003","$1,585,879",0.07%,
LISTED EQUITY,-,-,-,-,DANONE SA,-,BN FP,-,,"14,446","$1,573,275",0.07%,
LISTED EQUITY,-,-,-,-,MITSUBISHI HEAVY INDUSTRIES LTD.,-,7011 JP,-,,"68,832","$1,572,513",0.07%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BOERSE AG,-,DB1 GR,-,,"4,202","$1,562,932",0.07%,
LISTED EQUITY,-,-,-,-,"ROSS STORES, INC.",-,ROST US,-,,"6,381","$1,559,069",0.07%,
LISTED EQUITY,-,-,-,-,"METLIFE, INC.",-,MET US,-,,"11,748","$1,553,637",0.07%,
LISTED EQUITY,-,-,-,-,RECKITT BENCKISER GROUP PLC,-,RKT LN,-,,"15,891","$1,553,489",0.07%,
LISTED EQUITY,-,-,-,-,"COINBASE GLOBAL, INC.",-,COIN US,-,,"3,867","$1,550,642",0.07%,
LISTED EQUITY,-,-,-,-,OVERSEA-CHINESE BANKING CORP. LTD.,-,OCBC SP,-,,"78,380","$1,548,771",0.07%,
LISTED EQUITY,-,-,-,-,"QUANTA SERVICES, INC.",-,PWR US,-,,"3,024","$1,543,823",0.07%,
LISTED EQUITY,-,-,-,-,SWISS RE AG,-,SREN SW,-,,"6,590","$1,540,963",0.07%,
LISTED EQUITY,-,-,-,-,"WASTE CONNECTIONS, INC.",-,WCN US,-,,"5,537","$1,534,409",0.07%,
LISTED EQUITY,-,-,-,-,"MSCI, INC.",-,MSCI US,-,,"1,581","$1,532,494",0.07%,
LISTED EQUITY,-,-,-,-,"DOMINION ENERGY, INC.",-,D US,-,,"17,517","$1,523,835",0.07%,
LISTED EQUITY,-,-,-,-,FAIR ISAAC CORP.,-,FICO US,-,,472,"$1,516,438",0.07%,
LISTED EQUITY,-,-,-,-,"LULULEMON ATHLETICA, INC.",-,LULU US,-,,"2,453","$1,515,222",0.07%,
LISTED EQUITY,-,-,-,-,3I GROUP PLC,-,III LN,-,,"20,993","$1,513,406",0.07%,
LISTED EQUITY,-,-,-,-,"UNITED RENTALS, INC.",-,URI US,-,,"1,325","$1,507,650",0.07%,
LISTED EQUITY,-,-,-,-,ADVANTEST CORP.,-,6857 JP,-,,"15,884","$1,501,503",0.07%,
LISTED EQUITY,-,-,-,-,UNITED OVERSEAS BANK LTD.,-,UOB SP,-,,"34,804","$1,497,016",0.07%,
LISTED EQUITY,-,-,-,-,DSV AS,-,DSV DC,-,,"4,360","$1,495,127",0.07%,
LISTED EQUITY,-,-,-,-,DISCOVER FINANCIAL SERVICES,-,DFS US,-,,"5,339","$1,493,661",0.07%,
LISTED EQUITY,-,-,-,-,"SUNCOR ENERGY, INC.",-,SU CN,-,,"25,873","$1,490,820",0.07%,
LISTED EQUITY,-,-,-,-,BAE SYSTEMS PLC,-,BA LN,-,,"63,931","$1,485,211",0.07%,
LISTED EQUITY,-,-,-,-,"CUMMINS, INC.",-,CMI US,-,,"2,636","$1,484,205",0.07%,
LISTED EQUITY,-,-,-,-,FASTENAL CO.,-,FAST US,-,,"12,628","$1,466,625",0.07%,
LISTED EQUITY,-,-,-,-,MERCEDES-BENZ GROUP AG,-,MBG GR,-,,"16,298","$1,466,470",0.07%,
LISTED EQUITY,-,-,-,-,"IQVIA HOLDINGS, INC.",-,IQV US,-,,"4,595","$1,458,449",0.07%,
LISTED EQUITY,-,-,-,-,"AXON ENTERPRISE, INC.",-,AXON US,-,,"1,517","$1,456,294",0.07%,
LISTED EQUITY,-,-,-,-,LLOYDS BANKING GROUP PLC,-,LLOY LN,-,,"1,313,837","$1,455,830",0.07%,
LISTED EQUITY,-,-,-,-,INVESTOR AB,-,INVEB SS,-,,"33,935","$1,451,935",0.07%,
LISTED EQUITY,-,-,-,-,LONZA GROUP AG,-,LONN SW,-,,"1,519","$1,450,738",0.07%,
LISTED EQUITY,-,-,-,-,TE CONNECTIVITY PLC,-,TEL US,-,,"6,273","$1,448,583",0.07%,
LISTED EQUITY,-,-,-,-,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",-,FIS US,-,,"10,928","$1,425,651",0.06%,
LISTED EQUITY,-,-,-,-,HOYA CORP.,-,7741 JP,-,,"6,989","$1,423,244",0.06%,
LISTED EQUITY,-,-,-,-,"ALIMENTATION COUCHE-TARD, INC.",-,ATD CN,-,,"15,894","$1,422,897",0.06%,
LISTED EQUITY,-,-,-,-,"WW GRAINGER, INC.",-,GWW US,-,,834,"$1,419,395",0.06%,
LISTED EQUITY,-,-,-,-,HONG KONG EXCHANGES & CLEARING LTD.,-,388 HK,-,,"23,156","$1,419,342",0.06%,
LISTED EQUITY,-,-,-,-,"REPUBLIC SERVICES, INC.",-,RSG US,-,,"4,353","$1,414,427",0.06%,
LISTED EQUITY,-,-,-,-,"SNOWFLAKE, INC.",-,SNOW US,-,,"5,671","$1,414,312",0.06%,
LISTED EQUITY,-,-,-,-,"PRUDENTIAL FINANCIAL, INC.",-,PRU US,-,,"7,384","$1,413,548",0.06%,
LISTED EQUITY,-,-,-,-,KROGER CO.,-,KR US,-,,"14,298","$1,412,141",0.06%,
LISTED EQUITY,-,-,-,-,"CBRE GROUP, INC.",-,CBRE US,-,,"6,659","$1,411,977",0.06%,
LISTED EQUITY,-,-,-,-,FLUTTER ENTERTAINMENT PLC,-,FLTR LN,-,,"3,368","$1,411,674",0.06%,
LISTED EQUITY,-,-,-,-,NEWMONT CORP.,-,NEM US,-,,"23,431","$1,408,561",0.06%,
LISTED EQUITY,-,-,-,-,"PUBLIC SERVICE ENTERPRISE GROUP, INC.",-,PEG US,-,,"10,304","$1,406,149",0.06%,
LISTED EQUITY,-,-,-,-,INFINEON TECHNOLOGIES AG,-,IFX GR,-,,"26,733","$1,403,889",0.06%,
LISTED EQUITY,-,-,-,-,ANHEUSER-BUSCH INBEV SA,-,ABI BB,-,,"17,366","$1,401,384",0.06%,
LISTED EQUITY,-,-,-,-,BAKER HUGHES CO.,-,BKR US,-,,"21,074","$1,396,197",0.06%,
LISTED EQUITY,-,-,-,-,"DR HORTON, INC.",-,DHI US,-,,"6,182","$1,396,101",0.06%,
LISTED EQUITY,-,-,-,-,"HOWMET AEROSPACE, INC.",-,HWM US,-,,"7,877","$1,391,355",0.06%,
LISTED EQUITY,-,-,-,-,WOLTERS KLUWER NV,-,WKL NA,-,,"5,172","$1,387,438",0.06%,
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOA SS,-,,"55,818","$1,377,686",0.06%,
LISTED EQUITY,-,-,-,-,"KENVUE, INC.",-,KVUE US,-,,"39,789","$1,372,022",0.06%,
LISTED EQUITY,-,-,-,-,"L3HARRIS TECHNOLOGIES, INC.",-,LHX US,-,,"4,038","$1,371,470",0.06%,
LISTED EQUITY,-,-,-,-,"CENCORA, INC.",-,COR US,-,,"3,764","$1,365,731",0.06%,
LISTED EQUITY,-,-,-,-,SYSCO CORP.,-,SYY US,-,,"10,998","$1,358,120",0.06%,
LISTED EQUITY,-,-,-,-,"DATADOG, INC.",-,DDOG US,-,,"5,874","$1,355,719",0.06%,
LISTED EQUITY,-,-,-,-,"AMETEK, INC.",-,AME US,-,,"4,585","$1,334,968",0.06%,
LISTED EQUITY,-,-,-,-,HONDA MOTOR CO. LTD.,-,7267 JP,-,,"84,576","$1,334,183",0.06%,
LISTED EQUITY,-,-,-,-,BASF SE,-,BAS GR,-,,"18,725","$1,329,673",0.06%,
LISTED EQUITY,-,-,-,-,EDWARDS LIFESCIENCES CORP.,-,EW US,-,,"11,066","$1,323,145",0.06%,
LISTED EQUITY,-,-,-,-,HALEON PLC,-,HLN LN,-,,"172,906","$1,319,951",0.06%,
LISTED EQUITY,-,-,-,-,KIMBERLY-CLARK CORP.,-,KMB US,-,,"6,225","$1,317,547",0.06%,
LISTED EQUITY,-,-,-,-,"VERISK ANALYTICS, INC.",-,VRSK US,-,,"2,945","$1,310,231",0.06%,
LISTED EQUITY,-,-,-,-,TARGA RESOURCES CORP.,-,TRGP US,-,,"4,538","$1,308,297",0.06%,
LISTED EQUITY,-,-,-,-,ARGENX SE,-,ARGX BB,-,,"1,300","$1,304,918",0.06%,
LISTED EQUITY,-,-,-,-,ATLASSIAN CORP.,-,TEAM US,-,,"3,318","$1,304,292",0.06%,
LISTED EQUITY,-,-,-,-,"XCEL ENERGY, INC.",-,XEL US,-,,"11,922","$1,300,178",0.06%,
LISTED EQUITY,-,-,-,-,"SUN LIFE FINANCIAL, INC.",-,SLF CN,-,,"13,529","$1,296,701",0.06%,
LISTED EQUITY,-,-,-,-,SEVEN & I HOLDINGS CO. LTD.,-,3382 JP,-,,"50,618","$1,293,734",0.06%,
LISTED EQUITY,-,-,-,-,"YUM! BRANDS, INC.",-,YUM US,-,,"5,946","$1,288,340",0.06%,
LISTED EQUITY,-,-,-,-,VALERO ENERGY CORP.,-,VLO US,-,,"6,472","$1,281,370",0.06%,
LISTED EQUITY,-,-,-,-,TAKEDA PHARMACEUTICAL CO. LTD.,-,4502 JP,-,,"29,721","$1,277,063",0.06%,
LISTED EQUITY,-,-,-,-,"KEURIG DR. PEPPER, INC.",-,KDP US,-,,"24,598","$1,276,059",0.06%,
LISTED EQUITY,-,-,-,-,SEA LTD.,-,SE US,-,,"7,416","$1,270,756",0.06%,
LISTED EQUITY,-,-,-,-,ADIDAS AG,-,ADS GR,-,,"3,200","$1,267,388",0.06%,
LISTED EQUITY,-,-,-,-,ALCON AG,-,ALC SW,-,,"9,200","$1,260,806",0.06%,
LISTED EQUITY,-,-,-,-,"CORNING, INC.",-,GLW US,-,,"16,348","$1,254,732",0.06%,
LISTED EQUITY,-,-,-,-,EXPERIAN PLC,-,EXPN LN,-,,"17,913","$1,248,284",0.06%,
LISTED EQUITY,-,-,-,-,"INGERSOLL RAND, INC.",-,IR US,-,,"8,542","$1,247,953",0.06%,
LISTED EQUITY,-,-,-,-,OTIS WORLDWIDE CORP.,-,OTIS US,-,,"8,305","$1,242,239",0.06%,
LISTED EQUITY,-,-,-,-,HESS CORP.,-,HES US,-,,"5,769","$1,239,381",0.06%,
LISTED EQUITY,-,-,-,-,GIVAUDAN SA,-,GIVN SW,-,,175,"$1,237,510",0.06%,
LISTED EQUITY,-,-,-,-,"GENERAL MILLS, INC.",-,GIS US,-,,"11,943","$1,230,076",0.06%,
LISTED EQUITY,-,-,-,-,CIE DE SAINT-GOBAIN SA,-,SGO FP,-,,"8,571","$1,228,507",0.06%,
LISTED EQUITY,-,-,-,-,PG&E CORP.,-,PCG US,-,,"37,667","$1,227,689",0.06%,
LISTED EQUITY,-,-,-,-,DEUTSCHE POST AG,-,DHL GR,-,,"21,526","$1,223,312",0.06%,
LISTED EQUITY,-,-,-,-,ENI SPA,-,ENI IM,-,,"55,672","$1,218,787",0.05%,
LISTED EQUITY,-,-,-,-,MONSTER BEVERAGE CORP.,-,MNST US,-,,"14,325","$1,216,049",0.05%,
LISTED EQUITY,-,-,-,-,"PPG INDUSTRIES, INC.",-,PPG US,-,,"6,295","$1,214,499",0.05%,
LISTED EQUITY,-,-,-,-,SIKA AG,-,SIKA SW,-,,"3,149","$1,211,233",0.05%,
LISTED EQUITY,-,-,-,-,VERTIV HOLDINGS CO.,-,VRT US,-,,"6,599","$1,210,824",0.05%,
LISTED EQUITY,-,-,-,-,"CORTEVA, INC.",-,CTVA US,-,,"13,056","$1,201,138",0.05%,
LISTED EQUITY,-,-,-,-,AGNICO EAGLE MINES LTD.,-,AEM CN,-,,"9,426","$1,190,467",0.05%,
LISTED EQUITY,-,-,-,-,"OLD DOMINION FREIGHT LINE, INC.",-,ODFL US,-,,"4,175","$1,189,521",0.05%,
LISTED EQUITY,-,-,-,-,"FERGUSON ENTERPRISES, INC.",-,FERG US,-,,"4,224","$1,184,093",0.05%,
LISTED EQUITY,-,-,-,-,"AGILENT TECHNOLOGIES, INC.",-,A US,-,,"5,425","$1,177,023",0.05%,
LISTED EQUITY,-,-,-,-,DEUTSCHE BANK AG,-,DBK GR,-,,"42,288","$1,176,873",0.05%,
LISTED EQUITY,-,-,-,-,FORD MOTOR CO.,-,F US,-,,"73,547","$1,175,989",0.05%,
LISTED EQUITY,-,-,-,-,NORDEA BANK ABP,-,NDA FH,-,,"66,621","$1,169,921",0.05%,
LISTED EQUITY,-,-,-,-,VULCAN MATERIALS CO.,-,VMC US,-,,"2,815","$1,169,685",0.05%,
LISTED EQUITY,-,-,-,-,"NASDAQ, INC.",-,NDAQ US,-,,"9,344","$1,166,768",0.05%,
LISTED EQUITY,-,-,-,-,"RESMED, INC.",-,RMD US,-,,"3,135","$1,158,031",0.05%,
LISTED EQUITY,-,-,-,-,WILLIS TOWERS WATSON PLC,-,WTW US,-,,"2,275","$1,151,144",0.05%,
LISTED EQUITY,-,-,-,-,ADYEN NV,-,ADYEN NA,-,,479,"$1,150,347",0.05%,
LISTED EQUITY,-,-,-,-,ANGLO AMERICAN PLC,-,AAL LN,-,,"24,044","$1,149,746",0.05%,
LISTED EQUITY,-,-,-,-,"DELL TECHNOLOGIES, INC.",-,DELL US,-,,"6,143","$1,143,312",0.05%,
